nuts,November Days With High Fire Danger (days) ensemble median - RCP8.5 - (2011 - 2040)
DE50,0.0
DE60,0.0
DE71,0.0
DE72,0.0
DE73,0.0
DE80,0.0
DE91,0.0
BG41,0.003802544344216585
BG42,0.011896926692376535
CH01,0.0
AT32,0.0
AT33,0.0
AT34,0.0
BE10,0.0
BE23,0.0
BE24,0.0
BE25,0.0
BE31,0.0
BE32,0.0
BE33,0.0
BE34,0.0
BE35,0.0
BG31,0.025941677733014028
BG32,0.008069979523619016
BG33,0.01451412836710612
BG34,0.005263597642381986
DE92,0.0
DE93,0.0
DE94,0.0
CZ07,0.0
CZ08,0.0
AL01,0.0006548435737689336
AL02,0.011562930047512054
AL03,0.007216691039502621
AT11,0.0
AT12,0.00032481309026479723
AT13,0.0
AT21,0.0
AT22,0.0
AT31,0.0
DK05,0.0
BE21,0.0
BE22,0.0
ES43,0.6282613457025339
ES51,0.4018950302153826
ES52,1.9317976432542006
ES53,0.3224550930162271
ES61,1.1867047702117512
ES62,2.8185148179531097
ES63,0.0
ES64,0.0
CH02,0.0
CH03,0.0
CH04,0.0
CH05,0.0
CH06,0.0
CH07,0.0
CY00,3.723617423077424
CZ01,0.0
CZ02,0.0
CZ03,0.0
CZ04,0.0
CZ05,0.0
CZ06,0.0
DE40,0.0
EL53,0.0075110187754035
EL54,0.023511549333731334
EL61,0.006800406302014987
EL62,0.0
EL63,0.027811806090176104
ES70,0.0
ITC1,0.0005388171722491582
ITC2,0.0
DE11,0.0
DE12,0.0
DE13,0.0
DE14,0.0
DE21,0.0
DE22,0.0
DE23,0.0
DE24,0.0
DE25,0.0
DE26,0.0
DE27,0.0
DE30,0.0
EL42,0.6333333333333333
LV00,0.0
ME00,0.0
MK00,0.03997162630160649
MT00,0.0
NL11,0.0
NL12,0.0
EL64,0.11632260270416736
EL65,0.09239573068916798
ES11,0.017717856479187808
ES12,0.0031872533261775972
ES13,0.01815094848473867
ES21,0.010148701009651024
ES22,0.2421090419093768
ES23,0.14272874717911085
ES24,1.0026543934674312
ES30,0.5454783715928594
IE05,0.0006154514228304227
IE06,0.0
IS00,0.0
ITC3,0.0
FI19,0.0
FI1B,0.0
FI1C,0.0
DEA1,0.0
DEA2,0.0
DEA3,0.0
DEA4,0.0
DEA5,0.0
DEB1,0.0
DEB2,0.0
DEB3,0.0
DEC0,0.0
DED2,0.0
DED4,0.0
DED5,0.0
DEE0,0.0
DEF0,0.0
DEG0,0.0
DK01,0.0
DK02,0.0
DK03,0.0
DK04,0.0
ES41,0.25829906108168266
ES42,0.9375843281702448
HU23,0.000494047316412131
HU31,0.01561183308561643
HU32,0.015437403259178003
HU33,0.006566910880307356
IE04,0.0
EE00,0.0
EL30,0.5330832252899805
EL41,0.4166666666666667
EL43,1.7229189366102218
EL51,0.09229713057478268
EL52,0.00892351676399509
FI20,0.0
FR10,0.0010443455229202905
FRB0,0.0014176050821940104
FRC1,0.0
FRC2,0.0
FRD1,0.0
FRD2,0.0
FRE1,0.0
FRE2,0.0
FRF1,0.0
NL13,0.0
NL21,0.0
NL22,0.0
NL23,0.0
NL31,0.0
NL32,0.0
ITG2,0.30941750581065813
ITH1,0.0
ITH2,0.0
FRI3,0.012656818826993306
FRJ1,0.07721662372350693
FRJ2,0.010757365419218937
FRK1,0.0005108408940335114
FRK2,0.005691053019836545
FRL0,0.13884121123701335
FRM0,0.01267903447151184
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,0.37779790436228117
TR32,0.766169361397624
TR33,0.7152983854990452
HR03,0.000840629202624162
HR02,0.0005578394358356794
HU11,0.0
HU12,0.005409627656141917
HU21,0.006867027282714844
HU22,0.008666152755419413
PT16,0.32890871182704967
PT17,0.6933473398288091
FRF2,0.0
FRF3,0.0
FRG0,0.021979123602310816
FRH0,0.021176787776251635
FRI1,0.00685794393842419
FRI2,0.0
ITC4,0.0008443666001160939
ITF1,0.002095571905374527
ITF2,0.004933488493164381
ITF3,0.005695641537507375
ITF4,0.0776045707364877
ITF5,0.05486171506345272
ITF6,0.010388761634627978
ITG1,0.13525865407039722
LT01,0.0
LT02,0.0
LU00,0.0
PL22,0.00435757040977478
PL41,0.0028851819535096485
PL42,0.0
PT18,0.8538321093656123
PT20,0.0
PT30,0.0
RO11,0.0020768553639451664
RO12,0.006442508349816005
RO21,0.0017724004263679185
RO22,0.0302222547121346
RO31,0.014938071308036645
RO32,0.0
ITH3,0.00041672193134824435
ITH4,0.0
ITH5,0.0009840478499730427
ITI1,0.0
ITI2,0.0
ITI3,0.0
ITI4,0.0
LI00,0.0
FI1D,0.0
TR82,0.14818519751230877
TR83,0.1968193324903647
TR90,0.01076898816972971
TRA1,0.06203841520473361
TRA2,0.0
PL43,0.0
PL51,0.0
PL52,0.0035275620718797046
PL61,0.0006821955864628156
PL62,0.0
PL63,0.0
PL71,0.0
PL72,0.0
PL81,0.0
PL82,0.0
PL84,0.0
PL91,0.0
PL92,0.0
PT11,0.08034950417156021
PT15,1.8403534710407257
TRB1,0.4554239846765995
TRB2,0.08325346410274506
TRC1,2.4652791135013103
RS12,0.06678752234826485
RS21,0.017152702001233897
RS22,0.03362326653053363
SE11,0.0
SE12,0.00016612208758791288
NL33,0.0
NL34,0.0
NL41,0.0
NL42,0.0
PL21,0.0
UKM6,0.0
TR22,0.3318821783487996
TRC2,3.1137100640373925
TRC3,4.3792030096054075
UKC1,0.0
UKC2,0.0
UKD1,0.0
UKD3,0.0
UKD4,0.0
UKD6,0.0
UKD7,0.0
UKE1,0.0
UKE2,0.001361132909854253
UKE3,0.00446418027083079
RO41,0.02261756910011172
RO42,0.02484394909503559
RS11,0.05617041041453679
TR41,0.43402492282912136
TR42,0.054310275117556255
TR51,0.9111887925925354
TR52,1.5762858680138985
TR61,0.6389735062917073
TR62,1.3670056820536653
TR63,1.3967332866042852
TR71,1.070216006351014
TR72,0.7413629025220871
TR81,0.03419442226489385
UKK1,0.00576849232117335
UKK2,0.003861200933655103
UKK3,0.0
UKK4,0.004008856912453969
UKL1,0.0
UKL2,0.0005949933702747028
UKM5,0.0
UKM7,0.0
UKM8,0.0
UKM9,0.0
UKN0,0.0
SE21,0.00020777564495801925
SE22,0.0
SE23,0.0
SE31,0.0
SE32,0.0
SE33,0.0
SI03,0.0
SI04,0.0
SK01,0.011792829632759095
SK02,0.007210756341616313
SK03,0.0
SK04,0.0
TR10,0.08534316209455331
TR21,0.18066440032174189
UKE4,0.0
UKF1,0.012923623248934746
UKF2,0.0027810024097561837
UKF3,0.006286864976088206
UKG1,0.004761908948421478
UKG2,0.0015915826583902041
UKG3,0.011114576458930969
UKH1,0.0028555475796262423
UKH2,0.018375891198714574
UKH3,0.0035160966217517853
UKI3,0.0
UKI4,0.008310786386330923
UKI5,0.009501717487970988
UKI6,0.0
UKI7,0.016638480623563132
UKJ1,0.003579981749256452
UKJ2,0.0
UKJ3,0.0
UKJ4,0.0
NO09,0.0
NO0A,0.0
NO0B,0.0
HR05,0.0
HR06,0.0
NO02,0.0
NO06,0.0
NO07,0.0
NO08,0.0
