nuts,June Days With High Fire Danger (days) ensemble median - RCP8.5 - (2041 - 2070)
DE50,0.12682029555241267
DE60,0.2966840945184231
DE71,0.3812089422096809
DE72,0.1678110644221306
DE73,0.1297033460189899
DE80,0.39566382799918454
DE91,0.24405957361062366
BG41,1.0631288564453523
BG42,2.8920241564512255
CH01,0.07044566987703244
AT32,0.007683411240577698
AT33,0.022401380321631827
AT34,0.049295710027217866
BE10,0.3499340057373047
BE23,0.45311758369207383
BE24,0.3666841904322306
BE25,0.6239242268105348
BE31,0.40024213045835494
BE32,0.516769994298617
BE33,0.1572648358841737
BE34,0.1660274811089039
BE35,0.33558122714360555
BG31,3.489331590260069
BG32,2.1443876983597874
BG33,2.1583737696210545
BG34,2.217854474733273
DE92,0.1632878862321377
DE93,0.3454680635283391
DE94,0.23918973660717407
CZ07,0.23645898594210546
CZ08,0.0865566556652387
AL01,3.1811913938572007
AL02,9.090679200490316
AL03,9.573379977544148
AT11,0.8737891658519705
AT12,0.4363525039205948
AT13,1.1330796053012213
AT21,0.00741577111184597
AT22,0.02592641326288382
AT31,0.02261282311131557
DK05,0.33374857033292454
BE21,0.33774291624625524
BE22,0.3225875278313955
ES43,20.93968267440796
ES51,6.60255706012249
ES52,16.258456818262736
ES53,8.556394871075948
ES61,21.326791286468506
ES62,22.68709348042806
ES63,0.0
ES64,0.0
CH02,0.1208559425547719
CH03,0.15596323348581792
CH04,0.14026653890808424
CH05,0.04978097102915247
CH06,0.04083068979283174
CH07,0.027513336141904196
CY00,25.578709602355957
CZ01,0.8746388634045918
CZ02,0.8227053571492433
CZ03,0.3569788690035542
CZ04,0.5747021878138184
CZ05,0.4658388345812758
CZ06,0.5499748861417174
DE40,0.8497975016012788
EL53,8.950852754712106
EL54,8.822785804669062
EL61,11.187903849283854
EL62,0.0
EL63,16.660277954737346
ES70,0.0
ITC1,0.5404926770366728
ITC2,0.08544123160342375
DE11,0.4131354263673226
DE12,0.38855077301462493
DE13,0.2833296930417418
DE14,0.09055089261382818
DE21,0.07765895115832487
DE22,0.15472583572069804
DE23,0.32907057863970596
DE24,0.33344502151012423
DE25,0.4534298392633597
DE26,0.38035767103234924
DE27,0.1272752990635733
DE30,1.2168943067391713
EL42,20.6
LV00,0.6536548719120522
ME00,1.298842674680054
MK00,6.12023222570618
MT00,0.0
NL11,0.15132494767506918
NL12,0.10841507116953532
EL64,17.31404579480489
EL65,21.482600943247476
ES11,1.5386407382475833
ES12,0.15351860610147317
ES13,0.2839506062368552
ES21,0.7478578684230646
ES22,5.260154149929682
ES23,4.382067592442036
ES24,11.560492785771688
ES30,16.519038995107014
IE05,0.04072186993435025
IE06,0.03970027714967728
IS00,0.0707300377699236
ITC3,0.38608540669083596
FI19,0.05476298948439459
FI1B,0.7258548637231191
FI1C,0.3560183873710533
DEA1,0.4688634380698204
DEA2,0.17394675531735024
DEA3,0.4664379388093948
DEA4,0.17617934371034305
DEA5,0.17229216781755288
DEB1,0.20298951336493096
DEB2,0.20244758526484172
DEB3,0.4645536784082651
DEC0,0.43527645990252495
DED2,0.34314633018026747
DED4,0.2548329960554838
DED5,0.6766770641009013
DEE0,0.648345814148585
DEF0,0.2565472241491079
DEG0,0.29453547041242323
DK01,0.5775968755284945
DK02,0.25661372393369675
DK03,0.33706910628825426
DK04,0.4897393042842547
ES41,9.700896846751371
ES42,19.701716550191243
HU23,2.580626499901215
HU31,2.8831134481355547
HU32,3.8094820392628512
HU33,4.329654305179914
IE04,0.016214342415332796
EE00,0.4605920076215019
EL30,25.739371808369956
EL41,24.366666666666667
EL43,25.10429922739665
EL51,5.644985134899616
EL52,7.148410507043203
FI20,0.2
FR10,1.476163075119257
FRB0,1.7598435116000473
FRC1,1.2945858834000925
FRC2,1.0317323010414838
FRD1,0.7493593675394853
FRD2,0.5301046176503103
FRE1,0.4644580215215683
FRE2,0.6497959937900305
FRF1,0.4675139560053746
NL13,0.17171185438831646
NL21,0.30806468712786833
NL22,0.32064086000124614
NL23,0.225963939478
NL31,0.15554537375768027
NL32,0.07930625279744466
ITG2,16.680298296610513
ITH1,0.018013004151483377
ITH2,0.018660608244438968
FRI3,2.0527591610948246
FRJ1,5.05737470947206
FRJ2,1.3895110110131403
FRK1,0.8213254470999042
FRK2,1.0786330113808313
FRL0,5.439171805977821
FRM0,3.06279640297095
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,23.88950471878052
TR32,22.59736313819885
TR33,19.632861550649007
HR03,3.0126823087533317
HR02,1.7011661022280653
HU11,2.875314759214719
HU12,3.3783110335469244
HU21,2.1033133241037527
HU22,1.5770198928192258
PT16,13.452506526311238
PT17,13.785185559590657
FRF2,0.862007179732124
FRF3,0.7625599832894902
FRG0,1.7039032366437217
FRH0,0.8063281955818336
FRI1,1.5191905521632483
FRI2,0.8979488131900628
ITC4,1.0154594216495751
ITF1,4.859466444452604
ITF2,10.204034352302552
ITF3,10.515158754587173
ITF4,19.62968844572703
ITF5,15.531749069194
ITF6,8.078900257746378
ITG1,21.522246964772542
LT01,0.5533925524602333
LT02,0.7774666641140356
LU00,0.19363835453987122
PL22,0.2597998909341792
PL41,1.1043236506481966
PL42,0.6618637484808763
PT18,20.546643114089967
PT20,0.0
PT30,0.0
RO11,0.8843653487041593
RO12,0.29411934887369473
RO21,1.9326284553234776
RO22,4.9814746893166255
RO31,2.5520735712101064
RO32,1.9480181768536569
ITH3,0.6751951692936321
ITH4,0.04569504981239637
ITH5,3.8927327361578743
ITI1,4.388140234226982
ITI2,7.731910305718581
ITI3,5.268053359352052
ITI4,7.490818331887325
LI00,0.0
FI1D,0.02521159702640337
TR82,5.754033548136552
TR83,7.365552389621735
TR90,0.8746085121606787
TRA1,5.665481762091319
TRA2,0.9209855178991954
PL43,1.3226630824928483
PL51,0.5876212676987052
PL52,0.3901347242295742
PL61,0.7748703931768736
PL62,0.772954706599315
PL63,0.6899349532400568
PL71,0.7085653774129848
PL72,0.2490337318740785
PL81,0.5563674678249906
PL82,0.17124898713082076
PL84,0.6941777791827917
PL91,0.5798230122774839
PL92,0.550050062748293
PT11,6.853190927455823
PT15,21.75383243560791
TRB1,20.62076864242554
TRB2,14.046416399876277
TRC1,26.35921662648519
RS12,5.239638304306815
RS21,1.9637465726584196
RS22,3.94089184080561
SE11,0.6543390755852063
SE12,0.6487534599378705
NL33,0.10000611195961634
NL34,0.2814894529680411
NL41,0.31476046033203603
NL42,0.41620185499389967
PL21,0.08797747589026889
UKM6,0.0120820843304197
TR22,17.83655220667521
TRC2,28.018051020304362
TRC3,28.84045778910319
UKC1,0.18253913521766663
UKC2,0.13367153132955234
UKD1,0.01750814417997996
UKD3,0.07663373326261838
UKD4,0.01753834734360377
UKD6,0.07265305717786154
UKD7,0.026685943206151325
UKE1,0.23767799884080887
UKE2,0.21742959525436162
UKE3,0.24210066869854927
RO41,3.359517795406282
RO42,1.5366418528060117
RS11,4.867709484572212
TR41,14.54516966342926
TR42,3.4480435016254583
TR51,18.102817312876383
TR52,21.744654003779093
TR61,17.824460744857788
TR62,12.934388915697733
TR63,21.73449322382609
TR71,20.53202511469523
TR72,15.441626977920532
TR81,1.2977130621671678
UKK1,0.28163889118780694
UKK2,0.21151212466259797
UKK3,0.2033341643710931
UKK4,0.17737821166714032
UKL1,0.07760168512662252
