nuts,November Days With High Fire Danger (days) ensemble median - RCP8.5 - (2041 - 2070)
DE50,0.0
DE60,0.0
DE71,0.007474739601214727
DE72,0.014159329980611802
DE73,0.0
DE80,0.0
DE91,0.0
BG41,0.01360750279078881
BG42,0.04417324947814147
CH01,0.0
AT32,0.0
AT33,0.0008805161962906519
AT34,0.0017631756762663522
BE10,0.0
BE23,0.016710960865020753
BE24,0.005002855261166891
BE25,0.027487343549728392
BE31,0.0
BE32,0.012059774001439412
BE33,0.0
BE34,0.0
BE35,0.0
BG31,0.039449222820500535
BG32,0.003818422338614861
BG33,0.0036106879512468972
BG34,0.01691151497264703
DE92,0.0
DE93,0.0
DE94,0.0008867946142951648
CZ07,0.0
CZ08,0.0
AL01,0.016362016399701435
AL02,0.02823205788930257
AL03,0.03962838985025883
AT11,0.0
AT12,0.0009920211198429266
AT13,0.0
AT21,0.0
AT22,0.0
AT31,0.0
DK05,0.0
BE21,0.0030413731932640077
BE22,0.0
ES43,0.9686833878358205
ES51,0.4276786199149986
ES52,2.108460779550175
ES53,0.8817113930980365
ES61,2.3070080414259184
ES62,3.1649572887768347
ES63,0.0
ES64,0.0
CH02,0.0
CH03,0.0
CH04,0.0
CH05,0.0014341923097769419
CH06,0.0
CH07,0.0
CY00,4.765149277448654
CZ01,0.0
CZ02,0.0005190862653156121
CZ03,0.0
CZ04,0.0005731737241148948
CZ05,0.0004481254145503044
CZ06,0.0013458363711833954
DE40,0.0
EL53,0.024502525478601454
EL54,0.0161922475323081
EL61,0.017872816075881322
EL62,0.0
EL63,0.00871088517208894
ES70,0.0
ITC1,0.0010997383544842402
ITC2,0.0
DE11,0.0
DE12,0.0
DE13,0.0
DE14,0.0
DE21,0.0
DE22,0.0
DE23,0.0
DE24,0.0
DE25,0.0
DE26,0.0
DE27,0.0
DE30,0.0
EL42,1.2666666666666666
LV00,0.0005963121230403583
ME00,0.004900486270586649
MK00,0.038629279316713415
MT00,0.0
NL11,0.0
NL12,0.0
EL64,0.11418970463176568
EL65,0.16334916409105063
ES11,0.10395169078061978
ES12,0.008759355917572976
ES13,0.034883182992537815
ES21,0.03137224248299996
ES22,0.3169687623778979
ES23,0.21967417169362308
ES24,1.3097083957710614
ES30,0.9143036199112733
IE05,0.003971426437298457
IE06,0.0035550405581792196
IS00,0.0
ITC3,0.0
FI19,0.0
FI1B,0.0
FI1C,0.0
DEA1,0.0
DEA2,0.0
DEA3,0.0
DEA4,0.0
DEA5,0.003819428694744905
DEB1,0.01192335623006026
DEB2,0.0020718368391195933
DEB3,0.01477288343012333
DEC0,0.0
DED2,0.0
DED4,0.0
DED5,0.0
DEE0,0.0002895089487234751
DEF0,0.0
DEG0,0.0
DK01,0.0
DK02,0.0
DK03,0.0008429255957404773
DK04,0.0
ES41,0.4935225818771869
ES42,1.9094233693089335
HU23,0.0
HU31,0.01606140670677026
HU32,0.02509808987379074
HU33,0.011779054502646128
IE04,0.00031283358111977577
EE00,0.00132149172325929
EL30,0.938773567477862
EL41,1.1333333333333333
EL43,2.3571322195231916
EL51,0.2505782867471377
EL52,0.023027862887829542
FI20,0.0
FR10,0.002074663123736779
FRB0,0.0037254696091016132
FRC1,0.0
FRC2,0.0
FRD1,0.00219132782270511
FRD2,0.006373344858487447
FRE1,0.008156594137350719
FRE2,0.0
FRF1,0.0006202990810076396
NL13,0.006701645255088806
NL21,0.014450781792402268
NL22,0.008076825551688671
NL23,0.0037106233338514965
NL31,0.0
NL32,0.004178309440612793
ITG2,0.60613469046851
ITH1,0.00289306640625
ITH2,0.0036970555782318117
FRI3,0.0012105642507473627
FRJ1,0.0718103863298893
FRJ2,0.013455107373495897
FRK1,0.0005074724555015564
FRK2,0.004680492542684078
FRL0,0.11331971765806277
FRM0,0.03486071725686391
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,0.9967109613120556
TR32,1.8679597075407703
TR33,1.2498623502751192
HR03,0.0
HR02,0.0005578394358356794
HU11,0.004158120354016622
HU12,0.012376959746082624
HU21,0.012049069007237753
HU22,0.0
PT16,0.6442454011800388
PT17,0.9128863568107287
FRF2,0.0002477572920421759
FRF3,0.0002693710538248221
FRG0,0.010892679511259
FRH0,0.02223263184229533
FRI1,0.015384798170998693
FRI2,0.002379463240504265
ITC4,0.004235880946119626
ITF1,0.0034615616624553997
ITF2,0.01972449856499831
ITF3,0.004271448651949564
ITF4,0.18355707519998152
ITF5,0.12187073280413946
ITF6,0.02393147721886635
ITG1,0.3391964206472039
LT01,0.0
LT02,0.0
LU00,0.0
PL22,0.005806299547354381
PL41,0.0
PL42,0.0
PT18,1.3559315727402768
PT20,0.0
PT30,0.0
RO11,0.003677425719797611
RO12,0.010413273175557455
RO21,0.006103228529294332
RO22,0.015343288083871205
RO31,0.01501335489253203
RO32,0.0
ITH3,0.0
ITH4,0.0
ITH5,0.0
ITI1,0.0
ITI2,0.0
ITI3,0.0
ITI4,0.0
LI00,0.0
FI1D,0.0
TR82,0.2935063829024633
TR83,0.416122298516954
TR90,0.07680355403572321
TRA1,0.13128371780427794
TRA2,0.20094229578971862
PL43,0.0
PL51,0.0011661641299724578
PL52,0.0017691160241762797
PL61,0.0
PL62,0.0
PL63,0.0
PL71,0.006086398164431254
PL72,0.0015010487288236618
PL81,0.0
PL82,0.0
PL84,0.0
PL91,0.006012263397375743
PL92,0.0031363658607006075
PT11,0.21431877786914508
PT15,2.361982744683822
TRB1,0.46801627818495034
TRB2,0.2328752137720585
TRC1,2.758361566532403
RS12,0.10304070863251885
RS21,0.017950972573210797
RS22,0.03993949067468445
SE11,0.0
SE12,0.0
NL33,0.0
NL34,0.0037180686990420024
NL41,0.0
NL42,0.0
PL21,0.00038507149244348206
UKM6,0.0
TR22,0.5843779255015155
TRC2,3.4357818801887334
TRC3,5.170078437527021
UKC1,0.001968467359741529
UKC2,0.0
UKD1,0.0
UKD3,0.0
UKD4,0.0
UKD6,0.0019597961256901425
UKD7,0.0
UKE1,0.008340959747632345
UKE2,0.006100784117976824
UKE3,0.004457750916481018
RO41,0.028178875520825385
RO42,0.033889749289179844
RS11,0.08179425286749999
TR41,0.846851818325619
TR42,0.12525499239563942
TR51,1.2030599771377941
TR52,2.6500695755084354
TR61,1.2195402345620097
TR62,1.9398067849688232
TR63,1.630100072796146
TR71,1.5181653398399553
TR72,1.2434116379357874
TR81,0.05878899743159612
UKK1,0.010141416639089584
UKK2,0.011583603421847026
UKK3,0.0
UKK4,0.0026795782148838045
UKL1,0.0006326908245682716
UKL2,0.0005949933702747028
UKM5,0.0
UKM7,0.0
UKM8,0.0
UKM9,0.0
UKN0,0.0
SE21,0.0006323463593920071
SE22,0.0011044856160879134
SE23,0.0
SE31,0.0
SE32,0.0
SE33,0.0
SI03,0.0
SI04,0.0
SK01,0.015674934287865958
SK02,0.012373403708140055
SK03,0.001108893131216367
SK04,0.0008227050925294558
TR10,0.09574588040510813
TR21,0.24317682677259048
UKE4,0.013367171088854471
UKF1,0.017660506069660187
UKF2,0.016719665626684824
UKF3,0.018672977139552436
UKG1,0.02304341197013855
UKG2,0.004725322996576627
UKG3,0.022249879439671834
UKH1,0.021885501593351363
UKH2,0.041614047686258954
UKH3,0.015772083898385365
UKI3,0.00832208941380183
UKI4,0.016644129157066347
UKI5,0.019016329447428384
UKI6,0.0
UKI7,0.01668358991543452
UKJ1,0.01979785126944383
UKJ2,0.017370118697484335
UKJ3,0.025478994846343993
UKJ4,0.004761914412180583
NO09,0.0
NO0A,0.0
NO0B,0.0
HR05,0.0
HR06,0.0
NO02,0.0
NO06,0.0
NO07,0.0
NO08,0.0
