nuts,March Days With High Fire Danger (days) ensemble median - RCP4.5 - (2041 - 2070)
DE50,0.0
DE60,0.0
DE71,0.0
DE72,0.0
DE73,0.0
DE80,0.0
DE91,0.0
BG41,0.011829526660343011
BG42,0.02793015561377009
CH01,0.0012324656049410502
AT32,0.0
AT33,0.0004361872871716817
AT34,0.0
BE10,0.0
BE23,0.0
BE24,0.0
BE25,0.0
BE31,0.0
BE32,0.0
BE33,0.0
BE34,0.0
BE35,0.0
BG31,0.117275344611456
BG32,0.06584327751770616
BG33,0.061110295231143634
BG34,0.01653383771578471
DE92,0.0
DE93,0.0
DE94,0.0
CZ07,0.0028960720325509706
CZ08,0.0041502361496289575
AL01,0.018316271776954333
AL02,0.029503102600574493
AL03,0.0173296881839633
AT11,0.0
AT12,0.004316678643226624
AT13,0.0
AT21,0.0
AT22,0.007079711308081945
AT31,0.0009669181580344836
DK05,0.0
BE21,0.0
BE22,0.0
ES43,1.2987182182104637
ES51,1.127755062840879
ES52,3.498405724267165
ES53,0.42235616569717727
ES61,1.6841664347797631
ES62,4.799829550584158
ES63,0.0
ES64,0.0
CH02,0.0
CH03,0.0
CH04,0.0
CH05,0.0
CH06,0.0
CH07,0.0
CY00,1.2270017525802055
CZ01,0.0
CZ02,0.0
CZ03,0.0041454476925234
CZ04,0.0
CZ05,0.0
CZ06,0.0
DE40,0.0
EL53,0.05303558260202408
EL54,0.015394278739889463
EL61,0.028989185765385627
EL62,0.0
EL63,0.01591582167893648
ES70,0.0
ITC1,0.010891340393573045
ITC2,0.0014552410691976547
DE11,0.0
DE12,0.0
DE13,0.000619693472981453
DE14,0.0
DE21,0.0
DE22,0.005690708725402753
DE23,0.004042764070133368
DE24,0.0
DE25,0.0
DE26,0.0
DE27,0.0
DE30,0.0
EL42,0.06666666666666667
LV00,0.0
ME00,0.012580393503109613
MK00,0.08756488415723046
MT00,0.0
NL11,0.0
NL12,0.0
EL64,0.14538934224595626
EL65,0.10410207981864611
ES11,0.01252762998143832
ES12,0.008757760127385458
ES13,0.02085462709267934
ES21,0.02329762609054645
ES22,0.4026108297208945
ES23,0.2864830704405904
ES24,2.182040103400747
ES30,0.8588995066160957
IE05,0.0
IE06,0.0
IS00,0.0
ITC3,0.009717432409524917
FI19,0.003093878831714392
FI1B,0.0053258592883745825
FI1C,0.003310118786369761
DEA1,0.0
DEA2,0.0
DEA3,0.0
DEA4,0.0
DEA5,0.0
DEB1,0.0
DEB2,0.0
DEB3,0.0
DEC0,0.0
DED2,0.0
DED4,0.0
DED5,0.0
DEE0,0.0
DEF0,0.0
DEG0,0.0
DK01,0.0
DK02,0.0
DK03,0.0
DK04,0.0
ES41,0.5201574314540873
ES42,1.580129785843504
HU23,0.0
HU31,0.011195996403694152
HU32,0.002052568271756172
HU33,0.008036774148543676
IE04,0.0
EE00,0.0
EL30,0.6993135049939155
EL41,0.016666666666666666
EL43,0.8807208478450775
EL51,0.023655392850438755
EL52,0.03533255066722631
FI20,0.0
FR10,0.0
FRB0,0.0017826616764068603
FRC1,0.0
FRC2,0.0008044460788369179
FRD1,0.00043741191426912944
FRD2,0.0
FRE1,0.0
FRE2,0.0
FRF1,0.0
NL13,0.0
NL21,0.0
NL22,0.0
NL23,0.0
NL31,0.0
NL32,0.0
ITG2,0.3161988349010547
ITH1,0.0
ITH2,0.0018629928429921467
FRI3,0.016112175894280274
FRJ1,0.17123881209020814
FRJ2,0.028336304581413667
FRK1,0.01075027057280143
FRK2,0.0116551808702449
FRL0,0.21724177120874325
FRM0,0.03814599079390367
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,0.037616761525472005
TR32,0.17856239608178537
TR33,0.2101750948621581
HR03,0.0012464857349793117
HR02,0.0008400712162256241
HU11,0.0
HU12,0.0007689035187164943
HU21,0.0022854345540205636
HU22,0.004339470465977987
PT16,0.9753581074376901
PT17,1.5827271501223246
FRF2,0.0
FRF3,0.0
FRG0,0.005596758301059405
FRH0,0.0
FRI1,0.028866565227508544
FRI2,0.005950929659108321
ITC4,0.01918170542145769
ITF1,0.007636568446954092
ITF2,0.027118821193774543
ITF3,0.003536216417948405
ITF4,0.23794782739132642
ITF5,0.09234047668675581
ITF6,0.019815541058778762
ITG1,0.540724201562504
LT01,0.0
LT02,0.0
LU00,0.0
PL22,0.0
PL41,0.0
PL42,0.0
PT18,2.17874919148162
PT20,0.0
PT30,0.0
RO11,0.004944517401357492
RO12,0.022809028811752795
RO21,0.020773011477043232
RO22,0.0900560903052489
RO31,0.09727828133230408
RO32,0.0022316016256809235
ITH3,0.006244474338988463
ITH4,0.0
ITH5,0.02531105528275172
ITI1,0.00076758557309707
ITI2,0.005195615378518899
ITI3,0.004532336071133613
ITI4,0.004764471544573704
LI00,0.0
FI1D,0.0
TR82,0.04102633825192849
TR83,0.058298232158025105
TR90,0.001276458241045475
TRA1,0.0022251051074514785
TRA2,0.0
PL43,0.0
PL51,0.0
PL52,0.0
PL61,0.0
PL62,0.0
PL63,0.0
PL71,0.0
PL72,0.0
PL81,0.0
PL82,0.0010486312210559845
PL84,0.0
PL91,0.0
PL92,0.0
PT11,0.18714484060183167
PT15,2.4068136821190516
TRB1,0.04950672828902801
TRB2,0.012543624639511109
TRC1,0.21746843978762626
RS12,0.018805009995897612
RS21,0.015629948675632478
RS22,0.04133183714002371
SE11,0.0
SE12,0.005182544002309442
NL33,0.0
NL34,0.0
NL41,0.0
NL42,0.0
PL21,0.0023508628209431967
UKM6,0.0
TR22,0.06041007013991475
TRC2,0.5689173975338538
TRC3,0.5649718119452397
UKC1,0.0
UKC2,0.0
UKD1,0.0
UKD3,0.0
UKD4,0.0
UKD6,0.0
UKD7,0.0
UKE1,0.0
UKE2,0.0013510052114725113
UKE3,0.002232090135415395
RO41,0.12002741739464302
RO42,0.00853364368279775
RS11,0.014096434414386749
TR41,0.1708711343506972
TR42,0.03603912113855282
TR51,0.2697535372960071
TR52,0.8693477208415668
TR61,0.11394616961479187
TR62,0.06441762149333954
TR63,0.09315820696453253
TR71,0.5058438200503588
TR72,0.16166912956784169
TR81,0.004409777124722799
UKK1,0.0
UKK2,0.0
UKK3,0.0
UKK4,0.0
UKL1,0.0
UKL2,0.0
UKM5,0.0
UKM7,0.0
UKM8,0.0
UKM9,0.0
UKN0,0.0
SE21,0.016518778478105862
SE22,0.0016513800248503685
SE23,0.00618978263810277
SE31,0.0146513388492167
SE32,0.0
SE33,0.0
SI03,0.0
SI04,0.0
SK01,0.0
SK02,0.001192705457409223
SK03,0.004492913310726484
SK04,0.004046530400713285
TR10,0.002078195909659068
TR21,0.053600721837331854
UKE4,0.002221361051003138
UKF1,0.004601527750492096
UKF2,0.0
UKF3,0.0
UKG1,0.0
UKG2,0.0
UKG3,0.0
UKH1,0.0
UKH2,0.0
UKH3,0.0
UKI3,0.0
UKI4,0.0
UKI5,0.0
UKI6,0.0
UKI7,0.0
UKJ1,0.0
UKJ2,0.0
UKJ3,0.0
UKJ4,0.0
NO09,0.0011758679524064065
NO0A,0.0
NO0B,0.0
HR05,0.0
HR06,0.0
NO02,0.0012791686380902926
NO06,0.0
NO07,0.0
NO08,0.00539753584501644
