nuts,Annual Days With High Fire Danger (days) ensemble median - RCP4.5 - (2041 - 2070)
FI1B,1.8146152263507247
FI1C,1.44729960115316
DEA1,3.476140025258064
DEA2,3.50426480298241
DEA3,4.033275423943996
DEA4,3.1957987026621897
DEA5,2.457445826008916
DEB1,4.478394276400407
DEB2,4.734112711250782
DEB3,6.356317139913639
DEC0,5.149133032560348
DED2,3.2362296996017297
DED4,2.3561112618694704
DED5,5.504001518463095
DEE0,6.381843417882919
DEF0,2.9979566681509215
DEG0,3.1316516395037373
DK01,3.5548786242802937
DK02,2.9392756012578807
DK03,1.9705450866371392
DK04,1.9755104381591082
ES41,59.84213104248047
ES42,109.49981180826823
HU23,8.198240771641334
HU31,11.495383405685425
HU32,14.781694483757018
HU33,14.938413421312967
IE04,0.32701176361491285
EE00,1.5142738692462445
EL30,128.50423126220704
EL41,113.61666666666666
EL43,133.2008399963379
EL51,44.68328723907471
EL52,30.946144676208498
FI20,0.9
FR10,9.9357982121408
FRB0,14.984954030811787
FRC1,7.591103353351355
FRC2,5.144386022041242
FRD1,5.042065277633568
FRD2,4.840835815419753
FRE1,3.493878339603543
FRE2,5.03166251477475
FRF1,3.972140644242366
NL13,3.485549937064449
NL21,4.09027562700212
NL22,3.933964000021418
NL23,3.616045900185903
NL31,3.533057886858781
NL32,2.2279428293307624
ITG2,74.8983896891276
ITH1,0.04988343939185143
ITH2,0.05856259272744258
FRI3,15.766953693826993
FRJ1,37.508728154500325
FRJ2,9.586783049503962
FRK1,7.083305209130049
FRK2,8.150143919388453
FRL0,35.064217821757
FRM0,19.859942865371703
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,118.23057378133139
TR32,127.59496790568033
TR33,112.6284568786621
HR03,13.269149545828501
HR02,6.02120515567561
HU11,13.075450599690278
HU12,14.116570138931275
HU21,11.609148434301217
HU22,8.472785625855128
PT16,81.10056508382162
PT17,85.93638661702474
FRF2,6.730550201858083
FRF3,5.7645241388430195
FRG0,13.310770186036825
FRH0,7.829180755404135
FRI1,8.945561704443147
FRI2,8.251337700585525
ITC4,3.7780966868003207
ITF1,13.801670626799266
ITF2,31.58604844411214
ITF3,37.4344446182251
ITF4,73.02306467692057
ITF5,59.20971050262451
ITF6,26.950281683603922
ITG1,87.11654052734374
LT01,2.810270421517392
LT02,3.2703883211749294
LU00,4.065758539239566
PL22,2.7161678538347283
PL41,7.392714235931635
PL42,4.869078860618174
PT18,111.96904602050782
PT20,0.0
PT30,0.0
RO11,2.9823199042429525
RO12,0.8450569490591685
RO21,6.353352517882983
RO22,19.905850156148276
RO31,13.598089655240377
RO32,10.64737272237738
ITH3,2.2032515168810884
ITH4,0.525275228669246
ITH5,12.07019625902176
ITI1,22.706026474634807
ITI2,35.3367892742157
ITI3,20.514739936590196
ITI4,30.710617876052858
LI00,0.0
FI1D,0.19958280215699536
TR82,41.31512317657471
TR83,48.85881646474203
TR90,7.8087082862854
TRA1,42.74384085337321
TRA2,2.5452690919240317
PL43,6.877466882392764
PL51,3.8790771909678976
PL52,3.6997998653600614
PL61,6.021682256211837
PL62,3.7872892676542205
PL63,4.083722047135234
PL71,6.148498876392841
PL72,3.738603409565985
PL81,3.970860985480249
PL82,1.5456673481191199
PL84,4.047026587526004
PL91,5.057600255186359
PL92,4.723130583763123
PT11,45.98264357248942
PT15,122.5230951944987
TRB1,119.5300277709961
TRB2,95.69123229980468
TRC1,151.8047876993815
RS12,17.513418022791544
RS21,8.678602353855968
RS22,16.14902661840121
SE11,1.747435347487529
SE12,2.034953590358297
NL33,2.4668372308214503
NL34,3.2665873686472575
NL41,3.7550883164008457
NL42,4.004488145063321
PL21,0.8761723958266278
UKM6,0.17836179688262443
TR22,97.14222742716471
TRC2,161.43966318766277
TRC3,167.23583297729493
UKC1,0.6884918707112472
UKC2,0.6292508889610569
UKD1,0.2953727131088575
UKD3,0.956583392371734
UKD4,0.4286398164927959
UKD6,1.1699234987298648
UKD7,0.6473412573337555
UKE1,3.1240486356119317
UKE2,1.529577718799313
UKE3,2.9369407122333846
RO41,15.185254395008087
RO42,6.009644271930059
RS11,18.24268056154251
TR41,83.41806348164876
TR42,20.333981037139893
TR51,109.77620315551758
TR52,133.75840861002604
TR61,103.25113093058268
TR62,86.25054117838542
TR63,123.6114621480306
TR71,126.81729482014974
TR72,99.61942545572917
TR81,13.422815251350404
UKK1,3.4899175775547824
UKK2,2.3793360350032646
UKK3,1.5337267922858397
UKK4,1.509416022648414
UKL1,0.7228871212651332
UKL2,1.1377735018730164
UKM5,0.26791189511617025
UKM7,0.36792101462682086
UKM8,0.36359542595843475
UKM9,0.42262727534398437
UKN0,0.22399484577278297
SE21,3.397795067013552
SE22,3.3796729408825437
SE23,2.01330503912953
SE31,0.81021413517495
SE32,0.42805390648233393
SE33,0.30782107561826705
SI03,0.7522126744190852
SI04,0.5829485028982162
SK01,12.421819863716761
SK02,9.48658931752046
SK03,1.3440944410860538
SK04,1.368446330850323
TR10,47.42957274119059
TR21,70.62915280659993
UKE4,1.7783856982986133
UKF1,3.3865758710851273
UKF2,5.137719801316659
UKF3,5.480921910951535
UKG1,3.0314382118483385
UKG2,2.2217692808558542
UKG3,3.555645628273487
UKH1,5.8173429572333895
UKH2,7.526089673737685
UKH3,5.323609191924334
UKI3,4.991542984048525
UKI4,4.807634014884631
UKI5,5.088925930857658
UKI6,4.611051444709301
UKI7,5.599233282605807
UKJ1,4.869512570773562
UKJ2,4.840059099098046
UKJ3,5.091548512627681
UKJ4,4.208247326562802
NO09,1.0618922624426583
NO0A,0.31047604195773604
NO0B,0.0
HR05,3.9718680997689564
HR06,3.5793829123179117
NO02,0.5965372032951564
NO06,0.19553429021810492
NO07,0.17854732231159384
NO08,0.9549869291484356
