nuts,Annual Days With High Fire Danger (days) ensemble median - RCP4.5 - (2041 - 2070)
DE50,2.201744671911001
DE60,3.6641454425950846
DE71,6.11260619610548
DE72,3.366626380259792
DE73,2.82846523479869
DE80,4.192658724697927
DE91,4.345344446289043
BG41,6.492733975251515
BG42,25.10067319869995
CH01,0.16924815283467373
AT32,0.18116134187827507
AT33,0.11468211229269704
AT34,0.11398722641170025
BE10,3.4665786743164064
BE23,3.3151598677039145
BE24,3.3729027883460123
BE25,2.8480097147325676
BE31,3.2129751682281493
BE32,3.319438838586211
BE33,2.902510534475247
BE34,3.026700393979748
BE35,2.6074568988134463
BG31,20.03618327776591
BG32,15.42223702420791
BG33,16.88037077188492
BG34,21.64712691307068
DE92,3.5129575333247582
DE93,4.155483931861818
DE94,3.640578961496552
CZ07,2.3329496922592323
CZ08,1.200040378731986
AL01,10.277219533920288
AL02,28.85686691602071
AL03,38.260681343078616
AT11,5.504216363529364
AT12,3.5897214343150456
AT13,6.950467382371426
AT21,0.05247509448478619
AT22,0.16619923583542306
AT31,0.380748401551197
DK05,2.042674782127142
BE21,4.067142435411612
BE22,3.6907750091205043
ES43,112.170095316569
ES51,35.3579761505127
ES52,89.11811408996581
ES53,40.63348929087321
ES61,116.51603978474935
ES62,128.12890345255533
ES63,0.0
ES64,0.0
CH02,0.5825615258266529
CH03,0.9823924063394467
CH04,0.5048937807480495
CH05,0.13886285514260333
CH06,0.1380080860108137
CH07,0.05121925249695778
CY00,147.76589940388996
CZ01,4.762269892295202
CZ02,4.949341824278235
CZ03,1.6401250925846398
CZ04,4.228244730333487
CZ05,2.848022486269474
CZ06,4.474654450857391
DE40,6.517463375131289
EL53,35.10770161946615
EL54,38.696922556559244
EL61,44.34655532836914
EL62,0.0
EL63,66.26840375264486
ES70,0.0
ITC1,2.48343998392423
ITC2,0.3247840562214454
DE11,3.278686174377799
DE12,4.398271970202526
DE13,1.7792966410517692
DE14,0.7405419557665786
DE21,0.6651692171270649
DE22,1.4861202665604651
DE23,2.309282551705837
DE24,3.044076769053936
DE25,3.395314144529402
DE26,4.014713396504521
DE27,0.8429307191322247
DE30,8.074939061701297
EL42,85.3
LV00,2.359761989613374
ME00,4.348594397803148
MK00,27.99356028238932
MT00,0.0
NL11,2.332392350832621
NL12,1.8363452225923538
EL64,71.82843386332193
EL65,91.24779815673828
ES11,14.831753913561503
ES12,1.3277945746357243
ES13,2.154610265294711
ES21,5.398234845201174
ES22,30.213830598195393
ES23,32.633160376548766
ES24,70.42839838663737
ES30,96.04335238138835
IE05,0.7006619361539682
IE06,0.6869152241696914
IS00,0.23079446835132936
ITC3,2.147474425037702
FI19,0.8250570928057035
