nuts,Spring Days With High Fire Danger (days) ensemble median - RCP4.5 - (2071 - 2100)
DE50,0.14650845298400292
DE60,0.09236126794264866
DE71,0.07528904997385465
DE72,0.03965062361497145
DE73,0.037171054201630443
DE80,0.18254573256350481
DE91,0.08048127190424846
BG41,0.40543600701941895
BG42,1.6289667076646135
CH01,0.028431768314196512
AT32,0.11238983588723037
AT33,0.07751881954475091
AT34,0.06470715254545212
BE10,0.15384615384615385
BE23,0.1860168453019399
BE24,0.18075753633792585
BE25,0.14040328906132624
BE31,0.2071781880580462
BE32,0.2027577580167697
BE33,0.16174544107455474
BE34,0.10415745068054932
BE35,0.15325691149784967
BG31,2.388990778189439
BG32,1.8406550322587674
BG33,1.841822512447834
BG34,1.4140603322392473
DE92,0.07998157923038189
DE93,0.18030090329165643
DE94,0.19571943466479963
CZ07,0.3541805000545887
CZ08,0.12872294393869546
AL01,0.259948267099949
AL02,1.3222829263943892
AL03,1.5418880286698158
AT11,0.9502949260461789
AT12,0.6110812712174195
AT13,1.205189871100279
AT21,0.032618437392207295
AT22,0.08183645285092868
AT31,0.06456527916284707
DK05,0.09428869417080513
BE21,0.24802051943082076
BE22,0.23708627774165228
ES43,13.498940156056332
ES51,4.510264492951906
ES52,14.120147732587961
ES53,3.1289856342168956
ES61,16.53484744292039
ES62,25.44723180624155
ES63,0.0
ES64,0.0
CH02,0.029064730382882632
CH03,0.04541974772627537
CH04,0.005517448943394881
CH05,0.020980324309605818
CH06,0.014211540898451438
CH07,0.04559283531629122
CY00,29.113204735975998
CZ01,0.8166812451986166
CZ02,0.7144401553445138
CZ03,0.09548604108679754
CZ04,0.595424636052205
CZ05,0.39590780752209515
CZ06,0.8193511934234545
DE40,0.650198810089093
EL53,2.6190794124626198
EL54,1.6644727894319937
EL61,4.370690235724816
EL62,0.0
EL63,4.0234660135152245
ES70,0.0
ITC1,0.1984839619208987
ITC2,0.040063294367148325
DE11,0.20277217890207583
DE12,0.1395266311099896
DE13,0.07805953117517325
DE14,0.05428978858085779
DE21,0.09463236502443369
DE22,0.10579847085934418
DE23,0.12483560007352096
DE24,0.15054265810893133
DE25,0.16212347608346206
DE26,0.17221553050554717
DE27,0.05480927572800563
DE30,0.6729221183520097
EL42,10.384615384615385
LV00,0.13963388304154462
ME00,0.18520286908516517
MK00,2.3947603914600153
MT00,0.0
NL11,0.11845900691472568
NL12,0.10094682757671063
EL64,9.058911474851461
EL65,9.212211356713222
ES11,0.9856091514229774
ES12,0.12480968580796169
ES13,0.10929037057436429
ES21,0.1943584822404843
ES22,3.5498069043342886
ES23,3.1040462725437603
ES24,10.826574939947863
ES30,8.433551107461636
IE05,0.024036143691493914
IE06,0.017162416989986714
IS00,0.01711497844483417
ITC3,0.08302523768865146
FI19,0.12645028123202232
FI1B,0.201540772158366
FI1C,0.117125950825329
DEA1,0.1879823190661577
DEA2,0.09951790479513314
DEA3,0.32905024175460523
DEA4,0.03596615734008642
DEA5,0.08380961074278905
DEB1,0.08905470801087526
DEB2,0.11527696266197242
DEB3,0.15759522912020868
DEC0,0.06613072523703942
DED2,0.29736484587192535
DED4,0.19141779066278383
DED5,0.3019545138455354
DEE0,0.23715354731449714
DEF0,0.12269029250511757
DEG0,0.11798948730127169
DK01,0.3331986115528987
DK02,0.15355375065253332
DK03,0.11831472011712882
DK04,0.07993015732902747
ES41,5.466727912425995
ES42,13.181632628807655
HU23,1.3127588525127907
HU31,1.8617822125267525
HU32,1.7965733452628438
HU33,1.7215459381158535
IE04,0.07195392752496096
EE00,0.1609913334966852
EL30,23.617999517000637
EL41,6.1923076923076925
EL43,21.97617244720459
EL51,3.3860435015880146
EL52,2.0748405089745154
FI20,0.0
FR10,0.5835617763491777
FRB0,0.5961972790268751
FRC1,0.40837573976470876
FRC2,0.310356336287581
FRD1,0.32193424466710824
FRD2,0.2773161885830072
FRE1,0.17427398808873618
FRE2,0.3957318223726291
FRF1,0.13402535021305084
NL13,0.21967238187789917
NL21,0.29099078132556033
NL22,0.20979701383755758
NL23,0.1625527670750251
NL31,0.15382851087130034
NL32,0.11559955661113445
ITG2,5.360788377431723
ITH1,0.018464828913028423
ITH2,0.046990664675831795
FRI3,0.7996557773305819
FRJ1,2.9794149516293635
FRJ2,0.8064055337857169
FRK1,0.544212147521858
FRK2,0.7161148618548535
FRL0,3.2472605212376666
FRM0,0.5949331375841911
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,12.306899804908495
TR32,14.49470786864941
TR33,11.542226277864897
HR03,0.2996153040574147
HR02,0.7042102370267878
HU11,1.5096294375566335
HU12,1.8330069104066262
HU21,1.3959158680473382
HU22,1.5980438165939772
PT16,6.516385931235093
PT17,10.65222313427008
FRF2,0.40125858095976025
FRF3,0.21119141700462654
FRG0,0.5658727769668286
FRH0,0.29480446918079484
FRI1,0.9396181298204913
FRI2,0.47689217500961745
ITC4,0.39530289130142104
ITF1,0.49940936725873214
ITF2,2.18441674972956
ITF3,1.8655896335840225
ITF4,8.309876932547642
ITF5,5.398646727490884
ITF6,1.9198578245078142
ITG1,15.172460519350492
LT01,0.09361965381182157
LT02,0.12054552739629379
LU00,0.09995602873655465
PL22,0.306434932594689
PL41,1.527837918784756
PL42,0.3403841328735535
PT18,15.137920755606432
PT20,0.0
PT30,0.0
RO11,0.21051539545162365
RO12,0.11954767321451353
RO21,1.186138585066566
RO22,2.8061101688788486
RO31,2.7304569041499724
RO32,2.549129162843411
ITH3,0.17127826580634484
ITH4,0.024556162838752452
ITH5,0.8926229282067373
ITI1,0.8174354433296964
ITI2,1.4260683028170695
ITI3,0.6449603722072564
ITI4,0.9116974389896944
LI00,0.0
FI1D,0.03494206027915844
TR82,1.9693833864652193
TR83,1.7420328981601274
TR90,0.06840040283994032
TRA1,1.0040109650446818
TRA2,0.19321373792795035
PL43,1.007395012375827
PL51,0.7925401423842862
PL52,0.5000627843233255
PL61,0.5814510987928281
PL62,0.2116539473287188
PL63,0.26710236796106285
PL71,1.0235371145491416
PL72,0.4637517754275065
PL81,0.35256125652589476
PL82,0.25313936833005685
PL84,0.162068848999647
PL91,0.5210441603110387
PL92,0.4699154803529382
PT11,2.517433423262376
PT15,16.948768154932903
TRB1,8.06467999632542
TRB2,1.7801877764555125
TRC1,20.614191257036648
RS12,1.92421998642385
RS21,0.7184046099965389
RS22,1.0624374543459942
SE11,0.1922589294039286
SE12,0.3402692456371509
NL33,0.11280354628196129
NL34,0.17082272126124456
NL41,0.2721548859889691
NL42,0.269017008634714
PL21,0.1255594500555442
UKM6,0.0058158599556638645
