nuts,Annual Days With High Fire Danger (days) (1981 - 2010)
NL42,0.8427201171716054
PL21,0.2838105430205663
UKM6,0.0
TR22,65.3390889485677
TRC2,146.07512842814128
TRC3,130.57963155110676
UKC1,0.28213508129119874
UKC2,0.10199152827262878
UKD1,0.0038079872727394106
UKD3,0.11692212671041488
UKD4,0.03345765918493271
UKD6,0.2247470589975516
UKD7,0.07799555857976277
UKE1,1.0742894635846219
UKE2,0.5129567424456278
UKE3,1.328015915552775
RO41,12.066405002276102
RO42,3.9523654681940874
RS11,10.973195718725522
TR41,59.71632715861003
TR42,15.538200267155965
TR51,90.06294479370118
TR52,107.75253779093424
TR61,72.75472780863444
TR62,59.801656595865886
TR63,96.52919438680013
TR71,105.6969851175944
TR72,77.02297846476237
TR81,5.551935017108917
UKK1,1.2022643206020196
UKK2,0.5721183354655902
UKK3,0.23362491242587566
UKK4,0.17807685881853103
UKL1,0.05986810221026341
UKL2,0.17964790730426708
UKM5,0.0
UKM7,0.003811911741892497
UKM8,0.0071297183632850645
UKM9,0.003980535392959912
UKN0,0.0038675375282764433
SE21,1.6474599442444742
SE22,1.5081324993943175
SE23,1.0740684653632342
SE31,0.6928732064863046
SE32,0.38797354213893415
SE33,0.23735838055921096
SI03,0.7136084782580535
SI04,0.39285160762568316
SK01,8.521652038643758
SK02,6.351193865636985
SK03,1.3329371218259136
SK04,1.347328287238876
TR10,27.1401104927063
TR21,48.58697090148926
UKE4,0.7104855852822463
UKF1,1.4284082834919294
UKF2,2.1382080939908823
UKF3,1.7231625016778707
UKG1,1.3787877192099889
UKG2,0.6202784648785988
UKG3,1.4012317111094792
UKH1,1.363920763321221
UKH2,2.2163048701981705
UKH3,1.373298027118047
UKI3,1.65
UKI4,1.65
UKI5,1.7057635183135669
UKI6,1.3720553706089655
UKI7,1.6996330122152965
UKJ1,1.8329466730356216
UKJ2,1.1885986760258676
UKJ3,1.2066466021041076
UKJ4,0.7995319286982219
NO09,0.524168376562496
NO0A,0.027013057128836712
NO0B,0.0
HR05,3.4094717631737392
HR06,2.9662892748912175
NO02,0.3372369110273818
NO06,0.04422230316946904
NO07,0.031001055620921154
NO08,0.6222477143009504
