nuts,May Days With High Fire Danger (days) ensemble median - RCP4.5 - (2011 - 2040)
DE50,0.1370508375267188
DE60,0.3336337566375732
DE71,0.16467857944468658
DE72,0.07485222611576318
DE73,0.03414351319273313
DE80,0.3017316981529196
DE91,0.2427723358074824
BG41,0.09626384389897187
BG42,0.4731692535802722
CH01,0.0036806521316369374
AT32,0.005579409003257751
AT33,0.0013136615355809529
AT34,0.0017468726883331934
BE10,0.26657867431640625
BE23,0.28029356425007185
BE24,0.24332581783334414
BE25,0.20386462497214478
BE31,0.21541152770320574
BE32,0.17569624620179336
BE33,0.07815683831771215
BE34,0.10010684753457705
BE35,0.1285048944254716
BG31,0.8989535829052329
BG32,1.00444996021688
BG33,0.7032907342538237
BG34,0.501158060071369
DE92,0.21815065965056418
DE93,0.42865453362464906
DE94,0.4955010423747202
CZ07,0.1343956286708514
CZ08,0.06574379776914914
AL01,0.08983383824427922
AL02,0.6872171831627687
AL03,0.6036238498985768
AT11,0.31806816135843596
AT12,0.21727717562268178
AT13,0.5499199161926905
AT21,0.0012402066340049108
AT22,0.017952788497010867
AT31,0.02503468869253993
DK05,0.14099886789917945
BE21,0.3043488205720981
BE22,0.15280968882143497
ES43,5.399527687206865
ES51,2.3903741652766866
ES52,5.838788779328267
ES53,2.08521238937974
ES61,7.103976694742839
ES62,11.122374486923217
ES63,0.0
ES64,0.0
CH02,0.00799682258317868
CH03,0.004545790950457255
CH04,0.002379767596721649
CH05,0.0009389245882630348
CH06,0.0
CH07,0.0
CY00,12.824569090207417
CZ01,0.3163189828395844
CZ02,0.32720577425012987
CZ03,0.09113156720995903
CZ04,0.34770809921125573
CZ05,0.18221998792141675
CZ06,0.28247084878385065
DE40,0.7092695948978265
EL53,0.9359081955005725
EL54,0.5373604167252779
EL61,1.8053118910640478
EL62,0.0
EL63,1.9327560593684514
ES70,0.0
ITC1,0.06813342853759725
ITC2,0.0014520556976397832
DE11,0.08918048838774363
DE12,0.11327819178501765
DE13,0.032584987208247186
DE14,0.013834455360968908
DE21,0.02585476792107026
DE22,0.06815694104880095
DE23,0.1119697372118632
DE24,0.15112699729700882
DE25,0.11642181885739168
DE26,0.11748434628049532
DE27,0.02825711021820704
DE30,0.9167542397975922
EL42,3.7
LV00,0.1263503926495711
ME00,0.027895510693391166
MK00,0.6798286921034257
MT00,0.0
NL11,0.2565219461917877
NL12,0.19175727566083273
EL64,4.005672050019105
EL65,4.646617987503608
ES11,0.06682814874996741
ES12,0.0031808611005544663
ES13,0.023697681973377863
ES21,0.10940410271286964
ES22,1.6935379511366289
ES23,1.1548347053428492
ES24,4.984309390932322
ES30,4.255232178295652
IE05,0.044689487821112074
IE06,0.04829959319904446
IS00,0.012079361872747541
ITC3,0.013831229756275813
FI19,0.11244582395690182
FI1B,0.2261663693934679
FI1C,0.1422677089770635
DEA1,0.31240036493788165
DEA2,0.18349001593887806
DEA3,0.41557129882276056
DEA4,0.12682975872109334
DEA5,0.100415869243443
DEB1,0.16500172273566324
DEB2,0.09153392072767019
DEB3,0.15234186872839928
DEC0,0.06498166422049205
DED2,0.2349267380312085
DED4,0.13406402139614026
DED5,0.40907270486156144
DEE0,0.41640163206805786
DEF0,0.25198910882075626
DEG0,0.11379891950637103
DK01,0.344175652662913
DK02,0.18307483990987142
DK03,0.28820170226196445
DK04,0.18074473353723686
ES41,1.9899031427378455
ES42,6.88036362528801
HU23,0.5834416737779975
HU31,1.0360884867608546
HU32,1.0208411253367862
HU33,1.0443421387424072
IE04,0.061616231811543305
EE00,0.06515637227954964
EL30,12.7459197640419
EL41,3.05
EL43,11.929231848319372
EL51,0.9873273327946663
EL52,0.5485143199563026
FI20,0.0
FR10,0.2998498875647783
FRB0,0.30160808636186026
FRC1,0.1411847546386222
FRC2,0.07051690320173899
FRD1,0.14196581567327182
FRD2,0.16384025141596795
FRE1,0.14004655952254932
FRE2,0.21714350959906975
