nuts,August Days With High Fire Danger (days) ensemble median - RCP4.5 - (2071 - 2100)
DE50,0.6483243394356507
DE60,0.9616725513568292
DE71,3.533607055934576
DE72,1.535550590317983
DE73,1.3274553200373282
DE80,1.8175868556763117
DE91,1.7614577859640121
BG41,1.7103753961049593
BG42,7.832959936215327
CH01,0.05699769579447233
AT32,0.0015972720888944773
AT33,0.007128219478405439
AT34,0.008090771448153716
BE10,1.269484593318059
BE23,0.8636262574448035
BE24,1.0036487054939454
BE25,0.7248090070027572
BE31,0.9524299066800338
BE32,0.7701513847479453
BE33,0.41121359398731816
BE34,0.8960912605890861
BE35,0.4798232749677621
BG31,4.588197084573599
BG32,4.31819484812709
BG33,6.395393559565911
BG34,8.303051847677965
DE92,1.5849644642036695
DE93,1.1820535097414484
DE94,1.2160633363259525
CZ07,0.984243079016988
CZ08,0.605103483566871
AL01,3.0188582465052605
AL02,8.925960946541567
AL03,11.423128824967604
AT11,1.7144337709133441
AT12,1.13600499354876
AT13,2.769415843945283
AT21,0.0
AT22,0.03665450673836928
AT31,0.08120470637312302
DK05,0.11212786057820687
BE21,0.8117070839955256
BE22,1.1276856887225921
ES43,27.152450268085186
ES51,8.07842098749601
ES52,19.861455110403206
ES53,13.154589749299562
ES61,27.663589624258186
ES62,27.293234458336464
ES63,0.0
ES64,0.0
CH02,0.20677183367885077
CH03,0.33522331141508543
CH04,0.09350143373012543
CH05,0.018621217316159837
CH06,0.04542312599145449
CH07,0.004561306192324712
CY00,30.102441787719727
CZ01,2.229831175162242
CZ02,2.235313134912688
CZ03,0.7697407611860678
CZ04,1.6987859186931298
CZ05,1.3230262610774775
CZ06,1.2589752148263729
DE40,2.2988705589221072
EL53,10.411393954203678
EL54,12.788854649433723
EL61,10.508424318753756
EL62,0.0
EL63,19.723178936884953
ES70,0.0
ITC1,0.6314849863545253
ITC2,0.18726678421864143
DE11,1.8158800120537097
DE12,2.15268879240522
DE13,0.9259161972082578
DE14,0.2759055910775295
DE21,0.2942054280294822
DE22,0.5194896019708651
DE23,1.2353391975450974
DE24,1.6206790976799452
DE25,1.953859385389548
DE26,2.626494266665899
DE27,0.41467316993154013
DE30,3.0102585508273196
EL42,17.615384615384617
LV00,0.1518448461384441
ME00,1.6438979793053408
MK00,7.856028575163621
MT00,0.0
NL11,0.391339605817428
NL12,0.158477966602032
EL64,17.62053709763747
EL65,24.655375994168796
ES11,6.887829965123763
ES12,0.6255970210410081
ES13,1.1002543717622757
ES21,2.405156597495079
ES22,9.119937603290264
ES23,11.59041953086853
ES24,16.429903984069824
ES30,24.9158752147968
IE05,0.18922280033047384
IE06,0.0857662633061409
IS00,0.023682925205391187
ITC3,0.2684393977889648
FI19,0.08325498235913423
FI1B,0.2904271643895369
FI1C,0.2742894475276654
DEA1,0.9447878782565777
DEA2,0.968497312699373
DEA3,1.5435365404074008
DEA4,1.5801198551288018
DEA5,1.0043215685738967
DEB1,1.8927380786492274
DEB2,1.7642236910760403
DEB3,3.7649428993463516
DEC0,3.3195502878381657
DED2,1.1439525036571117
DED4,0.9171092624847705
DED5,2.095972251433593
DEE0,2.191660608236606
DEF0,0.8815141881887729
DEG0,1.797275606256265
DK01,0.9746970121677105
DK02,0.7862068999272126
DK03,0.5081614863414031
DK04,0.09494186321703288
ES41,18.232614884009728
ES42,26.04119975750263
HU23,2.7395898532122374
HU31,2.1812459161648383
HU32,3.1387594617330112
HU33,2.926800912675949
IE04,0.021329617844178125
EE00,0.11782852925646764
EL30,27.65361521794246
EL41,28.96153846153846
EL43,28.534270653357872
EL51,13.47642942575308
EL52,8.431165988628681
FI20,0.23076923076923078
FR10,5.517647895675439
FRB0,6.328882524600396
FRC1,3.6340857803678284
FRC2,2.301135063314667
FRD1,2.522692769765854
FRD2,2.4846206694268265
FRE1,1.0871580601311648
FRE2,2.1318313667120843
FRF1,2.6908167073359857
NL13,0.6627200291706965
NL21,0.8001749790631808
NL22,0.7649148112306228
NL23,0.3682789091880505
NL31,0.4295109315560414
NL32,0.183094879755607
ITG2,22.71430785839374
ITH1,0.006680194575052995
ITH2,0.023723961069033697
FRI3,5.412387267901347
FRJ1,10.141466067387508
FRJ2,2.5981274098157883
FRK1,2.5890421649584403
FRK2,2.7062596518259783
FRL0,11.391170685107891
