nuts,Spring Days With High Fire Danger (days) ensemble median - RCP4.5 - (2011 - 2040)
DE50,0.3075789044300715
DE60,0.4536744594573975
DE71,0.21223559615512688
DE72,0.12129852268844843
DE73,0.1098327277849118
DE80,0.35740120575452844
DE91,0.31200305161376796
BG41,0.1573833594719569
BG42,0.6447101396198074
CH01,0.023980679114659627
AT32,0.0484939722965161
AT33,0.027052733798821768
AT34,0.012268939365943273
BE10,0.5332893371582031
BE23,0.4204972057292859
BE24,0.3216320904592673
BE25,0.21367376235624155
BE31,0.2820781943698724
BE32,0.26674542762339115
BE33,0.1102812056740125
BE34,0.173691671838363
BE35,0.22069079478581746
BG31,1.3266705912848313
BG32,1.1261456223825614
BG33,0.7868054075787465
BG34,0.5688372382894158
DE92,0.34084120274831853
DE93,0.6039357720563809
DE94,0.6748250290751457
CZ07,0.27010849403838316
CZ08,0.08741153304775556
AL01,0.0937640756368637
AL02,0.7361817652980487
AL03,0.654830859353145
AT11,0.5547630870093901
AT12,0.5347117258856694
AT13,0.9942575385173161
AT21,0.00617141363521417
AT22,0.05439346364388863
AT31,0.0832242918200791
DK05,0.14099886789917945
BE21,0.4284646312395732
BE22,0.23450507856905461
ES43,9.46493615306293
ES51,5.2868593017260235
ES52,14.149103242655595
ES53,3.6786450701455276
ES61,11.931345921754836
ES62,24.37415678501129
ES63,0.0
ES64,0.0
CH02,0.024608114175498484
CH03,0.015171483034888904
CH04,0.0071336788435777026
CH05,0.005253424153973659
CH06,0.008609156434734663
CH07,0.01966456137597561
CY00,18.136542868614196
CZ01,0.4038149947921435
CZ02,0.42331588892266153
CZ03,0.2199051764793694
CZ04,0.5020004145801067
CZ05,0.32105053327977656
CZ06,0.5856522167722384
DE40,0.7824473637777071
EL53,1.06615204376479
EL54,0.5553295544038216
EL61,2.284633721970022
EL62,0.0
EL63,2.22758801355958
ES70,0.0
ITC1,0.13942625305304926
ITC2,0.01307805764178435
DE11,0.15171620411177475
DE12,0.12112555497636397
DE13,0.05424174430469672
DE14,0.030421110242605208
DE21,0.0727251406138142
DE22,0.1718388795852661
DE23,0.19064924505849679
DE24,0.23689380884170533
DE25,0.21186558107535045
DE26,0.18210013067970673
DE27,0.04775870777666569
DE30,1.03747521986564
EL42,4.533333333333333
LV00,0.12893907607843477
ME00,0.040486851086219154
MK00,0.8866038211931785
MT00,0.0
NL11,0.32576513290405273
NL12,0.2772315599024296
EL64,5.19564103782177
EL65,5.198976021135847
ES11,0.337294270315518
ES12,0.07544849533587694
ES13,0.1057559600720803
ES21,0.17225772173454365
ES22,2.823877936601639
ES23,1.9242337585116427
ES24,9.69162022769451
ES30,6.7488178639362255
IE05,0.0568835282077392
IE06,0.08069618754088878
IS00,0.012079361872747541
ITC3,0.0637218128889799
FI19,0.1356234774303933
FI1B,0.2261663693934679
FI1C,0.14578164683965344
DEA1,0.39355689007788897
DEA2,0.21057410892099143
DEA3,0.6473519301662842
DEA4,0.2845522006973624
DEA5,0.25103541687130926
DEB1,0.20730224307626485
DEB2,0.21456399286786715
DEB3,0.1899971013267835
DEC0,0.22394775338470935
DED2,0.28149226661771537
DED4,0.14494839447240035
DED5,0.48049296364188193
DEE0,0.5354958875725667
DEF0,0.2893887902299563
DEG0,0.18067918984840314
DK01,0.39429842482010524
DK02,0.1976308601597945
DK03,0.30356668879588444
DK04,0.18590336454411346
ES41,3.6619025501112143
ES42,11.873129503925641
HU23,0.6932026406750083
HU31,1.3107556512579321
HU32,1.2314597938830654
HU33,1.2277390515742204
IE04,0.061616231811543305
EE00,0.06609837374029061
EL30,16.69727619489034
EL41,3.566666666666667
EL43,16.75147927602132
EL51,1.1673912910744548
EL52,0.6703904681839049
FI20,0.0
FR10,0.44893014629681904
FRB0,0.5134460808709264
FRC1,0.3677136310065786
FRC2,0.21317721977829934
FRD1,0.2848361025874813
FRD2,0.2248347405344248
FRE1,0.17845823839306832
FRE2,0.28390790006766714
FRF1,0.13199219616750876
NL13,0.48390820374091464
NL21,0.8067716379960378
NL22,0.6572911793986956
NL23,0.49670416514078775
NL31,0.5693705161412557
NL32,0.43794241845607756
ITG2,4.348853299021721
ITH1,0.0014564504226048788
ITH2,0.014804709516465665
FRI3,0.6742861237376928
FRJ1,2.1956775563458604
FRJ2,0.6689430160137514
FRK1,0.31153490816553436
FRK2,0.39837669582727053
FRL0,2.4569288680950803
FRM0,0.49369586780667307
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,6.916396436591943
TR32,9.609219888970255
TR33,7.212638678153356
HR03,0.19215123370910683
HR02,0.6861124573275447
HU11,1.1127379655838012
HU12,1.1533455953622858
HU21,0.7567649299278856
HU22,0.6664379373813669
PT16,4.649574023174742
PT17,6.700853189826011
FRF2,0.32485542030384146
FRF3,0.22663226115206878
FRG0,0.5217823956161738
FRH0,0.30974365460375947
FRI1,0.6659030062612146
FRI2,0.3605610828846693
ITC4,0.4051917062761883
ITF1,0.13706723923484485
ITF2,0.8303127841403087
ITF3,0.620674740212659
ITF4,4.841730055461327
ITF5,2.9229161012917757
ITF6,0.6369758509099483
ITG1,9.661968789498012
LT01,0.04797382280230522
LT02,0.07718278592607627
LU00,0.21176079163948694
PL22,0.29589703902602194
PL41,0.8326203215246399
PL42,0.5641288970286648
PT18,9.968106453617414
PT20,0.0
PT30,0.0
RO11,0.1984467124255995
RO12,0.044755219807848336
RO21,0.7320822584132354
RO22,2.2958384478930385
RO31,1.864102527530243
RO32,1.8782050301631292
ITH3,0.17461347098772725
ITH4,0.018278000752131145
ITH5,0.8825707593622307
ITI1,0.4001713883752624
ITI2,0.9190215981875857
ITI3,0.2697522707283497
ITI4,0.3631569910173615
LI00,0.0
FI1D,0.03803151192842051
TR82,1.4025212047000726
TR83,1.293291302025318
TR90,0.01969056997137765
TRA1,0.30377253467837967
TRA2,0.11721633672714234
PL43,1.0537358139952024
PL51,0.5072301294344167
PL52,0.5042147787287832
PL61,0.48303842842578887
PL62,0.2007159500848502
PL63,0.21501278722037873
PL71,0.6579289308438698
PL72,0.23694432998696963
PL81,0.27901776470243933
PL82,0.11973983844121297
PL84,0.27859257413074373
PL91,0.42872349669535953
PL92,0.37835060825260974
PT11,1.4419682547450066
PT15,12.322505943477154
TRB1,2.8541979351391396
TRB2,0.40818829635779064
TRC1,11.25308274825414
RS12,2.4290559897820154
RS21,0.5942000296898187
RS22,0.8738146052074929
SE11,0.14872728834549587
SE12,0.32869959087111056
NL33,0.415474737683932
NL34,0.4478273237744967
NL41,0.41452928831179936
NL42,0.2586422910292943
PL21,0.08957234170908729
