nuts,Spring Days With High Fire Danger (days) ensemble median - RCP8.5 - (2071 - 2100)
SE22,0.36628566739650875
SE23,0.4118396109686448
SE31,0.5647565547663432
SE32,0.4601463353476272
SE33,0.35613129667651194
SI03,0.12954131535326058
SI04,0.054824198667819686
SK01,1.927938433793875
SK02,1.373449856773592
SK03,0.546532846485766
SK04,0.6165439063110031
TR10,3.8479175882843824
TR21,9.346515679588684
UKE4,0.12308889168959397
UKF1,0.20974581889235056
UKF2,0.35087583844478315
UKF3,0.24788449016901162
UKG1,0.3094706847690619
UKG2,0.1961046434365786
UKG3,0.36757988883898807
UKH1,0.2601374202909378
UKH2,0.5075300831634265
UKH3,0.29122106845562273
UKI3,0.42302502118624175
UKI4,0.40384608048659104
UKI5,0.38452616792458755
UKI6,0.307657859646357
UKI7,0.4133672324510721
UKJ1,0.4198627724097325
UKJ2,0.2736910352340111
UKJ3,0.31489553589087266
UKJ4,0.21978019865659568
NO09,0.5801907760592607
NO0A,0.11048909022401159
NO0B,0.0
HR05,0.4075647019422971
HR06,0.5126182007101866
NO02,0.35772987354833347
NO06,0.1303400253662123
NO07,0.1128383781760931
NO08,0.6859983970196202
