nuts,Spring Days With High Fire Danger (days) ensemble median - RCP8.5 - (2071 - 2100)
DE50,0.36960755861722505
DE60,0.4307959263141339
DE71,0.5859158016168154
DE72,0.22862919362691733
DE73,0.13068852158120045
DE80,0.27247555704357534
DE91,0.40832159395974416
BG41,0.7763188067250527
BG42,2.5103190140082288
CH01,0.055269345784416564
AT32,0.1348702616703052
AT33,0.11108410831254262
AT34,0.09315190149041322
BE10,0.576872312105619
BE23,0.5479583797546533
BE24,0.3575516572365394
BE25,0.5746375540128121
BE31,0.26624118364774263
BE32,0.2628283388912678
BE33,0.2174078317788931
BE34,0.07694195554806636
BE35,0.18294511219629875
BG31,3.167722903765165
BG32,2.493277970414895
BG33,2.1742365004924626
BG34,2.316786477055687
DE92,0.284513304153314
DE93,0.6509623191534326
DE94,0.6809245898173406
CZ07,0.5311922319233418
CZ08,0.2809434418494885
AL01,0.602954749447795
AL02,2.7025864983980474
AL03,2.92220181828508
AT11,0.7865409335264792
AT12,0.6419982521866376
AT13,1.0894046230958059
AT21,0.05834073630663065
AT22,0.2233592773286196
AT31,0.11447823821352078
DK05,0.17512168506017098
BE21,0.5310212282034067
BE22,0.41523940517352176
ES43,18.646945338982803
ES51,7.573130974402795
ES52,20.026799055246208
ES53,6.437362395800077
ES61,21.08437365752
ES62,29.84684313260592
ES63,0.0
ES64,0.0
CH02,0.04763259122577997
CH03,0.013981601939751552
CH04,0.005491771377049959
CH05,0.024173984447350867
CH06,0.014263990979928236
CH07,0.06328916205809666
CY00,37.00670660459078
CZ01,0.6438697289962035
CZ02,0.6909021013058149
CZ03,0.15755079887234247
CZ04,0.4767136057982078
CZ05,0.505478846339079
CZ06,0.8519526731509429
DE40,0.7801630171015859
EL53,4.12726638523432
EL54,2.657889384489793
EL61,6.986266374588013
EL62,0.0
EL63,9.459338545799255
ES70,0.0
ITC1,0.19914604709125483
ITC2,0.08363231529410069
DE11,0.16091603126663429
DE12,0.18112946588259476
DE13,0.06816200682750115
DE14,0.03666790918661998
DE21,0.07804768897879583
DE22,0.21218091915719783
DE23,0.17683318257331848
DE24,0.2697799899257146
DE25,0.18505123859414688
DE26,0.3074996696355251
DE27,0.04820205070651495
DE30,0.8751515837816092
EL42,21.692307692307693
LV00,0.12027397180477586
ME00,0.30013832879754215
MK00,3.056450968178419
MT00,0.0
NL11,0.4734808624936984
NL12,0.41342206643177914
EL64,12.102528425363394
EL65,17.27322343679575
ES11,1.1008809155856187
ES12,0.2477343065234331
ES13,0.4465010684843247
ES21,0.6618846798172364
ES22,5.160124563253843
ES23,5.363478784377758
ES24,16.95066314477187
ES30,14.453861731749315
IE05,0.040490536735608026
IE06,0.05070394736069899
IS00,0.04595044574055534
ITC3,0.20452227730017442
FI19,0.20670238953943437
FI1B,0.10617014350226292
FI1C,0.17372019936402255
DEA1,0.4306953718455938
DEA2,0.28973942536574143
DEA3,0.5486146978174264
DEA4,0.25096431002020836
DEA5,0.3044205703414403
DEB1,0.40521884781236833
DEB2,0.23527935835031363
DEB3,0.5302888877116717
DEC0,0.289371683047368
DED2,0.3688881587810241
DED4,0.2543041839335973
DED5,0.4556701871064993
DEE0,0.5916069402144506
DEF0,0.24393199040339544
DEG0,0.15987991426999754
DK01,0.4357086649307838
DK02,0.31578856248121995
DK03,0.25534833838733345
DK04,0.1401860241133433
ES41,8.03189780161931
ES42,20.751582072331356
HU23,1.583970975703918
HU31,2.4870070931143484
HU32,3.1931443248803797
HU33,2.8459075892773957
IE04,0.044652544535123385
EE00,0.061138840535512336
EL30,30.46985464829665
EL41,15.461538461538462
EL43,28.092943484966572
EL51,4.87972914484831
EL52,4.526086296026524
FI20,0.0
FR10,0.7397964410483837
FRB0,1.2441355331729238
FRC1,0.318010327907709
FRC2,0.39215323586876577
FRD1,0.36201064159663826
FRD2,0.33748520624179107
FRE1,0.2798386531380507
FRE2,0.2928437235263678
FRF1,0.20871380616265994
NL13,0.5849560040694016
NL21,0.5585041046142578
NL22,0.6463677097971623
NL23,0.513442683678407
NL31,0.4488476056319017
NL32,0.23122591009506813
ITG2,10.729841782496525
ITH1,0.04678787391346235
ITH2,0.11312533671466204
FRI3,1.7162168060357754
FRJ1,4.1903273434593125
FRJ2,1.1761197782694721
FRK1,0.6348726491515453
FRK2,0.8802092394863184
FRL0,4.84879284305498
FRM0,1.5828038087257972
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,17.945919073545017
TR32,22.14483015353863
TR33,16.32717172916119
HR03,0.6944155433000281
HR02,1.144804653353416
HU11,2.4424146127242308
HU12,2.6375400605969705
HU21,1.7961177421877017
HU22,1.2027103379368782
PT16,9.961639312597422
PT17,14.458329252325571
FRF2,0.23763087879006678
FRF3,0.22937107365578413
FRG0,1.3844156351227026
FRH0,0.6239916945879276
FRI1,1.3881625672085927
FRI2,0.8104180854816849
ITC4,0.49683311868172425
ITF1,0.7497227702003258
ITF2,3.3374909311532974
ITF3,2.7990836056952295
ITF4,13.553897600907545
ITF5,9.568184811335344
ITF6,3.136668166288963
ITG1,20.981530556311974
LT01,0.05231946434539098
LT02,0.20092925830529287
LU00,0.07338189849486718
PL22,0.4577342907969768
PL41,1.0968027980281756
PL42,0.6266694621971021
PT18,19.557067504295937
PT20,0.0
PT30,0.0
RO11,0.5274891956494405
RO12,0.22475031913759616
RO21,0.7701179835085685
RO22,3.8731077164411545
RO31,3.656819565364948
RO32,3.8623401683110457
ITH3,0.4159984983360538
ITH4,0.024469932684531577
ITH5,2.036524267723927
ITI1,1.944126026561627
ITI2,2.8125703499580803
ITI3,1.2474175210182483
ITI4,2.3707173684468636
LI00,0.0
FI1D,0.17247621113291153
TR82,3.2154900282621384
TR83,2.79659194785815
TR90,0.5745165244891093
TRA1,3.2332484676287723
TRA2,0.9274259713979868
PL43,1.148439035965846
PL51,0.6453554446164232
PL52,0.5190137682052759
PL61,0.7488169662224559
PL62,0.15393049065740064
PL63,0.5692192819685891
PL71,0.9477927349507809
PL72,0.4193569765641139
PL81,0.28186274563463837
PL82,0.11485703404133137
PL84,0.1474910848415815
PL91,0.48178633130513704
PL92,0.33210256251578146
PT11,4.619506517281899
PT15,23.430517416733963
TRB1,14.964490487025333
TRB2,7.822365510922212
TRC1,26.72092973268949
RS12,4.1528764971746845
RS21,1.1500545980838628
RS22,1.8414387622704873
SE11,0.1920464629164109
SE12,0.3647757430489247
NL33,0.27202262442845565
NL34,0.5210713148117065
NL41,0.6234016974384968
NL42,0.5063090757108651
PL21,0.190452228515194
UKM6,0.017373409408789415
TR22,12.30212494960198
TRC2,32.61190414428711
TRC3,34.608097516573395
UKC1,0.09514837998610276
UKC2,0.11783040486849271
UKD1,0.0662130805162283
UKD3,0.10768782634001511
UKD4,0.048770368099212646
UKD6,0.10409768785421665
UKD7,0.07692307692307693
UKE1,0.15407169782198393
UKE2,0.10367300991828625
UKE3,0.16916543245315552
RO41,3.6979254461251774
RO42,1.0389477624199712
RS11,3.160040715566048
TR41,12.398164070569551
TR42,2.403417456608552
TR51,15.620400025294376
TR52,21.292085665922897
TR61,14.862677812576294
TR62,10.400223429386433
TR63,15.197440825975859
TR71,17.47977091715886
TR72,8.348196405630846
TR81,0.5140887143520209
UKK1,0.37939785650143254
UKK2,0.2574221079166119
UKK3,0.2518871564131517
UKK4,0.20938577273717293
UKL1,0.12419778824998783
UKL2,0.13506855041934893
UKM5,0.02350948493068035
UKM7,0.04858231544494629
UKM8,0.020280888447394736
UKM9,0.05250599421560764
UKN0,0.08123563545254561
SE21,0.7913639281446544
