nuts,May Days With High Fire Danger (days) ensemble median - RCP4.5 - (2071 - 2100)
DE50,0.14650845298400292
DE60,0.09213771040623005
DE71,0.048619964374945715
DE72,0.0303523253936034
DE73,0.028974370744365912
DE80,0.09179536539774674
DE91,0.04700701970320482
BG41,0.27805820308052576
BG42,1.3860511736084635
CH01,0.008542127907276154
AT32,0.01924225687980652
AT33,0.005061154755262228
AT34,0.02840699370090778
BE10,0.15384615384615385
BE23,0.11855586216999935
BE24,0.15765731839033273
BE25,0.11782677357013409
BE31,0.15376857610849234
BE32,0.10033627828726402
BE33,0.08478095898261437
BE34,0.014817051016367398
BE35,0.06634273695257994
BG31,1.4265262960241392
BG32,1.0069409138881242
BG33,0.821065342770173
BG34,1.1636777966498182
DE92,0.07998157923038189
DE93,0.16179921986678472
DE94,0.14113358580149138
CZ07,0.3054659448277492
CZ08,0.10375106850495705
AL01,0.2563765736726614
AL02,1.3015326238595522
AL03,1.4828262970997736
AT11,0.6797228047194389
AT12,0.5042313082286944
AT13,1.0384923873039393
AT21,0.0028326872449654797
AT22,0.023777226415964272
AT31,0.03334495525520582
DK05,0.09428869417080513
BE21,0.17123793065547943
BE22,0.15394807549623343
ES43,8.505438506603241
ES51,2.4802999725708594
ES52,6.416160693535438
ES53,1.4104642684643085
ES61,10.424415881817158
ES62,12.152003343288715
ES63,0.0
ES64,0.0
CH02,0.026339966517228346
CH03,0.03494580176014166
CH04,0.005517448943394881
CH05,0.013228627351614146
CH06,0.014211540898451438
CH07,0.004500310581464034
CY00,17.11519589790931
CZ01,0.6439190438160529
CZ02,0.5994354074534315
CZ03,0.08909596008463548
CZ04,0.47682369815615505
CZ05,0.3324976394382807
CZ06,0.7329117730259895
DE40,0.6117976537117591
EL53,2.49970432342245
EL54,1.6382516975013108
EL61,4.206802122868025
EL62,0.0
EL63,3.8065364911006045
ES70,0.0
ITC1,0.03696664730803324
ITC2,0.01006004443535438
DE11,0.12023292080714153
DE12,0.05721858344399012
DE13,0.04402833546583469
DE14,0.046314240934757084
DE21,0.054911745282319874
DE22,0.08539114491297649
DE23,0.11556602756564434
DE24,0.09568624313061054
DE25,0.13882743280667525
DE26,0.11899681733204769
DE27,0.05112837484249702
DE30,0.6729221183520097
EL42,7.846153846153846
LV00,0.13963388304154462
ME00,0.14592785445543435
MK00,2.0186300461108866
MT00,0.0
NL11,0.05327525505652794
NL12,0.0337404700425955
EL64,6.5942919712800245
EL65,7.508772914226238
ES11,0.24130576060941586
ES12,0.09908125664179142
ES13,0.08376719401432918
ES21,0.15231398679316044
ES22,1.7523601613938808
ES23,1.4604611946986272
ES24,5.342287742174589
ES30,5.226369983874834
IE05,0.0020948900626255916
IE06,0.017162416989986714
IS00,0.013460545836446377
ITC3,0.006378240310228788
FI19,0.07372531196317421
FI1B,0.201540772158366
FI1C,0.11560722390333047
DEA1,0.16671860504608887
DEA2,0.09951790479513314
DEA3,0.27997733881840337
DEA4,0.03088586490887862
DEA5,0.08380961074278905
DEB1,0.08138237750300994
DEB2,0.03824918430585127
DEB3,0.03592296159611298
DEC0,0.03285413493330662
DED2,0.2803967732649583
DED4,0.1663277977361129
DED5,0.3019545138455354
DEE0,0.22725988394365862
DEF0,0.0668581433307666
DEG0,0.10185141976063068
DK01,0.23056699220950788
DK02,0.0381558915743461
DK03,0.08493127329991414
DK04,0.07993015732902747
ES41,2.8717862654190798
ES42,7.88756586267398
HU23,1.206586938423033
HU31,1.4440569635480642
HU32,1.5193326746185238
HU33,1.5451460256456182
IE04,0.021181774110748217
EE00,0.15554258026755774
EL30,14.551042648462149
EL41,5.730769230769231
EL43,15.325331724607027
EL51,3.0746275716676164
EL52,1.9004246514433851
FI20,0.0
FR10,0.14927603189761823
FRB0,0.2289508543192194
FRC1,0.19511268101632595
FRC2,0.085630181317146
FRD1,0.093433670556316
FRD2,0.11130481471235935
FRE1,0.08061083520834263
FRE2,0.11310572922229767
FRF1,0.0496013041299123
NL13,0.13871907213559517
NL21,0.267822941335348
NL22,0.20360514865471765
NL23,0.14542681322647974
NL31,0.15382851087130034
NL32,0.10587659019690293
ITG2,4.913086198270321
ITH1,0.0
ITH2,0.023428557010797355
FRI3,0.31849899200292736
FRJ1,1.6954163000560725
FRJ2,0.49069723683910876
FRK1,0.30813278143222517
FRK2,0.3409675329637069
FRL0,1.9716837401143634
FRM0,0.48490402933496696
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,10.466410426566235
TR32,11.473783098734343
TR33,8.846931404792345
HR03,0.26212034245523125
HR02,0.6637851223349571
HU11,1.0962045238568232
HU12,1.464959246607927
HU21,1.1851472876106317
HU22,1.2930512955555549
PT16,3.313825208765383
PT17,5.482891055253836
FRF2,0.11007229425013065
FRF3,0.055575893905300364
FRG0,0.20299955704607642
FRH0,0.11746716485000573
FRI1,0.40530961522689235
FRI2,0.2570713431789325
ITC4,0.15332173470121163
ITF1,0.45436097051088625
ITF2,1.7918237327383115
ITF3,1.8555583316259658
ITF4,6.923010807770949
ITF5,4.848222079185339
ITF6,1.6437758150009008
ITG1,11.126458204709566
LT01,0.09361965381182157
LT02,0.12054552739629379
LU00,0.007745981216430664
PL22,0.2731498305757458
PL41,1.0301276613385058
PL42,0.17518705373200086
PT18,8.564297560029305
PT20,0.0
PT30,0.0
RO11,0.20487143443180963
RO12,0.07512454470046438
RO21,1.0218995591768851
RO22,1.943805027466554
RO31,1.808747006007112
RO32,1.5492157913171327
ITH3,0.14453850915798774
ITH4,0.010543069014182458
ITH5,0.6040034546301916
ITI1,0.7499726337309067
ITI2,1.39876097584
ITI3,0.4541924028442456
ITI4,0.9007387519455873
LI00,0.0
FI1D,0.03080568231570606
TR82,1.177642495299761
TR83,1.3921404889641473
TR90,0.04366236803336786
TRA1,0.8148195957764983
TRA2,0.19321373792795035
PL43,0.7729128202996575
PL51,0.7450437780756217
PL52,0.4110027723587476
PL61,0.35247992638211983
PL62,0.2110517887541881
PL63,0.10726262571719977
PL71,0.9635719505067055
PL72,0.39478954071035754
PL81,0.3426886309439746
PL82,0.2053493527838817
PL84,0.14140728230659777
PL91,0.5210441603110387
PL92,0.3573399785046394
PT11,1.1565585877173221
PT15,9.026472327800898
TRB1,6.452627220979104
TRB2,1.3758223480903184
TRC1,15.426598182091347
RS12,1.6463108144413967
RS21,0.6210858019498678
RS22,0.9708319927494113
SE11,0.1774217698436517
SE12,0.282293728302018
NL33,0.11280354628196129
NL34,0.11966319038317753
NL41,0.13337171994722807
NL42,0.18191077101689118
PL21,0.10868274334531564
UKM6,0.004653446662884492
TR22,5.545079876095629
TRC2,18.441199155954216
TRC3,20.34525805253249
UKC1,0.03621763707353519
UKC2,0.0361056923866272
UKD1,0.036130816174241215
UKD3,0.046113624022557184
UKD4,0.008130412835341234
UKD6,0.01814242910880309
UKD7,0.0
UKE1,0.09158835617395547
UKE2,0.06460122534861931
UKE3,0.15908629160660964
RO41,1.9742711778157032
RO42,0.39529021943991
RS11,1.453796997666359
TR41,5.257817796216561
TR42,0.5805924385786057
TR51,7.997213712105384
TR52,10.172021535726694
TR61,7.109462068631099
TR62,4.589884762580578
TR63,8.713378438582787
TR71,8.676855692496666
TR72,3.714888782383731
TR81,0.14160275688538185
UKK1,0.2155554609803053
UKK2,0.0975125409089602
UKK3,0.09105628900803052
UKK4,0.030756353185727045
UKL1,0.029703297294103183
UKL2,0.030336617277218744
UKM5,0.05398040895278637
UKM7,0.07865618283932026
UKM8,0.12174952947176419
UKM9,0.07376090444337863
UKN0,0.017393132528433435
SE21,0.46093825494440704
SE22,0.1651109896886807
SE23,0.29868087659661585
SE31,0.12543792641148543
SE32,0.11278522100586158
SE33,0.09044213520470433
SI03,0.1577700855067143
SI04,0.027579045066466697
SK01,2.086755590370068
SK02,0.9970951101097923
SK03,0.16037064217604124
SK04,0.22377467728578126
TR10,1.4117567034868093
TR21,5.1822731494903564
UKE4,0.08224449020165664
UKF1,0.2008416228569471
UKF2,0.16053310179939637
UKF3,0.20941597796403444
UKG1,0.10263526955476174
UKG2,0.0660026016143652
UKG3,0.09400644439917344
UKH1,0.21897981573755926
UKH2,0.2883297480069674
UKH3,0.15757706532111534
UKI3,0.2308211326599121
UKI4,0.13466732318584734
UKI5,0.10987310226146992
UKI6,0.1666494458913803
UKI7,0.211609987112192
UKJ1,0.2705550660880712
UKJ2,0.1597245828463481
UKJ3,0.22682584994114363
UKJ4,0.0658899786380621
NO09,0.23238350823521614
NO0A,0.048683309175360664
NO0B,0.0
HR05,0.5309307317321117
HR06,0.6072637517578326
NO02,0.14214503440934306
NO06,0.040183332533790514
NO07,0.025448485823849645
NO08,0.1407022925738532
