nuts,August Days With High Fire Danger (days) (1981 - 2010)
SE12,0.12712657190859317
NL33,0.093266561627388
NL34,0.1975142774482568
NL41,0.2655357182025909
NL42,0.21790164709091187
PL21,0.13770499117672444
UKM6,0.0
TR22,20.37162890434265
TRC2,30.77737522125244
TRC3,30.15538082122803
UKC1,0.17991762310266496
UKC2,0.06844066306948662
UKD1,0.0038079872727394106
UKD3,0.09688276499509811
UKD4,0.027158749103546143
UKD6,0.17615458965301514
UKD7,0.05944798588752746
UKE1,0.47417100965976716
UKE2,0.2632431653638681
UKE3,0.6083584701021513
RO41,3.437813714457055
RO42,1.5035392698210974
RS11,4.318749328951041
TR41,17.549194137255352
TR42,6.439464134971301
TR51,23.800627549489338
TR52,27.050639724731447
TR61,20.869931507110596
TR62,16.386168988545737
TR63,25.100825055440268
TR71,27.99042428334554
TR72,23.976487731933595
TR81,3.2311345315227906
UKK1,0.7709582614401976
UKK2,0.3693678225080172
UKK3,0.07161875851452351
UKK4,0.10887299776077271
UKL1,0.0311387342090408
UKL2,0.11986816972494126
UKM5,0.0
UKM7,0.003811911741892497
UKM8,0.0071297183632850645
UKM9,0.003980535392959912
UKN0,0.0038675375282764433
SE21,0.3090062612512459
SE22,0.36208051405847075
SE23,0.1827308572207888
SE31,0.05917506910239657
SE32,0.05407001997033755
SE33,0.050660634273663165
SI03,0.4054659539212783
SI04,0.20775264302889507
SK01,2.835815015931924
SK02,2.0695217597608764
SK03,0.4359908535455664
SK04,0.37531700544059277
TR10,10.379062555854519
TR21,16.33836030960083
UKE4,0.37443530062834424
UKF1,0.6827173878749212
UKF2,1.1269342189033826
UKF3,0.7774989486982425
UKG1,0.8132368514935175
UKG2,0.4055002678185701
UKG3,0.8118060608704885
UKH1,0.7141560277591149
UKH2,1.2172070053716502
UKH3,0.7990653470158577
UKI3,1.0
UKI4,1.0
UKI5,1.0062040666739145
UKI6,0.8666666507720947
UKI7,0.9998165220022202
UKJ1,1.0553625762462615
UKJ2,0.7356312264998753
UKJ3,0.7222937693198522
UKJ4,0.5441076620171468
NO09,0.1158306097611785
NO0A,0.002677232585847378
NO0B,0.0
HR05,1.8130131204922995
HR06,1.4746220536530017
NO02,0.06524145888785521
NO06,0.0003733649539450804
NO07,0.0036132365465164186
NO08,0.16312813814729452
