nuts,October Days With High Fire Danger (days) ensemble median - RCP4.5 - (2071 - 2100)
DE50,0.0
DE60,0.0
DE71,0.029977832849209126
DE72,0.0
DE73,0.0
DE80,0.008325289075191204
DE91,0.0
BG41,0.0875656705063123
BG42,0.4915033472128786
CH01,0.0014204765455080913
AT32,0.0
AT33,0.0010183170581093202
AT34,0.0
BE10,0.03841077364408053
BE23,0.06412813296684852
BE24,0.03837519884109497
BE25,0.045332725231464095
BE31,0.0
BE32,0.032508091284678534
BE33,0.0
BE34,0.007459328151666201
BE35,0.0
BG31,0.29611821780697656
BG32,0.03823120318926298
BG33,0.12365773592430812
BG34,0.4279994498938322
DE92,0.0
DE93,0.0
DE94,0.007141183775204878
CZ07,0.0040963042813998
CZ08,0.0
AL01,0.06666941138414237
AL02,0.3437542153092531
AL03,0.46598680002185017
AT11,0.025416667071672585
AT12,0.012185021231953915
AT13,0.0
AT21,0.0
AT22,0.0
AT31,0.0
DK05,0.0
BE21,0.16419138587438142
BE22,0.10452758348905124
ES43,5.3868789695776425
ES51,0.9036302137403533
ES52,2.6839876283819857
ES53,0.8379074432528936
ES61,6.177892547387343
ES62,5.207738046462719
ES63,0.0
ES64,0.0
CH02,0.0039611405764634795
CH03,0.006982630835129664
CH04,0.0
CH05,0.002219833003786894
CH06,0.0
CH07,0.0
CY00,15.182390506450947
CZ01,0.038375130066504844
CZ02,0.04537133528636052
CZ03,0.0023613394452975346
CZ04,0.019912978777518638
CZ05,0.014542466817566982
CZ06,0.02476231510249468
DE40,0.0027424529767953432
EL53,0.8315778772991437
EL54,0.8238265502911347
EL61,0.8933179556177213
EL62,0.0
EL63,2.0736708686901975
ES70,0.0
ITC1,0.06454429417275466
ITC2,0.03018748301726121
DE11,0.007422987658243913
DE12,0.026125958332648642
DE13,0.00140958265043222
DE14,0.0
DE21,0.0
DE22,0.0
DE23,0.0
DE24,0.0
DE25,0.0
DE26,0.032278478145599365
DE27,0.0
DE30,0.0
EL42,7.3076923076923075
LV00,0.0
ME00,0.02652649810680976
MK00,0.5394708683284429
MT00,0.0
NL11,0.0
NL12,0.0
EL64,3.164030373096466
EL65,4.773320516714683
ES11,1.2086364179849625
ES12,0.31173576357272953
ES13,0.32770949086317647
ES21,0.8297842024610593
ES22,2.5764246797905517
ES23,2.066240962021626
ES24,3.89165123193883
ES30,5.661452817229124
IE05,0.007695130430735075
IE06,0.005045905565986266
IS00,0.0008097040968445631
ITC3,0.03520166128873825
FI19,0.0
FI1B,0.0
FI1C,0.0
DEA1,0.002128113920872028
DEA2,0.004887956266219799
DEA3,0.0032550555009108325
DEA4,0.0
DEA5,0.0
DEB1,0.0014574848688565767
DEB2,0.0
DEB3,0.03399654764395494
DEC0,0.04415120929479599
DED2,0.0
DED4,0.0017803979034607227
DED5,0.0
DEE0,0.02350094957420459
DEF0,0.0
DEG0,0.018750831484794617
DK01,0.0
DK02,0.0
DK03,0.0
DK04,0.0
ES41,3.9276316246161094
ES42,5.682359882272207
HU23,0.03165900936493507
HU31,0.09981702640652657
HU32,0.14979239753805673
HU33,0.06017726315901829
IE04,0.002159303770615504
EE00,0.0012953463368690931
EL30,11.391485489331759
EL41,6.153846153846154
EL43,12.017137307387133
EL51,1.5300932354651964
EL52,0.5056257994415668
FI20,0.0
FR10,0.5238664476917341
FRB0,0.6522326796817092
FRC1,0.05472603841469838
FRC2,0.051265753232515775
FRD1,0.22861274962241834
FRD2,0.3118514120578766
FRE1,0.1253319841164809
FRE2,0.34894008246751934
FRF1,0.02875571554669967
NL13,0.0038663338010127726
NL21,0.030185385392262384
NL22,0.0062148668445073645
NL23,0.0
NL31,0.0
NL32,0.0
ITG2,2.1069844678904
ITH1,0.001667190772982744
ITH2,0.0021567237205230272
FRI3,0.9308048074062054
FRJ1,1.3512170872149558
FRJ2,0.3960352998155241
FRK1,0.17376854328008798
FRK2,0.15984780692423767
FRL0,1.2900879710482864
FRM0,0.30478816823317456
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,8.148958618824299
TR32,10.943591402127193
TR33,9.553347019048838
HR03,0.09476048356065384
HR02,0.026399037012687095
HU11,0.038495320540208086
HU12,0.05017326084467081
HU21,0.038446200581697315
HU22,0.03999172007808319
PT16,4.47432150104298
PT17,3.745294268314655
FRF2,0.10491292064006512
FRF3,0.04481372466454139
FRG0,0.7244718038262083
FRH0,0.3953293894345944
FRI1,0.8766678066637653
FRI2,0.2647623714919274
ITC4,0.11573116287875634
ITF1,0.051402814113176785
ITF2,0.4241617086988229
ITF3,0.2784701929642604
ITF4,1.8079824143877397
ITF5,1.2222881984825318
ITF6,0.18748305967220893
ITG1,1.561218749731779
LT01,0.0
LT02,0.0028396243086228003
LU00,0.01147244068292471
PL22,0.03759034493794808
PL41,0.042506849249968164
PL42,0.00586309742469054
PT18,5.7865185210338
PT20,0.0
PT30,0.0
RO11,0.01980097692173261
RO12,0.00048076966777443886
RO21,0.02114835696724745
RO22,0.193346430762456
RO31,0.11414125088888866
RO32,0.005149849905417516
ITH3,0.05162065074994014
ITH4,0.0017662528329170668
ITH5,0.1779609163506673
ITI1,0.10199845854479533
ITI2,0.09409028033797558
ITI3,0.12056705441612464
ITI4,0.0691943672987131
LI00,0.0
FI1D,0.0
TR82,3.051005700459847
TR83,3.5721455674905043
TR90,0.7661448699923662
TRA1,3.5155279773932238
TRA2,0.27049925235601574
PL43,0.025186416907952383
PL51,0.02239872873402559
PL52,0.08207110286905216
PL61,0.006305997904676657
PL62,0.01993982379253094
PL63,0.0
PL71,0.07227274159399363
PL72,0.023255024964992817
PL81,0.005249491677834437
PL82,0.0
PL84,0.05436044702163109
PL91,0.02946838507285485
PL92,0.03108134142194803
PT11,2.558325088941134
PT15,6.340093178817859
TRB1,9.623558943088238
TRB2,7.326106456609873
TRC1,14.554682658268856
RS12,0.14926649443805218
RS21,0.06913670782859509
RS22,0.2200960643016375
SE11,0.0
SE12,0.0022772516195590678
NL33,0.0
NL34,0.05125147906633524
NL41,0.11051383385291466
NL42,0.0630269509095412
PL21,0.0
UKM6,0.0017299058202367562
TR22,5.155156001735192
TRC2,16.640707052670994
TRC3,18.062171917695267
UKC1,0.07696416314977866
UKC2,0.009698836849286007
UKD1,0.002139476056282337
UKD3,0.015371208007519063
UKD4,0.00407114911537904
UKD6,0.004535612578575428
UKD7,0.0
UKE1,0.11560289217875554
UKE2,0.06118506135848852
UKE3,0.10246991423460153
RO41,0.2163059960047786
RO42,0.023124467868071336
RS11,0.07964844371263798
TR41,6.13472822537789
TR42,1.0197648705484776
TR51,10.25877267580766
TR52,14.136517345905304
TR61,9.042702271388126
TR62,8.936922002297182
TR63,10.929274338942308
TR71,12.181566673975725
TR72,8.283377491510832
TR81,0.708754375576973
UKK1,0.21271767352636045
UKK2,0.17455365566106942
UKK3,0.07679556195552532
UKK4,0.061464027143441714
UKL1,0.005947119198166407
UKL2,0.022209144842166167
UKM5,0.011568310169073252
UKM7,0.009628710551903797
UKM8,0.0
UKM9,0.0031989052032048884
UKN0,0.001462203378860767
SE21,0.0
SE22,0.0
SE23,0.0
SE31,0.00019552689403868638
SE32,0.0
SE33,0.0
SI03,0.0010470411955164028
SI04,0.006891009899286123
SK01,0.1448767872957083
SK02,0.05227087781979488
SK03,0.000872837809415964
SK04,0.014216177738629855
TR10,1.7239659210810294
TR21,2.978879663305214
UKE4,0.07193201321821946
UKF1,0.10487292821590717
UKF2,0.3168198512150691
UKF3,0.2697460834796612
UKG1,0.19969208653156573
UKG2,0.04943873618657772
UKG3,0.16253142517346603
UKH1,0.4036506276864272
UKH2,0.3912053887660687
UKH3,0.14916410812964806
UKI3,0.2501297352405695
UKI4,0.13487536173600417
UKI5,0.0880649800483997
UKI6,0.26928243270287144
UKI7,0.17323949130681845
UKJ1,0.2636166587471962
UKJ2,0.36302775144577026
UKJ3,0.3003724343501605
UKJ4,0.3246096378335586
NO09,0.0
NO0A,0.0
NO0B,0.0
HR05,0.0
HR06,0.0016169315920426296
NO02,0.0
NO06,0.0
NO07,0.0
NO08,0.0
