nuts,July Days With High Fire Danger (days) ensemble median - RCP4.5 - (2071 - 2100)
ME00,1.6450735003902361
MK00,9.728220096001259
MT00,0.0
NL11,0.4027236287410443
NL12,0.25505367379922134
EL64,19.856597973750187
EL65,24.312492517324593
ES11,5.799103069190796
ES12,0.3945653037383006
ES13,0.5946674220837079
ES21,1.2260337277100637
ES22,8.074413776397705
ES23,9.038451089308811
ES24,17.35312216098492
ES30,23.34693380502554
IE05,0.3927559715050917
IE06,0.2829443176205342
IS00,0.12990016447236905
ITC3,0.6545331397881875
FI19,0.038297178134178884
FI1B,0.2625601784541057
FI1C,0.22049053357197687
DEA1,1.1188318316753094
DEA2,0.9813019975733298
DEA3,0.8984681092775785
DEA4,0.3105567922958961
DEA5,0.3827277232821171
DEB1,1.1002958422669997
DEB2,1.2265928926376195
DEB3,1.40402309768475
DEC0,1.2175649837232554
DED2,0.9035031040414021
DED4,0.5031251655175135
DED5,1.3008212034518902
DEE0,0.7662285978977497
DEF0,0.6081887174111146
DEG0,0.4647887715926537
DK01,0.5383811123096026
DK02,0.2307937924678509
DK03,0.5807766444407977
DK04,0.3635138233120625
ES41,15.75255931340731
ES42,25.909676038301907
HU23,3.533846878661559
HU31,3.027474537348518
HU32,3.8232548317083945
HU33,5.061924324585841
IE04,0.27263915022978413
EE00,0.0932323749248798
EL30,28.91919884314904
EL41,29.923076923076923
EL43,27.920511832604042
EL51,12.380972055288462
EL52,10.74942999619704
FI20,0.38461538461538464
FR10,2.153806920808095
FRB0,2.979437232017517
FRC1,1.8539167867543607
FRC2,1.300699665855903
FRD1,1.3642992053467493
FRD2,1.4651689055160835
FRE1,0.9108338765799999
FRE2,1.4265253462183933
FRF1,1.1999211036241972
NL13,0.6355678714238681
NL21,0.9973998803358811
NL22,0.9472253150664843
NL23,0.8643327401234553
NL31,0.7051398433171786
NL32,0.4048393437495598
ITG2,24.19783826974722
ITH1,0.01168553875042842
ITH2,0.008626894882092109
FRI3,2.919165371845548
FRJ1,11.82361835699815
FRJ2,3.531843923032284
FRK1,2.0971212559021435
FRK2,2.830164747742506
FRL0,11.173668898068941
FRM0,7.468946053431584
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,29.84365023099459
TR32,29.125426365778996
TR33,27.225119223961464
HR03,4.309473156929016
HR02,2.4775230841567883
HU11,5.029327400601828
HU12,4.9609467054788885
HU21,3.5234850036123624
HU22,2.7762824835685582
PT16,21.186754079965446
PT17,23.133627451383152
FRF2,1.8142455184402375
FRF3,1.6451200602146296
FRG0,2.4777685747696805
FRH0,1.6374236448453023
FRI1,2.309464138574325
FRI2,1.4979301311362248
ITC4,1.0341169490264013
ITF1,5.313341395213054
ITF2,10.47344314135038
ITF3,12.119662486589872
ITF4,22.43001651763916
ITF5,17.882688779097336
ITF6,10.243394888364351
ITG1,25.928010353675255
LT01,0.5231975592099704
LT02,0.4092775366913814
LU00,1.3273221099605927
PL22,0.5367178366734431
PL41,1.855889403189604
PL42,0.42029504836178744
PT18,27.22570536686824
PT20,0.0
PT30,0.0
RO11,0.5652906866027758
RO12,0.18220650368871597
RO21,1.5139400110794947
RO22,6.102144172558417
RO31,3.9002371092255297
RO32,2.4277959867165637
ITH3,0.427475962931147
ITH4,0.01583403005049779
ITH5,4.899633538264495
ITI1,7.535648862902935
ITI2,11.251484550392398
ITI3,8.108096728531214
ITI4,10.08155492406625
LI00,0.0
FI1D,0.0015256525948643684
TR82,12.232118753286509
TR83,14.41441143476046
TR90,2.589452337760192
TRA1,12.842450398665209
TRA2,0.8114977341431838
PL43,1.8808769073623877
PL51,0.9597413396606078
PL52,0.7493249018891499
PL61,1.049527127510653
PL62,0.24451973339399466
PL63,0.1863454947104821
PL71,1.3629210912264311
PL72,0.6118967616214201
PL81,0.9957330080752189
PL82,0.39146911381528926
PL84,0.4713826411618636
PL91,0.6735869561536953
PL92,0.7176783217403752
PT11,13.797594914069542
PT15,28.135281636164738
TRB1,29.285528623140774
TRB2,27.839165467482346
TRC1,30.800508205707256
RS12,5.094255280036193
RS21,3.6778973065889797
RS22,6.831206014523139
SE11,0.6718045587723072
SE12,0.45484252589253277
NL33,0.5595032263260621
NL34,0.879693383207688
NL41,1.1856360954160874
NL42,1.1891476096442113
PL21,0.16607741438425505
UKM6,0.05606487404125241
TR22,26.535968633798454
TRC2,30.96363669175368
TRC3,30.97697976919321
UKC1,0.19903932998959833
UKC2,0.12541051638814119
UKD1,0.040487619260182746
UKD3,0.42307695058675915
UKD4,0.12191998041593112
UKD6,0.44859524873586804
UKD7,0.3387283912071815
UKE1,0.3856586470053746
UKE2,0.2382392483548476
UKE3,0.6056622106295365
RO41,5.196711907019982
RO42,1.6454628445208073
RS11,5.057529628276825
TR41,21.920327333303597
TR42,6.518893278562105
TR51,25.731614186213566
TR52,28.43421349158654
TR61,24.320054347698505
TR62,19.82485191638653
TR63,27.837038040161133
TR71,28.555998141948994
TR72,24.328743127676155
TR81,3.748822795657011
UKK1,1.17281023814128
UKK2,1.237681269645691
UKK3,0.5462647745242486
UKK4,0.7354326408642989
UKL1,0.46036559185729575
UKL2,0.6235235935220351
UKM5,0.07899734363532983
UKM7,0.06246198627811212
UKM8,0.016286389185832098
UKM9,0.0515482767413442
UKN0,0.15880739144407785
SE21,0.40244311036971897
SE22,0.23089547713215536
SE23,0.07148715026246813
SE31,0.1642032500463896
SE32,0.04006283592361097
SE33,0.013850349892611401
SI03,0.20319009944796562
SI04,0.05323806419395483
SK01,3.0622910679532933
SK02,2.314381263935222
SK03,0.3126088028343824
SK04,0.36569868601285493
TR10,14.732072591781616
TR21,20.212659102219803
UKE4,0.3333987289896378
UKF1,0.9308054126225985
UKF2,1.3768633059584177
UKF3,0.9416399386066657
UKG1,0.9571817282300729
UKG2,0.9931371495700799
UKG3,1.4097618758678436
UKH1,0.9619196802377701
UKH2,1.2767921594473033
UKH3,0.9672564001610646
UKI3,1.3268452275257845
UKI4,1.2499999289329236
UKI5,1.1099029183387756
UKI6,1.0896919323847845
UKI7,1.2405700591894298
UKJ1,1.29035856288213
UKJ2,1.1847810859863575
UKJ3,1.2078317633041968
UKJ4,0.670226486829611
NO09,0.1801773661819215
NO0A,0.08417019581135649
NO0B,0.0
HR05,1.3238760095376234
HR06,1.1940783879791315
NO02,0.05328335319287502
NO06,0.006781890845069518
NO07,0.020835606533532534
NO08,0.20588484144984529
