nuts,Summer Days With High Fire Danger (days) ensemble median - RCP8.5 - (2071 - 2100)
DE50,2.186942247244028
DE60,3.454333421129447
DE71,9.180289699481083
DE72,5.199540907660356
DE73,4.493097873834463
DE80,3.7864134426300344
DE91,4.246025824776063
BG41,12.177338435099674
BG42,25.46995126284086
CH01,1.329812185695538
AT32,0.3363256993202063
AT33,0.2986798867439994
AT34,0.6158727659628942
BE10,6.0385123032789965
BE23,5.319252622528718
BE24,6.198827560131367
BE25,5.258509357961325
BE31,5.574662687686773
BE32,6.441567584585685
BE33,5.068511855143767
BE34,6.014244853877104
BE35,5.542348210628216
BG31,24.299298506516678
BG32,16.888794681200615
BG33,23.55763620367417
BG34,23.4879207611084
DE92,3.594988358278687
DE93,3.646514692916893
DE94,2.8970686334830065
CZ07,5.795205172581168
CZ08,3.1499656370052924
AL01,23.489947227331307
AL02,43.92530001126803
AL03,50.74896739079402
AT11,9.078740211633535
AT12,5.762811640134225
AT13,11.577909260988235
AT21,0.1227408848129786
AT22,0.4139879555083238
AT31,1.1834047727573376
DK05,0.8918635031351676
BE21,5.1900999546051025
BE22,6.072041603235098
ES43,80.92547842172476
ES51,38.975317588219276
ES52,68.44350462693434
ES53,49.36318808335524
ES61,79.47898336557242
ES62,84.02049959622897
ES63,0.0
ES64,0.0
CH02,1.9683083628232663
CH03,3.4502291682247934
CH04,3.2578302639035077
CH05,0.8702352159441664
CH06,0.829563523714359
CH07,0.336836230296355
CY00,87.52997002234825
CZ01,6.139759283799392
CZ02,6.628841041587293
CZ03,3.365910146958553
CZ04,5.188711332587095
CZ05,5.667682239069388
CZ06,7.226518935882128
DE40,5.524026922595042
EL53,45.28386482825646
EL54,53.092323596660904
EL61,54.07718761150654
EL62,0.0
EL63,72.55353634174054
ES70,0.0
ITC1,6.922837119836074
ITC2,2.6312366804251304
DE11,7.006299724945655
DE12,8.347127607808662
DE13,4.89727582452962
DE14,2.850192599571668
DE21,1.7428797380282328
DE22,3.2149615654578576
DE23,5.644545671171867
DE24,6.09591900328031
DE25,7.663962620955247
DE26,7.7824480671149034
DE27,2.897216720076708
DE30,7.067930897841086
EL42,69.53846153846153
LV00,1.9996746931977283
ME00,12.299514649006037
MK00,34.822525391211876
MT00,0.0
NL11,2.2193347765849185
NL12,1.6167159091967802
EL64,71.34824782151442
EL65,82.37734046349159
ES11,24.928934023930477
ES12,3.8608981921122623
ES13,4.016870828775259
ES21,8.378819859944857
ES22,30.521500514103817
ES23,33.74976436908428
ES24,54.69249387887808
ES30,72.26946375920222
IE05,0.26997391041368246
IE06,0.3297025973980243
IS00,0.35349844725659263
ITC3,6.606475463280311
FI19,1.0515611521326578
FI1B,2.693400806675737
FI1C,1.9060987016329398
DEA1,3.95018771978525
DEA2,4.934415003857934
DEA3,3.554279075219081
DEA4,3.5922879960674505
DEA5,4.09218894632963
DEB1,6.861029442686301
DEB2,7.358604361518071
DEB3,11.152790987720856
DEC0,9.977592932490202
DED2,4.134405247007425
DED4,3.9156542477699428
DED5,5.875778495119168
DEE0,4.890008504860676
