nuts,November Days With High Fire Danger (days) ensemble median - RCP4.5 - (2041 - 2070)
DE50,0.0
DE60,0.0
DE71,0.0
DE72,0.0
DE73,0.0
DE80,0.0016385150452454885
DE91,0.0
BG41,0.0038269969324270883
BG42,0.02568161776289344
CH01,0.0
AT32,0.0
AT33,0.0004392434222002824
AT34,0.0
BE10,0.0
BE23,0.0
BE24,0.0
BE25,0.0
BE31,0.0
BE32,0.0
BE33,0.0
BE34,0.0
BE35,0.0
BG31,0.014873341657221317
BG32,0.004271656274795532
BG33,0.008793050547440846
BG34,0.022179580355683962
DE92,0.0
DE93,0.0027660514848927655
DE94,0.0
CZ07,0.000593636433283488
CZ08,0.0
AL01,0.001962007830540339
AL02,0.017969198524951935
AL03,0.010124935458103815
AT11,0.0
AT12,0.0
AT13,0.0
AT21,0.0
AT22,0.0
AT31,0.0
DK05,0.0
BE21,0.0
BE22,0.0
ES43,0.6025387028232216
ES51,0.5115405447781086
ES52,2.1348798878490927
ES53,0.6520503150920073
ES61,1.8350261054156969
ES62,3.059101488192876
ES63,0.0
ES64,0.0
CH02,0.0
CH03,0.0
CH04,0.0
CH05,0.0
CH06,0.0
CH07,0.0
CY00,4.487292570869128
CZ01,0.0
CZ02,0.0
CZ03,0.0
CZ04,0.0
CZ05,0.0
CZ06,0.0004478793280820052
DE40,0.0011958216627438864
EL53,0.018406991163889566
EL54,0.008883124589920044
EL61,0.01791010374824206
EL62,0.0
EL63,0.009539837638537088
ES70,0.0
ITC1,0.0010840803384780883
ITC2,0.0014488636205593744
DE11,0.0
DE12,0.0
DE13,0.0
DE14,0.0
DE21,0.0003522518090903759
DE22,0.0
DE23,0.0
DE24,0.0
DE25,0.0
DE26,0.0
DE27,0.0005219539006551106
DE30,0.0
EL42,0.26666666666666666
LV00,0.0
ME00,0.0
MK00,0.02251979596912861
MT00,0.0
NL11,0.0
NL12,0.0
EL64,0.1895175409813722
EL65,0.25055465940386057
ES11,0.03442669411500295
ES12,0.000796015684803327
ES13,0.005566264192263286
ES21,0.016235916689038277
ES22,0.21833506003022193
ES23,0.20127636510878802
ES24,1.386283155096074
ES30,0.7571157687654098
IE05,0.0
IE06,0.0008659809206922849
IS00,0.0
ITC3,0.0
FI19,0.0
FI1B,0.0
FI1C,0.0
DEA1,0.0
DEA2,0.0
DEA3,0.0
DEA4,0.0
DEA5,0.0
DEB1,0.0
DEB2,0.0
DEB3,0.0
DEC0,0.0
DED2,0.0
DED4,0.0
DED5,0.0
DEE0,0.0005615564063191414
DEF0,0.0
DEG0,0.0
DK01,0.0
DK02,0.0
DK03,0.0
DK04,0.0
ES41,0.36686318094531695
ES42,1.2361715174590548
HU23,0.0
HU31,0.0008895372351010641
HU32,0.0017140171180168788
HU33,0.005942004173994065
IE04,0.0
EE00,0.0
EL30,0.9494817599654197
EL41,0.4666666666666667
EL43,1.8816430062055587
EL51,0.07012889484564463
EL52,0.006596071335176627
FI20,0.0
FR10,0.0
FRB0,0.013873138030370076
FRC1,0.004012598842382431
FRC2,0.0
FRD1,0.0030951933314402897
FRD2,0.0
FRE1,0.0
FRE2,0.0
FRF1,0.0
NL13,0.0
NL21,0.0
NL22,0.0008943805471062661
NL23,0.0
NL31,0.0
NL32,0.0
ITG2,0.4160433746253451
ITH1,0.0007191302254796028
ITH2,0.0
FRI3,0.012662771344184875
FRJ1,0.1286132902527849
FRJ2,0.054717868628601236
FRK1,0.007167116474981109
FRK2,0.013366057785848777
FRL0,0.17267223726958036
FRM0,0.02859030899902185
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,0.40678964828451475
TR32,0.7393766175955534
TR33,0.762372150629138
HR03,0.0
HR02,0.0008364574983716011
HU11,0.0
HU12,0.0007815881942709287
HU21,0.0
HU22,0.0
PT16,0.45350011869644125
PT17,0.6832389558355013
FRF2,0.0
FRF3,0.0
FRG0,0.0188457107792298
FRH0,0.016368099302053452
FRI1,0.02637957346936067
FRI2,0.015441603461901347
ITC4,0.0028253423670927683
ITF1,0.0013970479369163514
ITF2,0.03334752271572749
ITF3,0.002142307162284851
ITF4,0.11717756818979978
ITF5,0.09259310339887937
ITF6,0.012498250603675843
ITG1,0.38110037297010424
LT01,0.0
LT02,0.0
LU00,0.0
PL22,0.0
PL41,0.007721137007077535
PL42,0.0
PT18,1.0265386893724402
PT20,0.0
PT30,0.0
RO11,0.0006246660059938829
RO12,0.0010453524999320507
RO21,0.00020008930005133152
RO22,0.017637038541336855
RO31,0.003622369095683098
RO32,0.0
ITH3,0.0028791906622548896
ITH4,0.0
ITH5,0.0
ITI1,0.0
ITI2,0.0
ITI3,0.0
ITI4,0.0
LI00,0.0
FI1D,0.0
TR82,0.1785378692050775
TR83,0.2994856131107857
TR90,0.014555180942018827
TRA1,0.10295976018533111
TRA2,0.06698076725006104
PL43,0.0
PL51,0.0
PL52,0.0
PL61,0.0017054889351129532
PL62,0.0
PL63,0.0
PL71,0.0023303478956222534
PL72,0.0
PL81,0.0005072743631899356
PL82,0.0006900813430547714
PL84,0.0
PL91,0.0
PL92,0.0005818884198864301
PT11,0.10868577513222893
PT15,2.2524712001283964
TRB1,0.44003246957436204
TRB2,0.09994927098353704
TRC1,2.259903414857884
RS12,0.028632374852895735
RS21,0.004356789837280909
RS22,0.004035511721546451
SE11,0.0
SE12,0.0
NL33,0.0
NL34,0.0
NL41,0.0
NL42,0.0
PL21,0.0
UKM6,0.0
TR22,0.29954602985332407
TRC2,2.795776984669889
TRC3,3.816751718521118
UKC1,0.0
UKC2,0.0020740985870361327
UKD1,0.0
UKD3,0.0
UKD4,0.0
UKD6,0.0
UKD7,0.0
UKE1,0.006257269283135732
UKE2,0.004109628995259603
UKE3,0.008909062047799428
RO41,0.0062537234897414844
RO42,0.006454093257586161
RS11,0.01661091446876526
TR41,0.4773558333516121
TR42,0.05478925810505946
TR51,0.7788177367299796
TR52,1.704931501671672
TR61,0.5544428526734312
TR62,1.1102821721074483
TR63,1.2770089011018475
TR71,0.9708996845719715
TR72,0.7621567078089962
TR81,0.01669719268878301
UKK1,0.0021708091100056965
UKK2,0.007715574279427528
UKK3,0.0
UKK4,0.0066708671549956
UKL1,0.0
UKL2,0.0
UKM5,0.0
UKM7,0.0
UKM8,0.0
UKM9,0.0
UKN0,0.0
SE21,0.001268836266050736
SE22,0.0
SE23,0.0
SE31,0.0
SE32,0.0
SE33,0.0
SI03,0.0
SI04,0.0
SK01,0.0
SK02,0.0007951075832049052
SK03,0.0
SK04,0.0
TR10,0.07279565036296845
TR21,0.2226883691114684
UKE4,0.004436207811037699
UKF1,0.03713089860975742
UKF2,0.016595337788263956
UKF3,0.035568965474764506
UKG1,0.0047509198387463885
UKG2,0.003952018916606903
UKG3,0.007423534989356995
UKH1,0.014971473813056945
UKH2,0.023297680417696635
UKH3,0.010505133867263794
UKI3,0.0
UKI4,0.008310786386330923
UKI5,0.004750858743985494
UKI6,0.0
UKI7,0.0041567996144294735
UKJ1,0.0044872614244620005
UKJ2,0.018730914841095608
UKJ3,0.011166063447793325
UKJ4,0.007171497493982315
NO09,0.0
NO0A,0.0
NO0B,0.0
HR05,0.0
HR06,0.0
NO02,0.0
NO06,0.0
NO07,0.0
NO08,0.0
