nuts,August Days With High Fire Danger (days) ensemble median - RCP8.5 - (2011 - 2040)
DE50,0.7548981229464213
DE60,1.0833721081415812
DE71,1.4754468412448962
DE72,0.5247311333815257
DE73,0.45760619062930347
DE80,1.2557261264572541
DE91,1.1155715831865867
BG41,1.5890916362404823
BG42,6.221206796665986
CH01,0.0074474291875958444
AT32,0.0
AT33,0.0008805141473809878
AT34,0.0
BE10,0.5166446685791015
BE23,0.4958220069607099
BE24,0.47313184340794884
BE25,0.5414985163758198
BE31,0.33317866623401643
BE32,0.3613385438919067
BE33,0.2490924949447314
BE34,0.2738695114850998
BE35,0.22766035000483195
BG31,3.94835038681825
BG32,4.137677763092021
BG33,4.7692329958081245
BG34,5.723573173334201
DE92,1.0717253067220252
DE93,1.1822116993367673
DE94,0.8982186117519935
CZ07,0.8428916576008002
CZ08,0.5033698464433353
AL01,2.4963950452084345
AL02,7.356167221069336
AL03,9.262580748274923
AT11,1.5859682947397231
AT12,0.9989836487919093
AT13,2.327644345164299
AT21,0.0012444257736206055
AT22,0.028298704947034518
AT31,0.04718167502433061
DK05,0.5669577896595002
BE21,0.6872375135620435
BE22,0.594994389389952
ES43,26.872057088216145
ES51,6.212684374302626
ES52,17.12096535364787
ES53,11.037433671951295
ES61,26.78153705596924
ES62,25.527242437998453
ES63,0.0
ES64,0.0
CH02,0.07300759485612313
CH03,0.12406501856942971
CH04,0.05005304217338562
CH05,0.007067859886835019
CH06,0.017246774459878603
CH07,0.0
CY00,28.647701708475747
CZ01,1.2155807534853618
CZ02,1.2068714170406263
CZ03,0.43877702675138913
CZ04,1.0591151366010307
CZ05,0.8340826867769162
CZ06,1.1290234238219758
DE40,1.7506838997205099
EL53,8.693371980885665
EL54,10.00530598560969
EL61,10.062882192929585
EL62,0.0
EL63,17.565451018015544
ES70,0.0
ITC1,0.5640449507472416
ITC2,0.09145694685479006
DE11,0.6934496770302455
DE12,0.9186560487995545
DE13,0.2621186283727487
DE14,0.11902730241417885
DE21,0.09177927399675051
DE22,0.17315500617648164
DE23,0.5307974145437281
DE24,0.6586886417120695
DE25,0.7475757809355855
DE26,0.9971017132202784
DE27,0.15051156530777612
DE30,2.0044687792658804
EL42,15.033333333333333
LV00,0.34180258547421544
ME00,1.4562684015060465
MK00,6.846619508663813
MT00,0.0
NL11,0.4565733179450035
NL12,0.30019614323973653
EL64,17.30848846435547
EL65,22.303296740849813
ES11,3.223904138679306
ES12,0.15580921315898497
ES13,0.40456632648905116
ES21,1.1140488191818199
ES22,6.83579934835434
ES23,7.492519944906235
ES24,13.508225552241008
ES30,23.795486609141033
IE05,0.13989004157483578
IE06,0.13642454858248432
IS00,0.03052427266569187
ITC3,0.2546886369585991
FI19,0.1564382673163588
FI1B,0.4121871600548426
FI1C,0.3443912729776154
DEA1,0.533591537301739
DEA2,0.521801090426743
DEA3,0.9001465459664663
DEA4,0.80805245898664
DEA5,0.46055312181512514
DEB1,0.7043793022632598
DEB2,0.6363359931856394
DEB3,1.3944609264532726
DEC0,0.835908243060112
DED2,1.02806489666303
DED4,0.6370543557529648
DED5,1.76183191301922
DEE0,1.621720138626794
DEF0,0.8633728916446368
DEG0,0.7876379825174809
DK01,0.8998776391148567
DK02,0.8831732937445244
DK03,0.5977449449400107
DK04,0.5624384059260289
ES41,14.586202716827392
ES42,24.65087258021037
HU23,2.681454389728606
HU31,2.224785836537679
HU32,2.987452281887333
HU33,3.354584399610758
IE04,0.02958611845970154
EE00,0.23673901416671772
EL30,26.350306256612143
EL41,28.833333333333332
EL43,27.433345635732014
EL51,11.813543975353241
EL52,7.804277471701304
FI20,0.26666666666666666
FR10,1.835528581092755
FRB0,2.1201902881575125
FRC1,1.014329402645429
FRC2,0.7882020053764184
FRD1,0.7036567939445376
FRD2,0.9359744969134529
FRE1,0.5796046356360117
FRE2,0.8534836417995393
FRF1,0.8303228663280606
NL13,0.6608117267489433
NL21,0.8032283768057823
NL22,0.6404292345046997
NL23,0.6006738146146139
NL31,0.677611934641997
NL32,0.4133955329656601
ITG2,19.210067907969158
ITH1,0.0028980568051338194
ITH2,0.0036949325973788896
FRI3,2.306869034965833
FRJ1,7.313149293263753
FRJ2,1.0792320357325176
FRK1,0.8552821629835914
FRK2,1.2953633392850559
FRL0,7.919440166155497
FRM0,5.529220400253932
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,27.807884216308594
TR32,27.93162988026937
TR33,25.68842093149821
HR03,4.0144549255569775
HR02,1.582953822116057
HU11,3.0085893735289573
HU12,2.9836783732598025
HU21,3.085961108095944
