nuts,Spring Days With High Fire Danger (days) ensemble median - RCP8.5 - (2041 - 2070)
DE50,0.14051826000213624
DE60,0.29675188461939495
DE71,0.38889467269182204
DE72,0.16368642350037893
DE73,0.08902069367468357
DE80,0.18572254125028848
DE91,0.35566439777612685
BG41,0.3650852559755246
BG42,1.2715432587390145
CH01,0.04854493004580339
AT32,0.1064266107355555
AT33,0.08522974494844675
AT34,0.09472700903813044
BE10,0.36657867431640623
BE23,0.32343763957420985
BE24,0.2997447242339452
BE25,0.3296507015824318
BE31,0.1845347282787164
BE32,0.23717425341407458
BE33,0.1344373680651188
BE34,0.12075259412328403
BE35,0.1528319609661897
BG31,2.0136385104308525
BG32,1.5313332726558049
BG33,1.653835061068336
BG34,1.0326017936691643
DE92,0.31815035237620276
DE93,0.4909618846451243
DE94,0.43132067381714784
CZ07,0.3514510687440634
CZ08,0.18735476521154246
AL01,0.19488418915619451
AL02,1.1613247429331144
AL03,1.4490691176305215
AT11,0.6297847634802262
AT12,0.49845224296053253
AT13,0.9055021827419599
AT21,0.017853915753463904
AT22,0.11355920443311333
AT31,0.07809448055922985
DK05,0.08648918842275938
BE21,0.5210785443584124
BE22,0.349296884983778
ES43,16.32107820411523
ES51,6.417476206521193
ES52,16.9357354482015
ES53,5.10824702133735
ES61,19.760881984233855
ES62,27.283215769131978
ES63,0.0
ES64,0.0
CH02,0.05901792074243228
CH03,0.028755770499507585
CH04,0.023775323232014974
CH05,0.019037280635287365
CH06,0.030848561724026998
CH07,0.009812418868144353
CY00,28.70614029566447
CZ01,0.5953934262196223
CZ02,0.5275609207960467
CZ03,0.18097486415257055
CZ04,0.46786964529504377
CZ05,0.2926984877636035
CZ06,0.6287244738700489
DE40,0.5763759201237311
EL53,2.248766166716814
EL54,1.0890703417360783
EL61,3.473197954893112
EL62,0.0
EL63,4.314785489253699
ES70,0.0
ITC1,0.2398317852988839
ITC2,0.030505871027708055
DE11,0.1723950419574976
DE12,0.22177747736374537
DE13,0.11641257467369238
DE14,0.06367949936538934
DE21,0.12777415464321773
DE22,0.1779896474132935
DE23,0.15772832781076432
DE24,0.14578923887262743
DE25,0.2097105318059524
DE26,0.19334560042868057
DE27,0.09077474263807138
DE30,0.6208144004146258
EL42,10.2
LV00,0.1692649902543053
ME00,0.17111637126654386
MK00,1.3801001622031133
MT00,0.0
NL11,0.39467092032233875
NL12,0.3418079619606336
EL64,7.524209821224213
EL65,9.548895470798016
ES11,0.5903373821328084
ES12,0.16460059192031623
ES13,0.22668014255662758
ES21,0.5338178358972072
ES22,4.466537464658419
ES23,3.6084207435448965
ES24,14.000451664129892
ES30,12.533950841426849
IE05,0.05955149261280894
IE06,0.0639864711711804
IS00,0.018400022069302698
ITC3,0.10666473607222239
FI19,0.10208283572768172
FI1B,0.11904363340387741
FI1C,0.10861813455509643
DEA1,0.4795243105540673
DEA2,0.2004256581887603
DEA3,0.6342662607630094
DEA4,0.2263612409432729
DEA5,0.15267201016346613
DEB1,0.18308319846789042
DEB2,0.1457911412542065
DEB3,0.4031792317206661
DEC0,0.2068063845237096
DED2,0.2255621104190747
DED4,0.16901200612386066
DED5,0.42309943089882535
DEE0,0.47081183108190694
DEF0,0.19420988162358602
DEG0,0.11711184037849307
DK01,0.25545631100734073
DK02,0.07016318142414094
DK03,0.1658533516029517
DK04,0.14417043464879195
ES41,6.3048134754101435
ES42,18.26178749203682
HU23,1.192679190915078
HU31,2.0789931822568177
HU32,2.511341532319784
HU33,2.4367057445769507
IE04,0.06957078774770101
EE00,0.10515723006489376
EL30,24.990874727567036
EL41,9.066666666666666
EL43,21.710975058873494
EL51,2.3902991557493807
EL52,1.8721744545424979
FI20,0.0
FR10,0.5134622810408473
FRB0,0.6682695288831989
FRC1,0.3738349668526401
FRC2,0.4080389729700983
FRD1,0.37163054204235474
FRD2,0.3852729401240746
FRE1,0.2969212142129739
FRE2,0.3735457150886456
FRF1,0.2717520949120323
NL13,0.538482299943765
NL21,0.6583307228982449
NL22,0.6330158018817504
NL23,0.5598881930112839
NL31,0.6194164305925369
NL32,0.4342173000176748
ITG2,7.79193243632714
ITH1,0.015956561391552288
ITH2,0.025052263339360555
FRI3,0.8769853077828884
FRJ1,2.9157549388706685
FRJ2,0.8498879552508394
FRK1,0.5545615784668674
FRK2,0.47491307409169775
FRL0,3.1913228278358776
FRM0,0.9419557207574447
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,12.73921691775322
TR32,16.118305605649947
TR33,12.368585811058681
HR03,0.5750360543218752
HR02,0.7974912911343078
HU11,1.9628697067499161
HU12,1.9977905648450056
HU21,1.3337274922678868
HU22,1.1930287850399812
PT16,7.902431931098302
PT17,11.349056927363078
FRF2,0.19962316500023009
FRF3,0.23436456204702458
FRG0,0.5634112044858436
FRH0,0.2963103343422214
FRI1,1.0970101291934649
FRI2,0.6685621940530837
ITC4,0.5113988906145096
ITF1,0.5232515570397178
ITF2,2.0250975458572307
ITF3,1.5111639864121875
ITF4,7.898677470286687
ITF5,5.096034795232117
ITF6,1.8506886611382167
ITG1,13.779810510079066
LT01,0.11041859736045202
LT02,0.12704717805609106
LU00,0.11859684387842814
PL22,0.3784412040375173
PL41,0.5524985246670743
PL42,0.2803570785870155
PT18,16.478637158870697
PT20,0.0
PT30,0.0
RO11,0.47099955988427006
RO12,0.22825777096052965
RO21,1.2402035256847739
RO22,4.391538555873558
RO31,2.9599745004127422
RO32,4.182954062521458
ITH3,0.30768051284054915
ITH4,0.04343263333042462
ITH5,1.3273822649692495
ITI1,1.1259742179264625
ITI2,1.7674786859502396
ITI3,1.0195871500919262
ITI4,1.3166027538478375
LI00,0.033371957143147786
FI1D,0.047842662438051776
TR82,2.7530737289537988
TR83,2.370125153660774
TR90,0.14943213649094106
TRA1,1.2300724439322948
TRA2,0.15070672432581583
PL43,0.6983929743679861
PL51,0.3690155018741886
PL52,0.4175996152063211
PL61,0.33355704477677744
PL62,0.1761216505430639
PL63,0.2069215178489685
PL71,0.48676200018574795
PL72,0.2965454261749983
PL81,0.3137183100606004
PL82,0.12011335402106245
PL84,0.3145382433508833
PL91,0.2136429107437531
PL92,0.2672194194048643
PT11,3.135713005096962
PT15,19.967230993509293
TRB1,7.4318313032388685
TRB2,2.3718820293744405
TRC1,21.255595842997234
RS12,2.2835126389438907
RS21,0.7119668171741068
RS22,0.9428574065212161
SE11,0.13794884011149405
SE12,0.2457765996766587
NL33,0.4287557472785314
NL34,0.42546928450465205
NL41,0.5512734333674113
NL42,0.4205408193171024
