nuts,Summer Days With High Fire Danger (days) ensemble median - RCP8.5 - (2041 - 2070)
DE50,0.7079816256960233
DE60,1.3302789847056071
DE71,5.832264552513759
DE72,2.961539337597787
DE73,2.2621379839877287
DE80,1.8077883369289338
DE91,1.7044979507724445
BG41,6.577813555796941
BG42,21.167099126180013
CH01,0.2802329368889332
AT32,0.018029537300268808
AT33,0.025924455498655637
AT34,0.10213401168584824
BE10,3.0498020172119142
BE23,2.722024991984169
BE24,2.8834322955459357
BE25,2.7557591140270232
BE31,2.451598164935907
BE32,3.1613706776251393
BE33,1.6495451877514522
BE34,2.716232441117366
BE35,2.151345492899418
BG31,18.874690326054893
BG32,15.740456310908
BG33,17.367081332206727
BG34,19.153868659337363
DE92,1.1955885174994667
DE93,1.5338437149922053
DE94,1.0659364980955919
CZ07,1.9138904025778174
CZ08,1.2406693403298656
AL01,13.323231414953868
AL02,32.340197785695395
AL03,38.497702248891194
AT11,4.151899867504835
AT12,2.9430738621701797
AT13,5.888568556308746
AT21,0.029743686318397522
AT22,0.09648488101859888
AT31,0.3362977929102878
DK05,1.4924621060490608
BE21,2.7042712132136026
BE22,2.6369729353735845
ES43,76.87468070983887
ES51,26.39654000600179
ES52,58.60943031311035
ES53,38.68755849202474
ES61,77.91074727376302
ES62,78.59111302693685
ES63,0.0
ES64,0.0
CH02,0.9045322461674611
CH03,1.7061242166906596
CH04,0.8134039421876271
CH05,0.21195418269683916
CH06,0.13930435416599116
CH07,0.03747546051939329
CY00,84.50496877034506
CZ01,4.251680833101273
CZ02,3.9006864645828805
CZ03,1.9568365244505306
CZ04,3.2405255886415643
CZ05,2.4298158760493
CZ06,3.668463366727034
DE40,3.5590805372068037
EL53,34.57191947301229
EL54,38.80445343653361
EL61,43.96403223673503
EL62,0.0
EL63,61.48511187235514
ES70,0.0
ITC1,2.755278037985166
ITC2,0.7339181480308373
DE11,4.514432831419011
DE12,4.952726711022357
DE13,2.804760217977067
DE14,1.3218860253070792
DE21,0.7314769051969051
DE22,1.4210984866445264
DE23,3.0467355757951737
DE24,3.658188735942046
DE25,4.733444285330673
DE26,4.67726649257044
DE27,1.1533065643161535
DE30,4.033613688747088
EL42,61.43333333333333
LV00,2.2193414855748417
ME00,6.446020920823018
MK00,26.77888822555542
MT00,0.0
NL11,0.6795785849293073
NL12,0.5667320097486178
EL64,61.89084065755208
EL65,74.22132034301758
ES11,14.343659154574077
ES12,1.3086724529663722
ES13,1.9343323171138764
ES21,4.308546003699303
ES22,22.998901224136354
ES23,22.135514752070108
ES24,46.049936040242514
ES30,64.46819826761882
IE05,0.21209147631501157
IE06,0.4188001769905289
IS00,0.2678618701174855
ITC3,2.3628131953378517
FI19,0.8042797430651263
FI1B,2.064248923584819
FI1C,1.6627028641756625
DEA1,2.064740815634529
DEA2,1.8961742522815863
DEA3,2.1930667236447334
DEA4,1.4452025002489488
DEA5,1.4328306002542377
DEB1,3.8127684337397416
DEB2,3.977490872517228
DEB3,7.166684364899993
DEC0,6.356723485638698
DED2,2.5911727604766686
DED4,2.2515698473279673
DED5,3.7322690947602193
DEE0,3.073124874103814
DEF0,1.3729086955388388
DEG0,3.143067771165321
DK01,2.938422533869743
DK02,1.8264503135035435
DK03,1.6308654565364122
DK04,1.5035111442829172
ES41,42.24258960088094
ES42,71.33346557617188
HU23,8.758500962952773
HU31,8.981157226115466
HU32,11.988418899911146
HU33,12.694568204879761
IE04,0.17218235547964772
EE00,1.709620903758332
EL30,84.78974812825521
EL41,83.36666666666666
EL43,81.24415079752605
EL51,35.285773213704424
EL52,30.21477066675822
FI20,0.6
FR10,8.317274010181427
FRB0,10.690479853438834
FRC1,7.733106366048257
FRC2,6.174086160833637
FRD1,3.9746334648070234
FRD2,4.232630381795267
FRE1,3.4718686498701574
FRE2,5.0818270823607845
FRF1,5.521460972353816
NL13,0.8159257107724746
NL21,1.4970719862729311
NL22,2.0642620503281552
NL23,1.1505806078513463
NL31,1.7308748823901017
NL32,0.7315858066082
ITG2,65.31656290690104
ITH1,0.023096562239030997
ITH2,0.06235686105986436
FRI3,13.7842625806729
FRJ1,28.57409086227417
FRJ2,10.346445960178972
FRK1,6.727005362076064
FRK2,8.358879146973292
FRL0,29.038976510365803
FRM0,19.728919998804727
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,82.01302274068196
TR32,82.11875546773275
TR33,75.28593419392904
HR03,14.62529214223226
HR02,6.250747173031171
HU11,11.191995466748873
HU12,11.400905603170395
HU21,9.475756682952245
HU22,7.156063590447108
PT16,55.61161708831787
PT17,64.56124992370606
FRF2,6.700475554416577
FRF3,6.596799020779629
FRG0,10.24823260953029
FRH0,5.140203763234118
FRI1,9.382169675951202
FRI2,6.962629473457734
ITC4,3.1559555500745775
ITF1,19.587133685747784
ITF2,35.940317916870114
ITF3,39.73668486277263
ITF4,64.77163798014323
ITF5,55.83075218200683
ITF6,31.792065779368084
ITG1,71.21407572428386
LT01,2.4657538142676154
LT02,2.4797131464428577
LU00,3.9598879302541414
PL22,2.1389472909892597
PL41,4.636688853800297
PL42,2.3307346743841966
PT18,74.75137201944987
PT20,0.0
PT30,0.0
RO11,2.5009164080644646
RO12,0.8483244507263105
RO21,6.711016037066778
RO22,19.53669019341469
RO31,12.34276096423467
RO32,9.996708377202351
ITH3,1.839459059635798
ITH4,0.3814541774491469
ITH5,12.363541261355083
ITI1,21.32331631978353
ITI2,34.56084674199422
ITI3,24.64240690867106
ITI4,31.633234182993572
LI00,0.0
FI1D,0.15759836326275642
TR82,35.09620229403178
TR83,39.69870030085246
TR90,8.380471452077229
TRA1,36.39388217926025
TRA2,6.061759273211162
PL43,4.959983415901661
