nuts,August Days With High Fire Danger (days) ensemble median - RCP8.5 - (2041 - 2070)
DE50,0.4001633204519749
DE60,0.7968390077352524
DE71,3.3470661570628484
DE72,1.7190651279563705
DE73,1.2676315712432067
DE80,1.1461592397652567
DE91,0.9355125099420547
BG41,2.649674115826686
BG42,8.621486035982768
CH01,0.06172384048501651
AT32,0.003475310343007247
AT33,0.0030838320031762122
AT34,0.01763175750772158
BE10,0.900219980875651
BE23,0.7082355200002591
BE24,0.8753817236671845
BE25,0.6614126807699601
BE31,0.9642976298928261
BE32,1.2097771661976973
BE33,0.8013765255610148
BE34,1.5109104594836633
BE35,1.1336622590819994
BG31,6.213694467147191
BG32,5.413660509884357
BG33,6.195416459441185
BG34,7.941083884239196
DE92,0.7605674749240279
DE93,0.8572904668748379
DE94,0.5605583375009398
CZ07,1.1387383591383695
CZ08,0.6827486771469314
AL01,3.89062287012736
AL02,9.535432291030883
AL03,11.494244772195817
AT11,1.320250054821372
AT12,0.9717443563975394
AT13,1.9498131901025773
AT21,0.00620382030804952
AT22,0.019878218850741782
AT31,0.1062490051301817
DK05,0.24876896714170774
BE21,0.5820277289797863
BE22,0.8954965669661761
ES43,27.807949447631835
ES51,8.139889287948609
ES52,19.01224438349406
ES53,14.430240694681803
ES61,28.16975955963135
ES62,27.418746376037596
ES63,0.0
ES64,0.0
CH02,0.31521214892466864
CH03,0.5143404206881921
CH04,0.473800890147686
CH05,0.07198902014642954
CH06,0.06521977186203003
CH07,0.009856471419334411
CY00,29.97279497782389
CZ01,1.6693263858556748
CZ02,1.8728290844708682
CZ03,0.7734465062307815
CZ04,1.5882376901805402
CZ05,1.4154207916309436
CZ06,1.2083900607501468
DE40,1.75222425153479
EL53,11.405851972103118
EL54,13.009879370530447
EL61,12.621556250254313
EL62,0.0
EL63,21.23248774210612
ES70,0.0
ITC1,0.832544597517699
ITC2,0.20475543352464834
DE11,2.025738143672546
DE12,2.715666485329469
DE13,1.049486991452674
DE14,0.41507076335450016
DE21,0.358455788406233
DE22,0.6721542868142326
DE23,1.5234160554905734
DE24,1.790585107418398
DE25,1.9180127501487731
DE26,2.6836339770505826
DE27,0.5649630796164274
DE30,2.2127408663431805
EL42,17.733333333333334
LV00,0.4238188092441609
ME00,2.771943028581639
MK00,8.905963285764058
MT00,0.0
NL11,0.38967926750580467
NL12,0.3874873161315918
EL64,19.837977186838785
EL65,25.57751900355021
ES11,6.891131444772085
ES12,0.6873381868004799
ES13,0.8358129680156707
ES21,2.1128166537111004
ES22,8.67795535326004
ES23,9.437861722707748
ES24,16.18686620394389
ES30,25.502269808451334
IE05,0.11378430264691512
IE06,0.20979171625028054
IS00,0.04473975761793554
ITC3,0.5008958415438731
FI19,0.4057210613352557
FI1B,0.6032615101585785
FI1C,0.5069912048522383
DEA1,0.7132142640650272
DEA2,0.929520191748937
DEA3,1.032929957161347
DEA4,0.897971739868323
DEA5,0.7367085542529821
DEB1,2.0766782384365796
DEB2,2.143090646713972
DEB3,3.9772704867025217
DEC0,3.384127123405536
DED2,1.2613450010617575
DED4,1.2433547696098686
DED5,1.884833787754178
DEE0,1.5408862396143377
DEF0,0.6224402173111836
DEG0,1.576907780704399
DK01,0.6556670526663463
DK02,0.4954921099046866
DK03,0.2616895016282797
DK04,0.21635882159074146
ES41,16.94573233127594
ES42,26.55833625793457
HU23,2.7419255526115496
HU31,2.6009352885186674
HU32,3.904407327870528
HU33,4.168300374348958
IE04,0.055109734926372764
EE00,0.330304605482767
EL30,28.687967681884764
EL41,29.3
EL43,28.474208641052247
EL51,14.316545406977335
EL52,9.717160248756409
FI20,0.26666666666666666
FR10,4.653435665865739
FRB0,5.7556055820236605
FRC1,4.402718658993641
FRC2,3.335449399240315
FRD1,1.9111838033733268
FRD2,2.4438027060901124
FRE1,1.3661885717262825
FRE2,3.055055023729801
FRF1,2.7380285982663435
NL13,0.40670632645487786
NL21,0.547098683193326
NL22,0.6746999133999149
NL23,0.5559080918629964
NL31,0.5390549642344316
NL32,0.4168992598851522
ITG2,23.01044012705485
ITH1,0.0014448986699183782
ITH2,0.016820390646656354
FRI3,6.512946102768183
FRJ1,11.37638053894043
FRJ2,3.812385951479276
FRK1,3.3870110223069787
FRK2,3.428739696741104
FRL0,11.105870421727499
FRM0,8.142051086823146
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,28.7841916402181
TR32,29.003454971313477
TR33,26.971715037027995
HR03,5.910626554489136
HR02,2.7694049275480213
HU11,2.4421766991416614
HU12,2.9095071628068885
HU21,2.9076090357576807
HU22,2.2713702182595927
PT16,22.650425306955974
PT17,22.69543310801188
FRF2,4.025875838908056
FRF3,3.6255253998252255
FRG0,5.195079680283865
FRH0,2.775993459423383
FRI1,3.3654172718524933
FRI2,3.5809311560044685
ITC4,0.9911347361902396
ITF1,6.5169112106164295
ITF2,11.447654255231221
ITF3,13.67738179564476
ITF4,20.5808731396993
ITF5,18.105339654286702
ITF6,9.272210844357808
ITG1,23.44619296391805
LT01,0.5675822840382655
LT02,0.5589889451706161
LU00,2.1706793775161106
PL22,0.9733324701276919
PL41,1.9488501261454076
PL42,0.9305423208822806
PT18,28.03478724161784
PT20,0.0
PT30,0.0
RO11,0.9446078097447753
RO12,0.15543564489732187
RO21,1.4106520601703474
RO22,6.2949168611628314
RO31,4.156458880503973
RO32,3.4201200671494005
ITH3,0.8767601029326518
ITH4,0.1781049324820439
ITH5,4.355225390195846
ITI1,8.892247140407562
ITI2,13.836667050421237
ITI3,8.024922645588715
ITI4,12.18938319683075
LI00,0.0
FI1D,0.09318771444183464
TR82,14.152478710810344
TR83,16.973488998413085
TR90,4.1680249532063804
TRA1,15.579881318410237
TRA2,4.221299612522126
PL43,2.1679376129060985
PL51,1.6559839610320826
PL52,1.180478476236264
PL61,1.148319041604797
PL62,0.6983959360358616
PL63,0.4773126358476778
PL71,1.6521282082423567
PL72,1.2652854238947233
PL81,0.9768142491889497
PL82,0.4026028765986363
PL84,1.1095765638475616
PL91,1.1818371176098783
PL92,1.1612933723876873
PT11,16.052088737487793
PT15,28.067028172810872
TRB1,29.792356491088867
TRB2,29.68749866485596
TRC1,30.840983072916668
RS12,5.4746687777650855
RS21,4.014239856849114
RS22,5.561776702105999
SE11,0.174640491604805
SE12,0.15673925448209047
NL33,0.277497024089098
NL34,0.4222888012727102
NL41,0.6061764702200889
NL42,0.932932781924804
PL21,0.3435200508063038
UKM6,0.019170282098154228
TR22,27.102205403645833
TRC2,30.95157095591227
TRC3,30.98172264099121
UKC1,0.1822599109262228
UKC2,0.17956858004132906
UKD1,0.18668879612038533
UKD3,0.30327713415026664
