nuts,June Days With High Fire Danger (days) ensemble median - RCP8.5 - (2011 - 2040)
DE50,0.14673393964767456
DE60,0.19997082874178887
DE71,0.2137796728561322
DE72,0.06973960095395644
DE73,0.048264494786659874
DE80,0.35222581929216784
DE91,0.15894675869494676
BG41,0.2627686992908517
BG42,1.8833265726764996
CH01,0.011087901890277863
AT32,0.00208942915002505
AT33,0.0008733912681539853
AT34,0.0017550403873125711
BE10,0.4165566762288411
BE23,0.31784871257841585
BE24,0.291544508934021
BE25,0.3356055756409963
BE31,0.22824548482894896
BE32,0.31995538199941315
BE33,0.04130744511882464
BE34,0.07238794267177581
BE35,0.14720084865887959
BG31,1.896879472459356
BG32,0.975725252336512
BG33,1.491141084457437
BG34,1.5281048576037088
DE92,0.1592492182428638
DE93,0.29649111613010365
DE94,0.1594045249434809
CZ07,0.21493769424657028
CZ08,0.11576318268974622
AL01,0.4398312653104464
AL02,2.49451369146506
AL03,2.7575434890886146
AT11,1.0871553129206102
AT12,0.6949251127429307
AT13,1.5330394993225733
AT21,0.002474756290515264
AT22,0.022314121449987092
AT31,0.04900618263830741
DK05,0.23630164489150046
BE21,0.41021629857520264
BE22,0.1647596557935079
ES43,17.109340047836305
ES51,4.810556635136406
ES52,13.264564148585002
ES53,5.744725414862235
ES61,17.644789918263754
ES62,20.60885531504949
ES63,0.0
ES64,0.0
CH02,0.025692179799079895
CH03,0.06653574779629708
CH04,0.03329990804195404
CH05,0.011358052088568608
CH06,0.0012282519290844598
CH07,0.007906264066696167
CY00,24.96620626449585
CZ01,0.22071158389250436
CZ02,0.29455323787406085
CZ03,0.17164076355596383
CZ04,0.2678983859717846
CZ05,0.1613682217585544
CZ06,0.5541988876648247
DE40,0.7193961050361395
EL53,3.7234321484963098
EL54,2.1735867857933044
EL61,6.197975325584411
EL62,0.0
EL63,8.269872922201952
ES70,0.0
ITC1,0.370349478473266
ITC2,0.02030961401760578
DE11,0.1355896340062221
DE12,0.15320469538370768
DE13,0.12893484743932884
DE14,0.02908344759295384
DE21,0.054094840524097285
DE22,0.1283115426078439
DE23,0.13881302569061518
DE24,0.10901172856489817
DE25,0.15001300051808358
DE26,0.1524152871221304
DE27,0.0382202268888553
DE30,0.800035086274147
EL42,12.433333333333334
LV00,0.17105580235365778
ME00,0.12558696183065574
MK00,2.742380435454349
MT00,0.0
NL11,0.06930187394221624
NL12,0.04597677290439606
EL64,10.503965083758036
EL65,14.370657461881638
ES11,0.8426914863598843
ES12,0.08098367328445116
ES13,0.1463111420472463
ES21,0.43336925419668354
ES22,4.013972989718119
ES23,3.217043264893194
ES24,8.741980226834615
ES30,13.006025218963623
IE05,0.051784734272708494
IE06,0.03853814924756686
IS00,0.0432943981528903
ITC3,0.15072939470410346
