nuts,May Days With High Fire Danger (days) ensemble median - RCP8.5 - (2041 - 2070)
DE50,0.09037420849005381
DE60,0.2900910218556722
DE71,0.35957166956116754
DE72,0.15965980564554533
DE73,0.06988555528223514
DE80,0.16834277408197523
DE91,0.29369040466845037
BG41,0.3441659327596426
BG42,1.0685102419927717
CH01,0.012948536997040112
AT32,0.009754991345107555
AT33,0.012287596085419258
AT34,0.021064500013987224
BE10,0.21655667622884114
BE23,0.2692301715413729
BE24,0.2197077433268229
BE25,0.18029880623022715
BE31,0.17434554596741994
BE32,0.21692238251368204
BE33,0.10214518283804258
BE34,0.06038041425247987
BE35,0.11704560940464338
BG31,1.7180384478842219
BG32,1.290951674959312
BG33,1.3538106599201758
BG34,0.8609099952504039
DE92,0.24727063737809657
DE93,0.40794473501543205
DE94,0.35285577659184736
CZ07,0.250779223566254
CZ08,0.1307387658705314
AL01,0.1479639527698358
AL02,1.0791278399527073
AL03,1.3819352520008883
AT11,0.40379511478046576
AT12,0.2649256394555171
AT13,0.4776442403594653
AT21,0.011072958198686441
AT22,0.017874448870619137
AT31,0.03898899083336194
DK05,0.08344614580273628
BE21,0.419559882581234
BE22,0.26642574071884156
ES43,10.931676779190699
ES51,3.4049954106410345
ES52,7.237599794069926
ES53,2.837322144707044
ES61,11.167447761694591
ES62,13.81039887269338
ES63,0.0
ES64,0.0
CH02,0.01950176873554786
CH03,0.019674810270468395
CH04,0.019015788038571676
CH05,0.008968756720423698
CH06,0.007426355282465617
CH07,0.0019501345853010813
CY00,16.099453600247703
CZ01,0.4039861112833023
CZ02,0.3835637452391287
CZ03,0.10471690290917952
CZ04,0.3971065642933051
CZ05,0.2275425221771002
CZ06,0.46399827574690183
DE40,0.4103067966798941
EL53,2.2147485675911107
EL54,1.0679817450543245
EL61,2.835104638338089
EL62,0.0
EL63,4.076193254999817
ES70,0.0
ITC1,0.07006987718244394
ITC2,0.005798646931846937
DE11,0.0786749449868997
DE12,0.15003161070247492
DE13,0.05414553073545297
DE14,0.022212854338188967
DE21,0.025853206310421227
DE22,0.05937757765253385
DE23,0.0960337777932485
DE24,0.12282714750617743
DE25,0.12755895368754863
DE26,0.14790074458966654
DE27,0.030683250973622005
DE30,0.5291798278689385
EL42,8.366666666666667
LV00,0.15097420927292357
ME00,0.09513359821091096
MK00,1.293564740444223
MT00,0.0
NL11,0.35111222391327224
NL12,0.3167945548892021
EL64,5.8701160450776415
EL65,8.000660494466622
ES11,0.34159118855992954
ES12,0.06754446029663086
ES13,0.1503221184015274
ES21,0.2888021114592751
ES22,2.6547296730180583
ES23,2.024485912981133
ES24,7.121780057872335
ES30,7.228193363547325
IE05,0.05955149261280894
IE06,0.0639864711711804
IS00,0.016146168912140033
ITC3,0.026286333302656808
FI19,0.046637138910591604
FI1B,0.10447999232759078
FI1C,0.09124450677384933
DEA1,0.42512337130804856
DEA2,0.198294473066926
DEA3,0.6038416852553685
DEA4,0.22374498900026082
DEA5,0.1395981733997663
DEB1,0.16156617887318134
DEB2,0.11890483846267065
DEB3,0.34684455059468744
DEC0,0.15436874826749167
DED2,0.21684817497928938
DED4,0.16279923518498737
DED5,0.33315427352984744
DEE0,0.4209422845393419
DEF0,0.19420988162358602
DEG0,0.10408056654656926
DK01,0.21094749569892884
DK02,0.0684155893822511
DK03,0.1658533516029517
DK04,0.13777462138483923
ES41,3.44294133031896
ES42,9.842767178018887
HU23,1.0432418363479277
HU31,1.5521717417985201
HU32,1.8788505140071114
HU33,1.9829479791844884
IE04,0.06860910455385844
EE00,0.09317220084679624
EL30,16.387202056248984
EL41,8.416666666666666
EL43,15.327603101730347
EL51,2.1419248189777136
EL52,1.8327098770067096
FI20,0.0
FR10,0.2969159442931414
FRB0,0.41746389530599115
FRC1,0.24615827978899082
FRC2,0.20882255087296167
FRD1,0.135055190573136
FRD2,0.1556659998372197
FRE1,0.21539190659920374
FRE2,0.2402671272555987
FRF1,0.1957085410753886
NL13,0.4818019534150759
NL21,0.5974621046334505
NL22,0.5493258501713475
NL23,0.4819238195816676
NL31,0.5305607100327809
NL32,0.3840196351210276
ITG2,5.909728504779438
ITH1,0.007202880767484506
ITH2,0.013834885880351066
FRI3,0.6373205601858596
FRJ1,2.0706146133442718
FRJ2,0.58091329561236
FRK1,0.35738434687567255
FRK2,0.29168424357970557
FRL0,2.244037509150803
FRM0,0.7338675917436679
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,10.844170377651851
TR32,12.268853094180425
TR33,9.32139684955279
HR03,0.5125253060522179
HR02,0.7371390129749974
HU11,1.37104927500089
HU12,1.6249111253768205
HU21,1.1099397862330078
HU22,0.9046113915741444
PT16,5.825268848302463
PT17,6.728619690239429
FRF2,0.15808112979866565
FRF3,0.14200984835624694
FRG0,0.4571383943160375
FRH0,0.23620933753748735
FRI1,0.7427799807085346
FRI2,0.38925136911372343
ITC4,0.2621611425963541
ITF1,0.4328173979495962
ITF2,1.657559144621094
ITF3,1.400542242762943
ITF4,7.029139145215352
ITF5,4.7241332964971665
ITF6,1.78187770023942
ITG1,9.980692722400029
LT01,0.10904892186323802
LT02,0.11620242934053143
LU00,0.08527202407519023
PL22,0.20803220262750982
PL41,0.5066693004220724
PL42,0.2374520590218405
PT18,10.455969029664994
PT20,0.0
PT30,0.0
RO11,0.38071663429339725
RO12,0.18450012585769096
RO21,1.1760670095526924
RO22,3.8130651008027296
RO31,2.5393327564001082
RO32,3.594041475156943
ITH3,0.22709684359530607
ITH4,0.042668939630190535
ITH5,1.0413570392255982
ITI1,1.0290499079972506
ITI2,1.624616015702486
ITI3,0.8458382756759723
ITI4,1.2311517335474491
LI00,0.0
FI1D,0.024504720749488722
TR82,2.1138048067688944
TR83,1.881341756709541
TR90,0.0915490702725947
TRA1,1.0130702649553618
TRA2,0.15070672432581583
PL43,0.5799587428259353
PL51,0.3428957543646296
PL52,0.33662598989903925
PL61,0.23563217073678971
PL62,0.13227274625872573
PL63,0.14919019490480423
PL71,0.3202676998451352
PL72,0.27230490061144036
PL81,0.2992073683068156
PL82,0.11183382232363025
PL84,0.3037770031020045
PL91,0.21022866182029248
PL92,0.22715799156576394
PT11,2.0040992932083705
PT15,11.667908092836539
TRB1,6.707400985558828
TRB2,1.9664669478933017
TRC1,16.730153813958168
RS12,1.9253324241687855
RS21,0.5817641525218884
RS22,0.7320301493785034
SE11,0.13294800594449044
SE12,0.19721433254890144
NL33,0.3976592689752579
NL34,0.39589381590485573
NL41,0.47232364416122435
NL42,0.3813232200841109
PL21,0.05626532342284918
UKM6,0.021112749725580214
TR22,6.3813135229672
TRC2,18.150959078470866
TRC3,19.218861484527586
UKC1,0.06673196703195572
UKC2,0.05732714335123698
UKD1,0.032260063911477725
UKD3,0.1967035010457039
UKD4,0.09483655951917172
UKD6,0.16466175590952237
UKD7,0.1400000145037969
UKE1,0.15257505228122076
UKE2,0.11500244463483493
UKE3,0.282336488366127
RO41,2.022014942082266
RO42,0.5324073949983964
RS11,1.9139900587499141
TR41,6.529685895641645
TR42,1.1552603121536473
TR51,9.53438910295566
TR52,13.217831480503083
TR61,8.347217419246833
TR62,6.592001404364904
TR63,9.7702687561512
TR71,11.158335774143536
TR72,4.380939166496197
TR81,0.4725781872868538
UKK1,0.31190512124449016
UKK2,0.17445027008652686
UKK3,0.03639945064981778
UKK4,0.06539718757073085
UKL1,0.06878283297022184
UKL2,0.10790350983540217
UKM5,0.029212509095668793
UKM7,0.037962442419181265
UKM8,0.03861527889966965
UKM9,0.05001525847862164
UKN0,0.08300460080305735
SE21,0.4462640923447907
SE22,0.18213104705015817
SE23,0.2395528647272537
SE31,0.08757025499362499
SE32,0.06783886294191083
SE33,0.0421565202724499
SI03,0.0901534037043651
SI04,0.02605925630778074
SK01,1.2297503239164749
SK02,0.7657445464283228
SK03,0.15381791247054935
SK04,0.20996580974509318
TR10,1.906126649926106
TR21,4.054820607354244
UKE4,0.18466512660185497
UKF1,0.318674316133062
UKF2,0.41107453778386116
UKF3,0.41635321180025736
UKG1,0.3055148055156072
UKG2,0.21349708524843056
UKG3,0.3296112130085627
UKH1,0.32362499671677747
UKH2,0.466598038127025
UKH3,0.3755788947145144
UKI3,0.39997751712799073
UKI4,0.3582205812136332
UKI5,0.366408963004748
UKI6,0.2944369783004125
UKI7,0.4416018361846606
UKJ1,0.3403923546895385
UKJ2,0.3533680684864521
UKJ3,0.3030666540066401
UKJ4,0.3216677032411098
NO09,0.16933533918733398
NO0A,0.02208892962274452
NO0B,0.0
HR05,0.3832559573153655
HR06,0.5143215457598368
NO02,0.09365119250336042
NO06,0.03487790709671875
NO07,0.025130392448045314
NO08,0.16803082688711585
