nuts,July Days With High Fire Danger (days) ensemble median - RCP8.5 - (2041 - 2070)
DE50,0.25369809071222943
DE60,0.49685850938161213
DE71,2.103989440699418
DE72,0.932105977088213
DE73,0.8005735645691554
DE80,0.622048407420516
DE91,0.524925883859396
BG41,2.807492617641886
BG42,7.648815214633942
CH01,0.11872637427101533
AT32,0.005543563577036063
AT33,0.00352203839768966
AT34,0.0122076282898585
BE10,0.9831793467203777
BE23,1.026790991673867
BE24,1.1064517262081306
BE25,1.071040124197801
BE31,0.8590954512357711
BE32,1.2566766468187174
BE33,0.6287882956365745
BE34,0.9641900150726239
BE35,0.6821019882957141
BG31,8.11483802596728
BG32,6.594731014966965
BG33,7.382162627826134
BG34,8.078851763407389
DE92,0.39236787414799135
DE93,0.522358333847175
DE94,0.3403476672867934
CZ07,0.5356392861654361
CZ08,0.28466918927927815
AL01,5.288255399465561
AL02,13.240372891227404
AL03,14.490734181801479
AT11,1.9888009779155253
AT12,0.9374201177929838
AT13,2.1729032725095747
AT21,0.0037248133371273677
AT22,0.040626259489605826
AT31,0.06581608497848114
DK05,0.3574878173569838
BE21,1.0031507844726244
BE22,1.069981514165799
ES43,28.12592404683431
ES51,12.097933944066366
ES52,23.680076376597086
ES53,14.500455451011657
ES61,28.641804695129395
ES62,28.71228109995524
ES63,0.0
ES64,0.0
CH02,0.29828623657425246
CH03,0.6337322197854519
CH04,0.1854596197605133
CH05,0.037173345653961104
CH06,0.0516862337787946
CH07,0.019765660166740417
CY00,28.99193344116211
CZ01,1.0156878362099329
CZ02,0.9642711993306875
CZ03,0.46637640182549756
CZ04,0.8770690411329269
CZ05,0.548556272406131
CZ06,0.9607079856097698
DE40,0.7842142536304891
EL53,14.576950923601787
EL54,15.426224096616108
EL61,15.431555302937825
EL62,0.0
EL63,22.20971221923828
ES70,0.0
ITC1,1.4304124924043815
ITC2,0.3494337059557438
DE11,1.562467486411333
DE12,1.76671905759722
DE13,0.878005612269044
DE14,0.28095711885641017
DE21,0.2052794906621178
DE22,0.3478857040405273
DE23,0.9511788676182429
DE24,1.2006176130225261
DE25,1.7487444764624038
DE26,1.613274837533633
DE27,0.3108124238438904
DE30,1.0584296986460686
EL42,22.7
LV00,0.6902973356423899
ME00,2.527454735338688
MK00,10.852350918451945
MT00,0.0
NL11,0.1872274120648702
NL12,0.15634544293085734
EL64,21.503304608662923
EL65,26.307949860890705
ES11,4.469014443953832
ES12,0.5140290935834249
ES13,0.6753271693984667
ES21,1.5763413310050964
ES22,9.060791796445846
ES23,9.440651965141296
ES24,19.131248172124227
ES30,24.795399792989095
IE05,0.06768668045600255
IE06,0.17390129665533702
IS00,0.049161542928777634
ITC3,1.5091243868072828
FI19,0.12985035559783378
FI1B,0.7602288008357088
FI1C,0.4592613305275639
DEA1,0.882663148889939
DEA2,0.7328892809649309
DEA3,0.6936988264322281
DEA4,0.4328260314961275
DEA5,0.44332929197698834
DEB1,1.3636688652137916
DEB2,1.4589393727481366
DEB3,2.6901369127134482
DEC0,2.308504064877828
DED2,0.5258560133477052
DED4,0.5358538340156277
DED5,1.0199840944260359
DEE0,0.7371359509105484
DEF0,0.45275344885885715
DEG0,1.113297965284437
DK01,0.8333338757356008
DK02,0.6471483577042818
DK03,0.47705502485235535
DK04,0.3436794643600782
ES41,16.227050107717513
ES42,27.476938184102377
HU23,3.7272568988613783
HU31,3.7975319899618625
HU32,4.274529591140648
HU33,4.656396861374378
IE04,0.10763736572116614
EE00,0.6808619372546673
EL30,29.23048210144043
EL41,30.05
EL43,28.211143239339194
EL51,12.124898370107015
EL52,12.683148328463236
FI20,0.26666666666666666
FR10,2.8355782719949882
FRB0,3.401458726078272
FRC1,2.6676936288364232
FRC2,2.30498364623636
FRD1,1.3140902688105902
FRD2,1.4078666388988494
FRE1,1.3560486230999231
FRE2,1.8007144593944153
FRF1,1.9997575784722963
NL13,0.25360392816364763
NL21,0.6419085872670015
NL22,0.8695571278532346
NL23,0.5232795536518097
NL31,0.7583716621001562
NL32,0.35531806548436484
ITG2,25.19212226867676
ITH1,0.009424869095285733
ITH2,0.02419575899839401
FRI3,5.284879999607801
FRJ1,12.894292934735615
FRJ2,4.910171797126532
FRK1,2.5498446319873134
FRK2,3.6988632321357726
FRL0,12.493934337298075
FRM0,9.33581606944402
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,29.806171544392903
TR32,29.232341925303142
TR33,26.895970217386882
HR03,6.111528439074755
HR02,2.0760000735521316
HU11,4.69110756367445
HU12,4.863610626446704
HU21,3.980761312817534
HU22,3.232469667494297
PT16,21.4109645207723
PT17,25.73028237024943
FRF2,2.3166833457692215
FRF3,2.5483848294553657
FRG0,3.209695855807513
FRH0,1.5923695783751706
FRI1,4.071490660806497
FRI2,2.665706831216812
ITC4,1.2541721185048422
ITF1,7.634640151262284
ITF2,13.267588297526041
ITF3,16.35416423479716
ITF4,24.42256088256836
ITF5,22.06121603647868
ITF6,13.22037517229716
ITG1,26.79848861694336
LT01,0.8481970268612107
LT02,0.7124358480020115
LU00,1.3517901801814636
PL22,0.5394768656852345
PL41,1.7172726440864305
PL42,0.4771876679112514
PT18,28.307756360371908
PT20,0.0
PT30,0.0
RO11,0.7555993200590213
RO12,0.3266873702872545
RO21,2.233768896386027
RO22,7.932905847827594
RO31,4.731583229700724
RO32,2.858122585962216
ITH3,0.6947537430562079
ITH4,0.16215355098247528
ITH5,5.825575683328013
ITI1,9.73717123667399
ITI2,15.316972923278808
ITI3,9.65972346663475
ITI4,13.441660722096762
LI00,0.0
FI1D,0.004582944539530824
TR82,13.642118255297342
TR83,14.802873794237772
TR90,3.3378380239009857
TRA1,13.728686459859212
TRA2,1.5070671955744426
PL43,1.403902268409729
PL51,0.8241765924729407
PL52,0.9665717306236427
PL61,1.158346857658277
PL62,0.6390827731539805
PL63,0.3366782275028527
PL71,1.6100400499999523
PL72,0.5688279954095682
PL81,0.47082463537032404
PL82,0.17655043437456092
PL84,0.9599847510457039
PL91,1.1912233332172035
PL92,0.9921825029576818
PT11,14.122503157456716
PT15,28.7748779296875
TRB1,29.242259852091472
TRB2,28.24496618906657
TRC1,30.710373179117838
RS12,6.095234932005406
RS21,3.074073154106736
RS22,6.210555119936665
SE11,1.0330140230556328
SE12,0.571346085332334
NL33,0.5935882670183976
NL34,0.9072869750360648
NL41,1.0147845375041167
NL42,1.1040054637938739
PL21,0.14578297814975183
UKM6,0.18231161823496222
TR22,27.527064418792726
TRC2,30.918582026163737
TRC3,30.928413963317873
UKC1,0.29040110260248186
UKC2,0.2712276097387075
UKD1,0.13092591154078642
UKD3,0.1966550645728906
UKD4,0.11759009212255478
UKD6,0.29847997004787125
UKD7,0.14017345905303955
UKE1,0.390314873183767
UKE2,0.43823620217541853
UKE3,0.6220118338863055
RO41,6.434311238924662
RO42,1.791914908370624
RS11,5.641182687381903
TR41,23.17507848739624
TR42,7.953897023200989
TR51,25.801772689819337
TR52,28.823942343393963
TR61,25.655946572621662
TR62,20.810319709777833
TR63,28.240714518229165
TR71,28.910096168518066
TR72,25.929755401611327
