nuts,September Days With High Fire Danger (days) ensemble median - RCP8.5 - (2011 - 2040)
DE50,0.09673387209574381
DE60,0.1133216937383016
DE71,0.3650020646552245
DE72,0.14552422364552817
DE73,0.12038636008898417
DE80,0.22533435666312773
DE91,0.20453072587649027
BG41,0.8058795991043249
BG42,3.3414822931090993
CH01,0.001856323704123497
AT32,0.0
AT33,0.00044228133435050647
AT34,0.0
BE10,0.2833553314208984
BE23,0.26133272250493367
BE24,0.3001099765300751
BE25,0.31385028958320615
BE31,0.333326643705368
BE32,0.333650441467762
BE33,0.22065815975268682
BE34,0.2725170038640499
BE35,0.27586596806844077
BG31,2.680379856129487
BG32,1.7588914871526262
BG33,1.9739274153485895
BG34,2.6626252508101365
DE92,0.1586368737121423
DE93,0.16164404898881912
DE94,0.1672620455423991
CZ07,0.1433684376999736
CZ08,0.08074518243471782
AL01,0.7707381767531236
AL02,2.754005815585454
AL03,3.201537199442585
AT11,0.16379596249510844
AT12,0.11874368848900001
AT13,0.19995994319518406
AT21,0.0
AT22,0.0
AT31,0.001916450448334217
DK05,0.16963455279668171
BE21,0.19689744288722674
BE22,0.2258953794836998
ES43,17.851872976620992
ES51,2.303362634778023
ES52,7.8590087006489435
ES53,3.189918694893519
ES61,16.588532988230387
ES62,13.935293539365132
ES63,0.0
ES64,0.0
CH02,0.009666895431776842
CH03,0.016638381655017534
CH04,0.0
CH05,0.00048096381748716037
CH06,0.0
CH07,0.0
CY00,25.86058588027954
CZ01,0.25804178714752196
CZ02,0.27123311460018157
CZ03,0.03310816741238038
CZ04,0.1566212055583795
CZ05,0.18300802440692981
CZ06,0.1774122738589843
DE40,0.3235537443930904
EL53,4.988928155104319
EL54,3.6759061674276987
EL61,4.513205911467472
EL62,0.0
EL63,7.5478904401262605
ES70,0.0
ITC1,0.11535003293926517
ITC2,0.011574916044871012
DE11,0.12639018868406612
DE12,0.2621420489624143
DE13,0.09032352852324645
DE14,0.010370023734867572
DE21,0.004450423642992973
DE22,0.006781063104669253
DE23,0.021792547901471455
DE24,0.13714800054828327
DE25,0.0882701593140761
DE26,0.2195880717287461
DE27,0.012548605694125097
DE30,0.41253066062927246
EL42,14.433333333333334
LV00,0.05130286801916858
ME00,0.34210887712736926
MK00,3.3319460208217304
MT00,0.0
NL11,0.18727874954541524
NL12,0.12920006786783536
EL64,8.182218832025926
EL65,11.763709377249082
ES11,1.9918739387144646
ES12,0.3057773755242427
ES13,0.516212061792612
ES21,1.178869493616124
ES22,4.67538223763307
ES23,5.210152723391851
ES24,7.9390316843986515
ES30,15.09473021030426
IE05,0.08137655618290106
IE06,0.10921868781248728
IS00,0.004544823965989053
ITC3,0.03603306251267592
FI19,0.01128571896503369
FI1B,0.026697625716527302
FI1C,0.03553181489308675
DEA1,0.14549651543299358
DEA2,0.18437749842802684
DEA3,0.17023481279611588
DEA4,0.12190930595000585
DEA5,0.12364401618639628
DEB1,0.2701003571351369
DEB2,0.26150465855995814
DEB3,0.42504216972738507
DEC0,0.29253783958653606
DED2,0.16292960147062938
DED4,0.08828244848797719
DED5,0.3244784524043401
DEE0,0.31537810365358987
DEF0,0.16171300013860065
DEG0,0.24498226294914882
DK01,0.13335092862447104
DK02,0.14076968568066756
DK03,0.15139491558074952
DK04,0.15753320455551148
ES41,10.538305747509003
ES42,15.387039256095886
HU23,0.23808836995934446
HU31,0.8681750222419699
HU32,1.332819078862667
HU33,1.0052581464871764
IE04,0.0692437802751859
EE00,0.0013077691507836183
EL30,18.982473452885944
EL41,19.316666666666666
EL43,20.34994953473409
EL51,7.177281061311563
EL52,3.5412398843094706
FI20,0.06666666666666667
FR10,1.2387004243209958
FRB0,1.6038312769805392
FRC1,0.7792604248970747
FRC2,0.4160128469268481
FRD1,0.8358058012401064
FRD2,0.6381954360753298
FRE1,0.40074823002020515
FRE2,0.6324971447077891
FRF1,0.29200048570831616
NL13,0.17823842962582906
NL21,0.11736609538396199
NL22,0.11795730193456014
NL23,0.15186566611131033
NL31,0.11110599140326181
NL32,0.10835662086804708
ITG2,7.785486075282097
ITH1,0.0007241039226452509
ITH2,0.0
FRI3,1.96761660327514
FRJ1,4.10327538450559
FRJ2,1.377350370803227
FRK1,0.8101062795612961
FRK2,0.688650193468978
FRL0,2.840227338671684
FRM0,1.8895439798633258
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,19.366087198257446
TR32,21.513572152455648
TR33,18.691225179036458
HR03,1.0542889102051656
HR02,0.2629425740490357
HU11,0.654338679711024
HU12,0.8134791585927208
HU21,0.46665824769685665
HU22,0.39635732856889566
PT16,12.892769320805867
PT17,11.975048375129699
FRF2,0.7601096503126125
FRF3,0.5060152236993114
FRG0,1.7688963175751269
FRH0,0.9736226586004099
FRI1,1.1853716858973107
FRI2,0.8241197154857218
ITC4,0.11935386278976996
ITF1,0.5604304651419322
ITF2,2.756521071990331
ITF3,2.6163904748236138
ITF4,7.267632500082255
ITF5,4.815733033791185
ITF6,1.3043950761357943
ITG1,6.251511492331823
LT01,0.04856390617787838
LT02,0.061150559309559566
LU00,0.32684039858480296
PL22,0.19708999997625748
PL41,0.28071459798763193
PL42,0.2025613266043365
