nuts,June Days With High Fire Danger (days) ensemble median - RCP4.5 - (2071 - 2100)
DE50,0.0
DE60,0.0
DE71,0.10843098450165528
DE72,0.03495559096336365
DE73,0.016514017031742975
DE80,0.04509700376253862
DE91,0.0
BG41,1.1079962995763009
BG42,3.336044902411791
CH01,0.005656130038774931
AT32,0.009665998701865856
AT33,0.002029618964745448
AT34,0.0040688669452300435
BE10,0.0
BE23,0.1506071274097149
BE24,0.019268817626512967
BE25,0.19016524461599496
BE31,0.017767008680563707
BE32,0.08604177144857553
BE33,0.002658496109338907
BE34,0.009960580330628615
BE35,0.008007112603921156
BG31,3.0431796312332153
BG32,2.027509322604881
BG33,2.686101703976209
BG34,2.7381118134810376
DE92,0.0
DE93,0.0008899583123051203
DE94,0.0030424066174488803
CZ07,0.2826425222536692
CZ08,0.14434742698302636
AL01,1.5004417158376713
AL02,5.873117485871682
AL03,7.876202521415857
AT11,1.0092938424876103
AT12,0.6996711597133142
AT13,1.0897743277824843
AT21,0.005684907046648173
AT22,0.013744648259419661
AT31,0.03329423456810988
DK05,0.2409164676299462
BE21,0.08717450728783241
BE22,0.014080299780919002
ES43,17.510343698354866
ES51,5.955947894316453
ES52,14.652101773482103
ES53,6.5737274426680345
ES61,18.69077029595008
ES62,20.06831770676833
ES63,0.0
ES64,0.0
CH02,0.03318724179497132
CH03,0.024439207922953825
CH04,0.005478894481292138
CH05,0.02734868350223853
CH06,0.014290189513793359
CH07,0.009122612384649424
CY00,25.54561996459961
CZ01,0.24978398588987497
CZ02,0.2751752335864764
CZ03,0.1023963696968097
CZ04,0.20017023886052462
CZ05,0.17113479341451937
CZ06,0.7733152177757942
DE40,0.15230927960230753
EL53,8.436699378948946
EL54,8.150975286960602
EL61,10.770566940307617
EL62,0.0
EL63,14.081766348618727
ES70,0.0
ITC1,0.3149498397341141
ITC2,0.023434154975872774
DE11,0.0457128080037924
DE12,0.11777875744379483
DE13,0.045322020179950274
DE14,0.006393584924248548
DE21,0.007118516243421114
DE22,0.05050838910616361
DE23,0.05448228751237576
DE24,0.025563594813530263
DE25,0.04508669975285347
DE26,0.019712044212680597
DE27,0.030171765730931208
DE30,0.0962010518862651
EL42,15.846153846153847
LV00,0.3895830466197087
ME00,0.8234965422978768
MK00,6.035133150907663
MT00,0.0
NL11,0.0
NL12,0.0
EL64,15.75823395068829
EL65,19.73721643594595
ES11,1.3332303711571372
ES12,0.14297239511058882
ES13,0.3467168945532579
ES21,0.531030209018634
ES22,5.067647661154087
ES23,4.774836205519163
ES24,11.45202953998859
ES30,15.631376963395338
IE05,0.0034815542973004854
IE06,0.022357291900194608
IS00,0.11632526150116554
ITC3,0.22687970732267088
FI19,0.043628049369614855
FI1B,0.3557488740636752
FI1C,0.2793642250964275
DEA1,0.0
DEA2,0.0
DEA3,0.0032550555009108325
DEA4,0.0
DEA5,0.0014599790939917932
DEB1,0.043881283356593206
DEB2,0.024151748762680933
DEB3,0.21562253597837228
DEC0,0.047525491852026716
DED2,0.10271502228883597
DED4,0.08064853571928464
DED5,0.07675469150910011
DEE0,0.017390257464005396
DEF0,0.061876572095430814
DEG0,0.015454304906038137
DK01,0.24352235518969023
DK02,0.11925929498213989
DK03,0.10855133430315898
DK04,0.17652857647492334
ES41,9.172238386594332
ES42,17.913690952154305
HU23,1.2592861434588065
HU31,2.142544423731474
HU32,1.993609403188412
HU33,2.3425067300693345
IE04,0.01821086613031534
EE00,0.18792161209365496
EL30,24.192269325256348
EL41,20.846153846153847
EL43,24.222337282620945
EL51,5.809313398141128
EL52,6.968269710357372
FI20,0.0
FR10,0.718351789821799
FRB0,1.0332935847915137
FRC1,0.4921432879681771
FRC2,0.20741596474097326
FRD1,0.14422627939627722
FRD2,0.19000852337250343
FRE1,0.07311715071017925
FRE2,0.21981175988912582
FRF1,0.20388858278210348
NL13,0.0
NL21,0.010077356145932125
NL22,0.01037150277541234
NL23,0.008586844572654137
NL31,0.006416160899859209
NL32,0.0
ITG2,12.79762049821707
ITH1,0.0049862534953997685
ITH2,0.0021567237205230272
FRI3,0.9027445992598166
FRJ1,4.6327571502098674
FRJ2,0.8647800613767825
FRK1,0.42252257738548976
FRK2,0.9074336319015577
FRL0,5.202760888979985
FRM0,2.119894571029223
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,20.951190801767204
TR32,22.929692708528957
TR33,20.134809494018555
HR03,1.2823257515063653
HR02,0.8234251875143784
HU11,2.403648969072562
HU12,2.2187621478851023
HU21,1.982176567786015
HU22,1.448912942925325
PT16,11.800129083486704
PT17,15.580822907961332
FRF2,0.2895651551035161
FRF3,0.1260071495691171
FRG0,0.8982554883337938
FRH0,0.5466247514749949
FRI1,0.9131209695568452
FRI2,0.3852484803646803
ITC4,0.6273317985379925
ITF1,2.28532844552627
ITF2,7.227622050505418
ITF3,6.942235818276038
ITF4,17.4863642179049
ITF5,14.661390286225538
ITF6,6.77681704209401
ITG1,18.790660197918232
LT01,0.32098077696103317
LT02,0.24537902053159016
LU00,0.02320872934964987
PL22,0.25625019749769795
PL41,0.8849987138349277
PL42,0.1503532501653983
PT18,19.216903099646935
PT20,0.0
PT30,0.0
RO11,0.3356733253368965
RO12,0.05355882408240667
RO21,1.104816609993577
RO22,4.249983565738568
RO31,2.6898016442473116
RO32,2.0464021288431606
ITH3,0.24951427222157901
ITH4,0.0017662528329170668
ITH5,1.9472459760996013
ITI1,2.342547120956274
ITI2,4.534141430488
ITI3,2.773663795911349
ITI4,3.5299715301595054
LI00,0.0
FI1D,0.02789509788943598
TR82,5.8021565813284655
TR83,6.3587768628047066
TR90,0.44314110465347767
TRA1,3.9009464497749624
TRA2,0.6569267327968891
PL43,0.8016509327750939
PL51,0.5447553118261007
PL52,0.32879801022891814
PL61,0.7887511436755841
PL62,0.21825438336684153
PL63,0.2603454678677596
PL71,0.7493241622757453
PL72,0.6657630197273997
PL81,0.909143637579221
PL82,0.305185320858772
PL84,0.32852573922047246
PL91,0.5071754742127198
PL92,0.5311328812788886
PT11,5.313106866983267
PT15,19.80481243133545
TRB1,19.506411992586575
TRB2,11.756349068421583
TRC1,26.28455638885498
RS12,2.4641637640217176
RS21,1.304432379368406
RS22,2.4743468440496006
SE11,0.25427433332571614
SE12,0.44974861193734866
NL33,0.0
NL34,0.13689254797421968
NL41,0.05132150191527147
NL42,0.0
PL21,0.15601689067597574
UKM6,0.004070376977324486
TR22,15.606346680567814
TRC2,27.844010279728817
TRC3,28.42259641794058
UKC1,0.009016709832044749
UKC2,0.004853113339497493
UKD1,0.0
UKD3,0.0
UKD4,0.0
UKD6,0.0
UKD7,0.0
UKE1,0.028950124979019165
UKE2,0.009493044935739957
UKE3,0.04108900290269118
RO41,2.5369951954254737
RO42,0.6406946576272066
RS11,2.292911336972163
TR41,15.143877983093262
TR42,3.127772632699746
TR51,18.67197029407208
TR52,22.516934174757736
TR61,17.29038821733915
TR62,13.187660253964937
TR63,21.759918799767128
TR71,21.086258814885067
TR72,14.269894086397612
TR81,1.7206391325363746
UKK1,0.14386774141054887
UKK2,0.07690737482446891
UKK3,0.0629898149233598
UKK4,0.06466119105999286
UKL1,0.0030105033746132483
UKL2,0.004195362902604616
UKM5,0.007046651381712694
UKM7,0.01404786568421584
UKM8,0.0040715972964580245
UKM9,0.006354401317926554
UKN0,0.04362100821274977
SE21,0.3925063583928232
SE22,0.15621025387484294
SE23,0.2911555549631325
SE31,0.11858281081255811
SE32,0.042783874892987885
SE33,0.07591338354485253
SI03,0.10465171209608133
SI04,0.013770476270180482
SK01,2.1187216765605488
SK02,1.6628933634895544
SK03,0.3565172955680352
SK04,0.3512530412811499
TR10,6.317521721124649
TR21,10.72754572905027
UKE4,0.005141227864302122
UKF1,0.03425108068264448
UKF2,0.13700281112239912
UKF3,0.040683465938155465
UKG1,0.11174463996520409
UKG2,0.005509337553611169
UKG3,0.05983971173946674
UKH1,0.04389664645378406
UKH2,0.1961359565074627
UKH3,0.12571790585151085
UKI3,0.15384615384615385
UKI4,0.15379410409010374
UKI5,0.16477991525943464
UKI6,0.15384615384615385
UKI7,0.16343876834099108
UKJ1,0.21419506663313279
UKJ2,0.1476886673615529
UKJ3,0.17920409773404783
UKJ4,0.07140646359095207
NO09,0.1851075331752117
NO0A,0.15300626314889926
NO0B,0.0
