nuts,Spring Days With High Fire Danger (days) ensemble median - RCP4.5 - (2041 - 2070)
DE50,0.2605569173892339
DE60,0.48692052289843557
DE71,0.2241951860487461
DE72,0.06983217733601729
DE73,0.0904004754498601
DE80,0.38092554456864797
DE91,0.3243192955230673
BG41,0.23733701246480146
BG42,1.083631849878778
CH01,0.008610514799753825
AT32,0.04317627064883709
AT33,0.02705271588638425
AT34,0.026309246197342873
BE10,0.6667546590169271
BE23,0.4448906367023786
BE24,0.5083410508930684
BE25,0.3277001847823461
BE31,0.38455488060911497
BE32,0.4321464012066523
BE33,0.16653480678796767
BE34,0.11830742408831914
BE35,0.24490236242612204
BG31,1.4483696940044561
BG32,1.0633247243861357
BG33,0.7913293011486531
BG34,0.9532294682227075
DE92,0.3381618596613407
DE93,0.6117671267439921
DE94,0.4502095816967388
CZ07,0.22867781848957142
CZ08,0.1388370672861735
AL01,0.176411431034406
AL02,0.6592952395478885
AL03,1.0154913617918888
AT11,0.5242876037955284
AT12,0.3674926036347946
AT13,0.7499600311120351
AT21,0.0073791565373539925
AT22,0.05143674875920017
AT31,0.06557533638551831
DK05,0.13509261508782705
BE21,0.5209769597897927
BE22,0.43578581884503365
ES43,11.738819233576457
ES51,5.5318294882774355
ES52,14.761312599976858
ES53,3.1671607186396917
ES61,14.343083063761393
ES62,24.03317003250122
ES63,0.0
ES64,0.0
CH02,0.01375865563750267
CH03,0.012103219827016195
CH04,0.0023853366573651632
CH05,0.008129579170296589
CH06,0.012328050409754118
CH07,0.02160152147213618
CY00,20.99312540690104
CZ01,0.32052975296974184
CZ02,0.2755366962403059
CZ03,0.06716742599382997
CZ04,0.28737015662093957
CZ05,0.19649771355713408
CZ06,0.47227315958589317
DE40,0.5102705716621131
EL53,1.3527990254263083
EL54,1.0787460687259833
EL61,2.4569097464283307
EL62,0.0
EL63,3.6342528633152447
ES70,0.0
ITC1,0.17311813325310746
ITC2,0.0130525141954422
DE11,0.1764784981807073
DE12,0.16188688315451144
DE13,0.05046594465772311
DE14,0.04155017180989186
DE21,0.09871712814395626
DE22,0.19668479943647982
DE23,0.22909796653936307
DE24,0.24460053915778796
DE25,0.28418530772129696
DE26,0.15826601466784876
DE27,0.11394974729046226
DE30,0.5792089904348056
EL42,5.433333333333334
LV00,0.17052296112136295
ME00,0.12141518766681353
MK00,1.3836158273741603
MT00,0.0
NL11,0.3384716833631198
NL12,0.2210347133378188
EL64,5.473184536645809
EL65,6.018198782205582
ES11,0.2751555991359055
ES12,0.06118435909350713
ES13,0.14465559038023154
ES21,0.2776632719983657
ES22,3.2076752087722222
ES23,2.275237615592778
ES24,11.40118976434072
ES30,8.408122128248214
IE05,0.03435471548388402
