nuts,Annual Aridity Actual (-) ensemble median - RCP8.5 - (2011 - 2040) e_hypegrid
DE50,0.7373207807540894
DE60,0.7598868608474731
DE71,0.9015026986598969
DE72,0.814930647611618
DE73,0.8195806443691254
DE80,0.9541638195514679
DE91,0.839919239282608
BG41,1.3680306673049927
BG42,1.7234356999397278
CH01,0.5331623256206512
AT32,0.2955760806798935
AT33,0.26728835701942444
AT34,0.3105769604444504
BE10,0.873767763376236
BE23,0.9891811907291412
BE24,0.9722250998020172
BE25,1.001690149307251
BE31,0.9961618781089783
BE32,0.9543370008468628
BE33,0.742075115442276
BE34,0.6898024678230286
BE35,0.8001895248889923
BG31,1.6074915528297424
BG32,1.564879834651947
BG33,1.8334857821464539
BG34,1.8101209998130798
DE92,0.8800096213817596
DE93,0.8026544451713562
DE94,0.7752659022808075
CZ07,0.8473804593086243
CZ08,0.7357641160488129
AL01,2.2707040309906006
AL02,1.8551412224769592
AL03,2.556406855583191
AT11,1.102281391620636
AT12,0.8324601650238037
AT13,0.9530539810657501
AT21,0.512080192565918
AT22,0.5578571856021881
AT31,0.5945804417133331
DK05,0.8456155061721802
BE21,0.8912577033042908
BE22,0.9781988859176636
ES43,5.3236401081085205
ES51,2.8699142932891846
ES52,4.368642330169678
ES53,5.634196043014526
ES61,6.981338739395142
ES62,5.39919638633728
ES63,10.0
ES64,9.411429405212402
CH02,0.5153264552354813
CH03,0.6870956718921661
CH04,0.6452677547931671
CH05,0.38682422041893005
CH06,0.39848800003528595
CH07,0.6940618753433228
CY00,5.705514907836914
CZ01,1.0469081401824951
CZ02,0.9959945380687714
CZ03,0.7550466060638428
CZ04,0.7473115622997284
CZ05,0.7617445886135101
CZ06,0.9852503836154938
DE40,1.0156673789024353
EL53,2.4322352409362793
EL54,2.663844347000122
EL61,2.4405308961868286
EL62,7.054249286651611
EL63,4.3179991245269775
ES70,0.0
ITC1,1.8933767080307007
ITC2,0.49579815566539764
DE11,0.8735514581203461
DE12,0.828994631767273
DE13,0.7016659379005432
DE14,0.7127324640750885
DE21,0.5921367704868317
DE22,0.7555352449417114
DE23,0.8104338645935059
DE24,0.8309208750724792
DE25,0.8830479085445404
DE26,0.9548157453536987
DE27,0.6118369102478027
DE30,1.2417914271354675
EL42,8.212831974029541
LV00,0.761197417974472
ME00,1.679995357990265
MK00,1.6632192730903625
MT00,7.607114315032959
NL11,0.7617211043834686
NL12,0.8726173639297485
EL64,3.9006166458129883
EL65,4.088738203048706
ES11,1.728319227695465
ES12,1.0126521289348602
ES13,1.2043785452842712
ES21,1.3119795322418213
ES22,1.7730219960212708
ES23,1.9059395790100098
ES24,2.8255527019500732
ES30,4.394280672073364
IE05,0.6145020127296448
IE06,0.649933248758316
IS00,0.2898031771183014
ITC3,2.155124545097351
FI19,0.7774228751659393
FI1B,0.8281682133674622
FI1C,0.8652794659137726
DEA1,0.8584915995597839
DEA2,0.8336034417152405
DEA3,0.8273496031761169
DEA4,0.8321283459663391
DEA5,0.6996257901191711
DEB1,0.892049640417099
DEB2,0.8220321536064148
DEB3,0.9500206112861633
DEC0,0.8752669095993042
DED2,0.8711836338043213
DED4,0.784389466047287
DED5,1.0357638001441956
DEE0,1.0295807123184204
DEF0,0.8144720196723938
DEG0,0.8823510110378265
DK01,0.9565319120883942
DK02,0.9848079085350037
DK03,0.8336451649665833
DK04,0.8290034830570221
ES41,2.9556803703308105
ES42,4.405656576156616
HU23,1.3580046892166138
HU31,1.3445056676864624
HU32,1.3692341446876526
HU33,1.4349005818367004
IE04,0.5200024843215942
EE00,0.7307390570640564
EL30,5.168569564819336
EL41,7.520934820175171
EL43,7.603058099746704
EL51,2.170628786087036
EL52,2.063080072402954
FI20,0.8719987273216248
FR10,1.1329178214073181
FRB0,1.1631956100463867
FRC1,0.966972827911377
FRC2,0.6913793087005615
FRD1,1.0471265316009521
FRD2,1.0510367155075073
FRE1,1.0006057620048523
FRE2,1.0471093654632568
FRF1,0.8762872815132141
NL13,0.7593891620635986
NL21,0.8181773126125336
NL22,0.8616630733013153
NL23,1.187199890613556
NL31,0.8632031381130219
NL32,0.9803868532180786
ITG2,5.080684185028076
ITH1,0.4737434983253479
ITH2,0.6774876415729523
FRI3,1.0631831288337708
FRJ1,1.7559731006622314
FRJ2,1.1377705931663513
FRK1,0.8744123876094818
FRK2,0.957082211971283
FRL0,2.346323013305664
FRM0,4.313317060470581
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,5.407573938369751
TR32,4.064659833908081
TR33,2.940507173538208
HR03,1.8042026162147522
HR02,1.0039953887462616
HU11,1.5137865543365479
HU12,1.5239561200141907
HU21,1.5146059393882751
HU22,1.2369033694267273
PT16,3.969327688217163
PT17,5.6001105308532715
FRF2,0.9401876032352448
FRF3,0.869009405374527
FRG0,1.1827384233474731
FRH0,1.1415969729423523
FRI1,1.037241518497467
FRI2,0.829889327287674
ITC4,1.5138087272644043
ITF1,1.6831607818603516
ITF2,1.9070221185684204
ITF3,2.5649232864379883
ITF4,2.4245314598083496
ITF5,2.687233567237854
ITF6,3.1765058040618896
ITG1,5.449316024780273
LT01,0.7273053526878357
LT02,0.7814010083675385
LU00,0.8043686747550964
PL22,0.7601735591888428
PL41,0.9784589409828186
PL42,0.8977993428707123
PT18,6.2672600746154785
PT20,0.0
PT30,0.0
RO11,1.0316288471221924
RO12,0.9188388884067535
RO21,1.1505625247955322
RO22,1.796927034854889
RO31,1.6411290168762207
RO32,1.8641342520713806
ITH3,1.4646613001823425
ITH4,1.0355291366577148
ITH5,1.8113209009170532
ITI1,1.8647639751434326
ITI2,1.531532645225525
ITI3,1.7870582938194275
ITI4,2.4016700983047485
LI00,0.4551234245300293
FI1D,0.5628385841846466
TR82,1.3243638277053833
TR83,1.4125500917434692
TR90,0.6753885447978973
TRA1,0.6082248389720917
TRA2,0.0
PL43,0.9608727097511292
PL51,0.8586006462574005
PL52,0.9166898131370544
PL61,0.9116986393928528
PL62,0.9204834997653961
PL63,0.8318040370941162
PL71,0.9030734002590179
PL72,0.8497289717197418
PL81,0.8682669103145599
PL82,0.7908857762813568
PL84,0.8340980708599091
PL91,0.9345609247684479
PL92,0.9207003712654114
PT11,3.0379340648651123
PT15,7.0974180698394775
TRB1,5.7753541469573975
TRB2,0.0
TRC1,4.792182207107544
RS12,1.3901494145393372
RS21,1.0009493827819824
RS22,1.496940016746521
