nuts,Annual Aridity Actual (-) ensemble median - RCP8.5 - (2041 - 2070) e_hypegrid
DE50,0.8609725534915924
DE60,0.8991701006889343
DE71,0.992484986782074
DE72,0.9408595860004425
DE73,0.9064537584781647
DE80,1.0963740348815918
DE91,0.9355623722076416
BG41,1.5972245931625366
BG42,2.1124271154403687
CH01,0.6370126307010651
AT32,0.3339436948299408
AT33,0.34211617708206177
AT34,0.35936230421066284
BE10,0.9201707243919373
BE23,1.0407711863517761
BE24,1.0075047612190247
BE25,0.9976741373538971
BE31,1.1184203624725342
BE32,1.1163243651390076
BE33,0.8794015645980835
BE34,0.8472307920455933
BE35,0.9234724342823029
BG31,1.835466742515564
BG32,1.9879950881004333
BG33,2.2302842140197754
BG34,2.319804310798645
DE92,1.0042952001094818
DE93,0.9619879424571991
DE94,0.9076027870178223
CZ07,0.9584670066833496
CZ08,0.7714050710201263
AL01,2.555984854698181
AL02,2.4154043197631836
AL03,3.162587881088257
AT11,1.2402692437171936
AT12,0.8791241943836212
AT13,0.9745899736881256
AT21,0.5771430432796478
AT22,0.6120894551277161
AT31,0.6559224426746368
DK05,1.0061771273612976
BE21,0.9749414026737213
BE22,1.1123919486999512
ES43,6.09138822555542
ES51,3.140336513519287
ES52,5.144692897796631
ES53,6.091734170913696
ES61,7.618244647979736
ES62,5.674742221832275
ES63,10.0
ES64,9.147430419921875
CH02,0.6024527549743652
CH03,0.7516848146915436
CH04,0.7280086874961853
CH05,0.46653345227241516
CH06,0.4777691513299942
CH07,0.6769349575042725
CY00,5.298520088195801
CZ01,1.167469322681427
CZ02,1.075113296508789
CZ03,0.8275916576385498
CZ04,0.7922266721725464
CZ05,0.8238634765148163
CZ06,1.1065942645072937
DE40,1.0414223670959473
EL53,3.115177869796753
EL54,3.124473452568054
EL61,3.162041664123535
EL62,7.630025863647461
EL63,4.999969959259033
ES70,0.0
ITC1,1.6911762952804565
ITC2,0.5377360284328461
DE11,0.9284716844558716
DE12,0.9108124673366547
DE13,0.7846498191356659
DE14,0.796534925699234
DE21,0.638835608959198
DE22,0.785601019859314
DE23,0.8361618518829346
DE24,0.8633013665676117
DE25,0.9558245837688446
DE26,1.020900547504425
DE27,0.6661707162857056
DE30,1.2437652349472046
EL42,8.393835067749023
LV00,0.9780969023704529
ME00,1.8670626878738403
MK00,2.0959168672561646
MT00,7.830454349517822
NL11,0.8893167674541473
NL12,0.9625931084156036
EL64,4.5854811668396
EL65,4.567756652832031
ES11,2.3418023586273193
ES12,1.2721965909004211
ES13,1.6356160044670105
ES21,1.665455400943756
ES22,2.150038003921509
ES23,2.430575132369995
ES24,2.958955407142639
ES30,4.336559057235718
IE05,0.7074570953845978
IE06,0.7380418181419373
IS00,0.3164256811141968
ITC3,2.01456755399704
FI19,0.93323814868927
FI1B,1.0235061645507812
FI1C,0.9443540871143341
DEA1,0.9775685369968414
DEA2,0.9148125052452087
DEA3,0.9070297479629517
DEA4,0.9106956422328949
