nuts,Annual Aridity Actual (-) ensemble median - RCP8.5 - (2071 - 2100) e_hypegrid
DE50,0.8771605789661407
DE60,0.8337795734405518
DE71,1.0960190892219543
DE72,1.05374675989151
DE73,0.9283483326435089
DE80,1.0605915784835815
DE91,0.9581794440746307
BG41,1.898995280265808
BG42,2.6501392126083374
CH01,0.8078595399856567
AT32,0.3761287331581116
AT33,0.3754611164331436
AT34,0.40636758506298065
BE10,1.1138517260551453
BE23,1.2732576131820679
BE24,1.2135886549949646
BE25,1.2868502140045166
BE31,1.2017769813537598
BE32,1.2836766839027405
BE33,0.9626497030258179
BE34,1.0343246459960938
BE35,1.053762137889862
BG31,2.0973386764526367
BG32,2.255123257637024
BG33,2.57791531085968
BG34,2.94952654838562
DE92,1.0249102115631104
DE93,0.9418245851993561
DE94,0.8901256620883942
CZ07,0.9768216907978058
CZ08,0.825708419084549
AL01,3.3356149196624756
AL02,3.1724627017974854
AL03,3.8990901708602905
AT11,1.4572692513465881
AT12,0.9150386154651642
AT13,1.0187270045280457
AT21,0.7099278569221497
AT22,0.7409098446369171
AT31,0.6804562509059906
DK05,1.0381070375442505
BE21,1.1902499794960022
BE22,1.2819673418998718
ES43,5.921262979507446
ES51,3.5615804195404053
ES52,5.224332809448242
ES53,5.882640838623047
ES61,7.0781073570251465
ES62,5.668812036514282
ES63,10.0
ES64,8.860547065734863
CH02,0.7513032853603363
CH03,0.8809477090835571
CH04,0.8054948449134827
CH05,0.5484579503536224
CH06,0.5605898499488831
CH07,0.9984051585197449
CY00,4.757144212722778
CZ01,1.184408724308014
CZ02,1.09410959482193
CZ03,0.8239662349224091
CZ04,0.8301275670528412
CZ05,0.8501269817352295
CZ06,1.1116018295288086
DE40,1.0623899698257446
EL53,3.6286203861236572
EL54,3.741330623626709
EL61,3.6177011728286743
EL62,7.870826482772827
EL63,5.2309510707855225
ES70,0.0
ITC1,2.173246741294861
ITC2,0.7768124938011169
DE11,1.0623446702957153
DE12,1.1093270182609558
DE13,0.8836514055728912
DE14,0.8608674705028534
DE21,0.6895903050899506
DE22,0.8175631463527679
DE23,0.8821104168891907
DE24,0.9572759568691254
DE25,1.0321020483970642
DE26,1.0749244093894958
DE27,0.7473604381084442
DE30,1.3055910468101501
EL42,8.28489065170288
LV00,0.7877757847309113
ME00,2.255043387413025
MK00,2.5422271490097046
MT00,7.211559295654297
NL11,0.9054738879203796
NL12,1.073153555393219
EL64,4.765746831893921
EL65,4.939411640167236
ES11,2.8893070220947266
ES12,1.8136138916015625
ES13,2.334455370903015
ES21,2.3319506645202637
ES22,2.7067487239837646
ES23,3.1046382188796997
ES24,3.5997380018234253
ES30,4.894551038742065
IE05,0.8107453286647797
IE06,0.8045185208320618
IS00,0.3649858385324478
ITC3,2.601550579071045
FI19,0.9284016788005829
FI1B,0.8646470010280609
FI1C,0.9189612567424774
DEA1,1.0592429041862488
DEA2,1.0151825547218323
DEA3,0.9644816517829895
DEA4,0.9600694477558136
DEA5,0.8536100387573242
DEB1,1.199314832687378
DEB2,1.2200215458869934
DEB3,1.2623679041862488
DEC0,1.2278607487678528
DED2,0.9544991254806519
DED4,0.8586339950561523
DED5,1.1563547849655151
DEE0,1.1258666515350342
DEF0,0.9029794037342072
DEG0,1.0029296278953552
DK01,1.0174704492092133
DK02,1.100511908531189
DK03,0.9847782850265503
DK04,0.9227608740329742
ES41,4.1177825927734375
ES42,4.959667682647705
HU23,1.6926515698432922
HU31,1.4701122045516968
HU32,1.445112705230713
HU33,1.6037635207176208
IE04,0.6130395829677582
EE00,0.7425395548343658
EL30,5.941760778427124
EL41,7.592163801193237
EL43,7.643357992172241
EL51,2.9818371534347534
EL52,2.731261968612671
FI20,0.9231320321559906
FR10,1.8080132007598877
FRB0,1.881283938884735
FRC1,1.3890172839164734
FRC2,1.0857150852680206
FRD1,1.5362650752067566
FRD2,1.5621007680892944
FRE1,1.331236481666565
FRE2,1.4086002111434937
FRF1,1.1684954762458801
NL13,0.8914027810096741
NL21,0.9887621104717255
NL22,1.0075452625751495
NL23,1.5489990711212158
NL31,1.0567622780799866
NL32,1.1713176369667053
ITG2,5.784255266189575
ITH1,0.6479004919528961
ITH2,0.9877454340457916
FRI3,1.5448375940322876
FRJ1,2.2012494802474976
FRJ2,1.6491256356239319
FRK1,1.2303307056427002
FRK2,1.3755010962486267
FRL0,3.1083884239196777
FRM0,5.35418176651001
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,5.689429759979248
TR32,4.857776641845703
TR33,3.841472029685974
HR03,2.4473981857299805
HR02,1.3264146447181702
HU11,1.7103403806686401
HU12,1.6924667954444885
HU21,1.789189100265503
HU22,1.5567674040794373
PT16,5.564507007598877
PT17,7.337955951690674
FRF2,1.3204320073127747
FRF3,1.2528958320617676
FRG0,1.885347068309784
FRH0,1.7189168334007263
FRI1,1.3887231945991516
FRI2,1.2021898031234741
ITC4,1.9064332246780396
ITF1,2.356771945953369
ITF2,2.516074776649475
ITF3,3.0820475816726685
ITF4,2.858413577079773
ITF5,3.5969812870025635
ITF6,4.294736623764038
ITG1,6.261357545852661
LT01,0.7397589683532715
LT02,0.8256539404392242
LU00,1.0909806489944458
PL22,0.842223048210144
PL41,1.032014548778534
PL42,0.9673201739788055
PT18,7.161642551422119
PT20,0.0
PT30,0.0
RO11,1.2206703424453735
RO12,1.2131773233413696
RO21,1.4044459462165833
RO22,2.376567006111145
RO31,2.0983814001083374
RO32,2.314942717552185
ITH3,1.7154300808906555
ITH4,1.1492937207221985
ITH5,2.3409441709518433
ITI1,2.4301050901412964
ITI2,2.3837530612945557
ITI3,2.5634148120880127
ITI4,3.1929192543029785
LI00,0.5525559186935425
FI1D,0.6452250778675079
TR82,2.046684980392456
TR83,2.05685818195343
TR90,0.9116312861442566
TRA1,1.0538218021392822
TRA2,0.0
PL43,1.0437604784965515
PL51,0.9642388224601746
PL52,1.0044454634189606
PL61,0.9729675948619843
PL62,0.9428465366363525
PL63,0.8819288313388824
PL71,0.9799834489822388
PL72,0.9638686180114746
PL81,0.9411846101284027
PL82,0.8714695870876312
PL84,0.8428848087787628
PL91,0.984663188457489
PL92,0.9537326395511627
PT11,4.084299802780151
PT15,7.45497465133667
TRB1,7.597121000289917
TRB2,0.0
TRC1,4.9243857860565186
RS12,1.5208073854446411
RS21,1.3511534929275513
RS22,2.0220126509666443
SE11,1.0904746055603027
SE12,1.0356572270393372
NL33,1.0045442283153534
NL34,1.1652042865753174
NL41,1.1501951813697815
NL42,1.1537867784500122
PL21,0.8108597099781036
UKM6,0.46848899126052856
TR22,6.104552984237671
TRC2,0.0
TRC3,0.0
UKC1,0.8002246618270874
UKC2,0.717005580663681
UKD1,0.6033642292022705
UKD3,0.8191825449466705
UKD4,0.7806472480297089
UKD6,0.9840552508831024
