nuts,Annual Aridity Actual (-) ensemble median - RCP4.5 - (2011 - 2040) e_hypegrid
DE50,0.7279339730739594
DE60,0.7388837933540344
DE71,0.8878010511398315
DE72,0.846152275800705
DE73,0.8209249675273895
DE80,0.9550288319587708
DE91,0.8493462204933167
BG41,1.3457821607589722
BG42,1.8215000629425049
CH01,0.5119945704936981
AT32,0.28818173706531525
AT33,0.26556263864040375
AT34,0.3106051981449127
BE10,0.87910395860672
BE23,0.9724369645118713
BE24,0.9748775959014893
BE25,0.9157916009426117
BE31,1.0109981894493103
BE32,0.9151646494865417
BE33,0.7818489074707031
BE34,0.7010401487350464
BE35,0.8134291470050812
BG31,1.649743378162384
BG32,1.692585051059723
BG33,1.8451708555221558
BG34,1.9203385710716248
DE92,0.9075250625610352
DE93,0.7809319496154785
DE94,0.7869115471839905
CZ07,0.846408873796463
CZ08,0.7326255738735199
AL01,2.4939600229263306
AL02,2.090536594390869
AL03,2.630884289741516
AT11,1.1565477848052979
AT12,0.8612068593502045
AT13,0.9623158872127533
AT21,0.4848908334970474
AT22,0.5640613734722137
AT31,0.5813688933849335
DK05,0.8553383946418762
BE21,0.8996724784374237
BE22,1.0052465498447418
ES43,5.057613849639893
ES51,2.7977646589279175
ES52,4.689832448959351
ES53,5.757693767547607
ES61,6.864019393920898
ES62,5.634955406188965
ES63,10.0
ES64,9.733713150024414
CH02,0.5132031738758087
CH03,0.6869282424449921
CH04,0.6473990082740784
CH05,0.3869871199131012
CH06,0.39673297107219696
CH07,0.6469548642635345
CY00,5.438306570053101
CZ01,1.0426725149154663
CZ02,0.9748619198799133
CZ03,0.7300039827823639
CZ04,0.7217200696468353
CZ05,0.7566127181053162
CZ06,1.0061957836151123
DE40,0.9796242117881775
EL53,2.5301238298416138
EL54,2.6739656925201416
EL61,2.7743074893951416
EL62,7.374916315078735
EL63,4.611889123916626
ES70,0.0
ITC1,1.6761457920074463
ITC2,0.42106564342975616
DE11,0.8747621774673462
DE12,0.8411866426467896
DE13,0.6856965124607086
DE14,0.6983010172843933
DE21,0.5894586741924286
DE22,0.7298481166362762
DE23,0.7650522887706757
DE24,0.7996529340744019
DE25,0.8776531219482422
DE26,0.9176917672157288
DE27,0.6153547763824463
DE30,1.1721168160438538
EL42,8.169723510742188
LV00,0.81651172041893
ME00,1.778809666633606
MK00,1.6143525838851929
MT00,7.230787515640259
NL11,0.7356062829494476
NL12,0.8053759932518005
EL64,4.393662929534912
EL65,4.360788583755493
ES11,1.7602325677871704
ES12,1.1172059178352356
ES13,1.2289487719535828
ES21,1.3544305562973022
ES22,1.767455279827118
ES23,2.1188738346099854
ES24,2.5427660942077637
ES30,3.718663215637207
IE05,0.6594674587249756
IE06,0.6751513779163361
IS00,0.28677815198898315
ITC3,2.0030168294906616
FI19,0.7932244837284088
FI1B,0.9180752635002136
FI1C,0.921804815530777
DEA1,0.8788851499557495
DEA2,0.8613040447235107
DEA3,0.8374007642269135
DEA4,0.8359315395355225
DEA5,0.7057299613952637
DEB1,0.903437465429306
DEB2,0.8412396609783173
DEB3,0.9428289532661438
DEC0,0.8563622534275055
DED2,0.8862277567386627
DED4,0.7614192068576813
DED5,0.9980442523956299
DEE0,0.9841658473014832
DEF0,0.7787376344203949
DEG0,0.8624006807804108
DK01,0.986537367105484
DK02,1.0659459829330444
DK03,0.8358910977840424
DK04,0.8227128386497498
ES41,2.75436007976532
ES42,4.123674631118774
HU23,1.2413537502288818
HU31,1.2345109581947327
HU32,1.264418363571167
HU33,1.3282666206359863
IE04,0.5385006964206696
EE00,0.7485596835613251
EL30,5.344315528869629
EL41,7.63659405708313
EL43,7.503444671630859
EL51,2.2914587259292603
EL52,2.114304542541504
FI20,1.00882688164711
FR10,1.1725431680679321
FRB0,1.1554338335990906
FRC1,0.9420151114463806
FRC2,0.7139962613582611
FRD1,1.1056402325630188
FRD2,1.0906545519828796
FRE1,0.9924045205116272
FRE2,1.0507433414459229
FRF1,0.8449164032936096
NL13,0.7416320741176605
NL21,0.8038559854030609
NL22,0.8572069406509399
NL23,1.1401023268699646
NL31,0.8646589517593384
NL32,0.9593985080718994
ITG2,5.29863166809082
ITH1,0.43938761949539185
ITH2,0.6550638675689697
FRI3,1.0934357047080994
FRJ1,1.5958686470985413
FRJ2,1.074790894985199
FRK1,0.8768787682056427
FRK2,0.9057626128196716
FRL0,2.209364175796509
FRM0,4.500173091888428
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,5.550192832946777
TR32,4.289039611816406
TR33,3.195559859275818
HR03,1.708804428577423
HR02,0.9777482151985168
HU11,1.3585186004638672
HU12,1.3539473414421082
HU21,1.4051645994186401
HU22,1.2407955527305603
PT16,3.964783191680908
PT17,5.344200372695923
FRF2,0.9484992623329163
FRF3,0.8675904870033264
FRG0,1.1731985211372375
FRH0,1.150455892086029
FRI1,1.046866774559021
FRI2,0.832094669342041
ITC4,1.4032776355743408
ITF1,1.751340389251709
ITF2,2.054037928581238
ITF3,2.365146517753601
ITF4,2.5109578371047974
ITF5,2.7865569591522217
ITF6,3.175083637237549
ITG1,5.904574155807495
LT01,0.6906336545944214
LT02,0.7728689312934875
LU00,0.8260737359523773
PL22,0.7813927829265594
PL41,0.9610836803913116
PL42,0.8944518864154816
PT18,5.619042873382568
PT20,0.0
PT30,0.0
RO11,0.9446978569030762
RO12,0.9153092801570892
RO21,1.1274275183677673
RO22,1.7341617941856384
RO31,1.6308411955833435
RO32,1.7678675055503845
ITH3,1.2476406693458557
ITH4,0.9083330035209656
ITH5,1.7240039110183716
ITI1,1.8322665691375732
ITI2,1.705627202987671
ITI3,1.824969232082367
ITI4,2.411284923553467
LI00,0.4505733251571655
FI1D,0.5650008022785187
TR82,1.2868090271949768
TR83,1.3786730766296387
TR90,0.6484433710575104
TRA1,0.5808989703655243
TRA2,0.0
PL43,0.9418535232543945
PL51,0.853479653596878
PL52,0.9142890572547913
PL61,0.9272928237915039
PL62,0.9291706085205078
PL63,0.8350585997104645
PL71,0.9184375405311584
PL72,0.8707660436630249
PL81,0.8628220856189728
PL82,0.7925018966197968
PL84,0.7785317897796631
PL91,0.944219708442688
PL92,0.9190600216388702
PT11,2.7991570234298706
PT15,6.865485429763794
TRB1,6.148094415664673
TRB2,0.0
TRC1,5.287832975387573
RS12,1.2439149618148804
RS21,1.030022144317627
RS22,1.4219143390655518
SE11,1.0524299144744873
SE12,0.94078329205513
NL33,0.8251368999481201
NL34,0.9370521008968353
NL41,0.93685182929039
NL42,0.9801319241523743
PL21,0.7260483801364899
UKM6,0.4024771898984909
TR22,5.275110483169556
TRC2,0.0
TRC3,0.0
UKC1,0.6697278916835785
UKC2,0.6026053428649902
UKD1,0.5007943511009216
UKD3,0.666534811258316
UKD4,0.66306272149086
UKD6,0.7697325348854065
UKD7,0.7763782143592834
UKE1,1.0061971545219421
UKE2,0.7699165642261505
UKE3,0.8487475514411926
RO41,1.682648241519928
RO42,1.2084142565727234
RS11,1.1103706359863281
TR41,2.7295299768447876
TR42,1.9863527417182922
TR51,2.8708114624023438
TR52,3.806418538093567
TR61,4.306062698364258
TR62,4.235123872756958
TR63,4.608794212341309
TR71,3.32242488861084
TR72,2.5488576889038086
TR81,1.1868085861206055
UKK1,0.9389450550079346
UKK2,0.8819047808647156
UKK3,0.7818673551082611
UKK4,0.7752867937088013
UKL1,0.6216372549533844
UKL2,0.6538605690002441
UKM5,0.5468205511569977
UKM7,0.5318023264408112
UKM8,0.4923345595598221
UKM9,0.48008230328559875
UKN0,0.5794230103492737
SE21,0.8483041822910309
SE22,0.9627944827079773
SE23,0.7899340391159058
SE31,0.6630494296550751
SE32,0.5220774412155151
SE33,0.46579645574092865
SI03,0.7659918963909149
SI04,0.6340227127075195
SK01,1.1590676307678223
SK02,1.1151756644248962
SK03,0.7341394126415253
SK04,0.7619237005710602
TR10,2.6792056560516357
TR21,2.6284701824188232
UKE4,0.722519189119339
UKF1,0.8529655337333679
UKF2,1.1669060587882996
UKF3,1.117750108242035
UKG1,0.9860620498657227
UKG2,0.8110868036746979
UKG3,0.89096400141716
UKH1,1.1674432754516602
UKH2,1.1595704555511475
UKH3,1.216519296169281
UKI3,1.0668360590934753
UKI4,1.1949042081832886
UKI5,1.2230702638626099
UKI6,0.9414807856082916
UKI7,1.0197760164737701
UKJ1,1.035807192325592
UKJ2,1.094919204711914
UKJ3,0.9735527038574219
UKJ4,1.1136723756790161
NO09,0.4692111313343048
NO0A,0.3253627270460129
NO0B,0.0
HR05,0.8894461691379547
HR06,0.98908331990242
NO02,0.4443838447332382
NO06,0.3715756982564926
NO07,0.3890373855829239
NO08,0.5722553431987762
